occurrence id,location id,alert id,feed id,longitude,latitude,occurrence date,location name,precision,model eligible,validation weighting,geoname id,GAUL_code,title,publication date,url,feed name,language,summary,aegypti_suitability,albopictus_suitability,
219114,3937,164266,5,89.39048,26.85892,08/08/2008 08:00,"Phuntsholing, Bhutan",PRECISE,t,1,,,77 suspected to have chikungunya fever in Bhutan - Jakarta Post,08/08/2008 08:00,http://news.google.com/news/url?sa=t&fd=R&usg=AFQjCNEsJ6ns8zuYJF4pBH72gAN7a421sQ&url=http://www.thejakartapost.com/news/2012/08/09/77-suspected-have-chikungunya-fever-bhutan.html,Google News,,Public health officials confirm the virus is now in the country. The Armed Force research institute for medical science in Bangkok of Thailand yesterday confirmed 12 of the 18 blood samples from Bhutan positive for chikungunya fever.,0.703453092,0.760424631,
222768,19566,166863,2,104.76952,11.74781,20/09/2008 03:52,"Phumi Trapeang Roka, Kandal, Cambodia",PRECISE,t,1,1823306,,PRO/EDR> Chikungunya & dengue - Cambodia (03),20/09/2008 03:52,http://promedmail.org/direct.php?id=20120920.1303166,ProMED Mail,,"[Of 425] persons interviewed, 312 (73.4 per cent) reported that they had had at least one of the 3 defining symptoms since the rains of 14-15 Feb 2012. Among those 312 persons, 173 (55.4 per cent) took leave from school or work. One death during that period was identified retrospectively in a woman aged 33 years with no known underlying disease. The woman had fever and intense joint pain, developed neurologic signs, and died within 2 hours of hospital admission.",0.931705343,0.62799157,
219411,8615,164489,2,15.31357,-4.32758,02/08/2008 23:37,"Kinshasa, Kinshasa, Democratic Republic of the Congo",PRECISE,t,1,2314302,,"PRO/EDR> Chikungunya (10) - France ex Africa (DRC), corr.",02/08/2008 23:37,http://promedmail.org/direct.php?id=20120803.1227892,ProMED Mail,,,0.894277077,0.302057408,
208409,11123,156266,40,6,44,17/06/2008 12:28,"Region de Provence-Alpes-Cote d'Azur, France",ADMIN1,t,1,2985244,1269,Surveillance epidemiologique en Paca et en Corse. Point au 15 juin 2012.,17/06/2008 12:28,http://www.invs.sante.fr/Publications-et-outils/Points-epidemiologiques/Tous-les-numeros/Sud/2012/Surveillance-epidemiologique-en-Paca-et-en-Corse.-Point-au-15-juin-2012,Ministry of Health Sites French,fr,"Sommaire Surveillance Chikungunya, Dengue, West-Nile, Toscana / Surveillance CANICULE - Surveillance non specifique / Signalements enregistres dans ORAGES",0.02104964,0.675201177,
423453,9955,313290,68,13,-1,13/02/2008 05:00,"Ogooue-Lolo Province, Gabon",ADMIN1,t,1,2396925,1281,"Clinical forms of chikungunya in Gabon, 2010.",13/02/2008 05:00,http://www.ncbi.nlm.nih.gov/pubmed/22348166,PubMed,,"BACKGROUND:
Chikungunya virus (CHIKV) has caused multiple outbreaks in tropical and temperate areas worldwide, but the clinical and biological features of this disease are poorly described, particularly in Africa. We report a prospective study of clinical and biological features during an outbreak that occurred in Franceville, Gabon in 2010.
METHODOLOGY/PRINCIPAL FINDINGS:
We collected, in suspect cases (individuals presenting with at least one of the following symptoms or signs: fever, arthralgias, myalgias, headaches, rash, fatigue, nausea, vomiting, diarrhea, bleeding, or jaundice), blood samples, demographic and clinical characteristics and outcome. Hematological and biochemical tests, blood smears for malaria parasites and quantitative PCR for CHIKV then dengue virus were performed. CHIKV+ patients with concomitant malaria and/or dengue were excluded from the study. From May to July 2010, data on 270 laboratory-confirmed CHIK patients were recorded. Fever and arthralgias were reported by respectively 85% and 90% of patients, while myalgias, rash and hemorrhage were noted in 73%, 42% and 2% of patients. The patients were grouped into 4 clinical categories depending on the existence of fever and/or joint pain. On this basis, mixed forms accounted for 78.5% of cases, arthralgic forms 12.6%, febrile forms 6.7% and unusual forms (without fever and arthralgias) 2.2%. No cases of organ failure or death were reported. Elevated liver enzyme and creatinine levels, anemia and lymphocytopenia were the predominant biological abnormalities, and lymphocytopenia was more severe in patients with high viral loads (p = 0.01).
CONCLUSIONS/SIGNIFICANCE:
During CHIK epidemics, some patients may not have classical symptoms.",0.517871582,0.485460207,
194727,2105,145434,5,78.47444,17.37528,07/01/2008 19:14,"Hyderabad, Andhra Pradesh, India",PRECISE,t,1,1269843,,Dengue-Chikungunya difficult to diagnosis - Deccan Chronicle,07/01/2008 19:14,http://news.google.com/news/url?sa=t&fd=R&usg=AFQjCNGZ8_TJW8H3tyd-P9QKYLKm-zZZWg&url=http://www.deccanchronicle.com/channels/cities/hyderabad/dengue-chikungunya-difficult-diagnosis-081,Google News,,"Cases of dengue-chikungunya co-infection are on the rise, causing concern to health planners and doctors.",0.879560141,0.218223552,
225277,151,168913,2,77.2119,28.6713,04/10/2008 22:04,"National Capital Territory of Delhi, India",ADMIN1,t,1,1273293,1489,PRO/EDR> Chikungunya (17): India,04/10/2008 22:04,http://promedmail.org/direct.php?id=20121005.1326566,ProMED Mail,,"After dengue, it is the turn of chikungunya to strike fear in the city. The virus that causes chikungunya, the illness characterised by high fever and severe pain in the joints that afflicts scores of Delhiites every year, has mutated into a deadly strain, scientists have warned. Delhi has already reported 6 cases of chikungunya so far this year [2012], a figure likely to rise in the days ahead.",0.912659155,0.90491506,
208256,12535,156148,5,73.83333,15.48333,22/06/2008 20:23,"Panaji, Goa, India",PRECISE,t,1,1260607,,Dengue cases rise by a small margin - Times of India,22/06/2008 20:23,http://news.google.com/news/url?sa=t&fd=R&usg=AFQjCNGYejaqFZ7h5SMNcVRv07KLtPs1Jg&url=http://timesofindia.indiatimes.com/city/goa/Dengue-cases-rise-by-a-small-margin/articleshow/14364741.cms,Google News,,"While malaria and Chikungunya cases have reduced as compared to last year's number, dengue cases have increased marginally.",0.956047899,0.970231674,
224988,833,168690,2,73.18758,22.30655,05/10/2008 18:56,"Vadodara, Gujarat, India",PRECISE,t,1,,,PRO/EDR> Chikungunya (18): India (GU),05/10/2008 18:56,http://promedmail.org/direct.php?id=20121006.1328040,ProMED Mail,,"Amid reports of large number of fever cases being reported in the 3 talukas [subdistricts] of Vadodara, the district administration on Friday evening [5 Oct 2012] confirmed 4 positive cases of chikungunya fever in Shinor taluka. Earlier, 5 cases of chikungunya were reported in Naswadi taluka 2 months back. Health officials claim that since January [2012], only 11 positive cases of chikungunya have been reported in the district other than the 4 cases reported on Friday.",0.90411117,0.436245975,
212479,882,159157,5,74.88333,12.86667,24/07/2008 06:13,"Mangalore, Karnataka, India",PRECISE,t,1,1263780,,'530 malaria cases in five months' - The Hindu,24/07/2008 06:13,http://news.google.com/news/url?sa=t&fd=R&usg=AFQjCNGKfgXw4HtfVWjpnF_84HCO2mLQ9Q&url=http://www.thehindu.com/news/cities/Mangalore/article3681729.ece,Google News,,"District Health and Family Welfare Officer Ramachandra Bairy said on Tuesday that 530 cases of malaria, 19 cases of dengue, and two cases of chikungunya had been reported in the district from January 1 to June 27.",0.932258566,0.792899686,
208266,18392,155838,5,76.9337,8.45755,22/06/2008 07:06,"Beemapally, Thiruvananthapuram, Kerala, India",PRECISE,t,1,,,15 new dengue cases in district - The Hindu,22/06/2008 07:06,http://news.google.com/news/url?sa=t&fd=R&usg=AFQjCNHQUl9lcldKBPQdNWQ23iaz4N0k1w&url=http://www.thehindu.com/news/cities/Thiruvananthapuram/article3562244.ece,Google News,,Fifteen new and confirmed cases of dengue fever and 20 suspected cases have been reported from various parts of the district.,0.528652275,0.702007803,
235201,274,176347,5,73.85674,18.52043,09/12/2008 22:16,"Pune, Maharashtra, India",PRECISE,t,1,1259229,,Pune reported 74 cases of dengue in last 10 days - Times of India,09/12/2008 22:16,http://news.google.com/news/url?sa=t&fd=R&usg=AFQjCNEtKj5SHgC2b_xikDvOq9LTuE1qew&url=http://timesofindia.indiatimes.com/city/pune/Pune-reported-74-cases-of-dengue-in-last-10-days/articleshow/17564873.cms,Google News,,"PUNE: The city's fight against dengue infection continues unabated with as many as 74 cases being reported in the last 10 days. ""An average of eight to 10 dengue cases are being reported every day.",0.94341572,0.771243605,
217339,19019,163005,5,79.65,21.16667,24/08/2008 00:32,"Bhandara, Maharashtra, India",PRECISE,t,1,1276191,,"Dengue, chikungunya make life more miserable for poor - Times of India",24/08/2008 00:32,http://news.google.com/news/url?sa=t&fd=R&usg=AFQjCNFE_HM1f7DasoRfWUo30m0itO_rRw&url=http://timesofindia.indiatimes.com/city/nagpur/Dengue-chikungunya-make-life-more-miserable-for-poor/articleshow/15656047.cms,Google News,,"BHANDARA: The outbreak of dengue and chikungunya across the district, including Bhandara town, since last fortnight is not only threatening to spread further but also pushing poor people under more financial stress.",0.898848207,0.578181962,
213358,1133,160097,2,75.81667,26.91667,15/07/2008 20:06,"Jaipur, Rajasthan, India",PRECISE,t,1,1269515,,PRO/EDR> Chikungunya (07): India (RA),15/07/2008 20:06,http://promedmail.org/direct.php?id=20120716.1203694,ProMED Mail,,"There is a significant rise of chikungunya [virus infection] cases in the Pink City [Jaipur]. According to the health department's records, in the microbiology lab of SMS [Sawai Man Singh] Hospital from January 2012 until now [15 Jul 2012], 29 cases of chikungunya [virus infection] have been detected. Chikungunya is an insect-borne virus transmitted to humans by mosquitoes. The infection causes an illness with symptoms similar to dengue fever.",0.955144695,0.865977334,
219363,6103,164449,5,78.16666,11.65,04/08/2008 20:51,"Salem, Tamil Nadu, India",PRECISE,t,1,1257629,,Three cases of chikungunya reported in village near Salem - The Hindu,04/08/2008 20:51,http://news.google.com/news/url?sa=t&fd=R&usg=AFQjCNHeA2RKZ1JF6oZ98UvYHuT3GQ9miQ&url=http://www.thehindu.com/news/states/tamil-nadu/article3731594.ece,Google News,,Three cases of chikungunya were reported and over 50 people down with fever in Achankuttapatti in Ayothiyapattinam block near Salem on Sunday.,0.864264002,0.740709344,
214020,5713,160629,2,88.71747,26.52202,01/07/2008 01:52,"Jalpaiguri, West Bengal, India",PRECISE,t,1,,,PRO/EDR> Chikungunya (06): India (West Bengal),01/07/2008 01:52,http://promedmail.org/direct.php?id=20120701.1186683,ProMED Mail,,"Over 1000 persons were affected following the outbreak of chikungunya [virus infection] in 3 blocks of Jalpaiguri district in past 2 months, official sources said. An estimated 400-450 fell ill in past few days alone in the Madarihat, Kalchini and Dhupguri blocks of the district, the sources said.",0.729633868,0.873283612," Dinkes ..."""
206147,901,154489,5,77.4,23.26667,07/05/2008 22:38,"Bhopal, Madhya Pradesh, India",PRECISE,t,1,1275841,,First chikungunya case in MP reported from city - Times of India,07/05/2008 22:38,http://news.google.com/news/url?sa=t&fd=R&usg=AFQjCNFtgi-ulgGUEn06_vVv2-AGQIYZdA&url=http://timesofindia.indiatimes.com/city/bhopal/First-chikungunya-case-in-MP-reported-from-city/articleshow/13058975.cms,Google News,,BHOPAL: A 37-year-old man was tested positive for chikungunya in Bhopal on Tuesday. District malaria officer (DMO) said it is the first case of the mosquito-borne viral disease in Madhya Pradesh this year.,0.896939659,0.158375476,
424426,9439,313914,68,48.01055,-22.14862,23/10/2008 04:00,"Manakara, Vatovavy Fitovinany, Madagascar",PRECISE,t,1,1061605,,"Seroprevalence of antibodies against Chikungunya, Dengue, and Rift Valley fever viruses after febrile illness outbreak, Madagascar.",23/10/2008 04:00,http://www.ncbi.nlm.nih.gov/pubmed/23092548,PubMed,,"In October 2009, two-3 months after an outbreak of a febrile disease with joint pain on the eastern coast of Madagascar, we assessed serologic markers for chikungunya virus (CHIKV), dengue virus (DENV), and Rift Valley fever virus (RVFV) in 1,244 pregnant women at 6 locations. In 2 eastern coast towns, IgG seroprevalence against CHIKV was 45% and 23%; IgM seroprevalence was 28% and 5%. IgG seroprevalence against DENV was 17% and 11%. No anti-DENV IgM was detected. At 4 locations, 450-1,300 m high, IgG seroprevalence against CHIKV was 0%-3%, suggesting CHIKV had not spread to higher inland-altitudes. Four women had IgG against RVFV, probably antibodies from a 2008 epidemic. Most (78%) women from coastal locations with CHIKV-specific IgG reported joint pain and stiffness; 21% reported no symptoms. CHIKV infection was significantly associated with high bodyweight.",0.6639088,0.609532119,
424424,9125,313914,68,48.12316,-21.23884,23/10/2008 04:00,"Mananjary, Madagascar",PRECISE,t,1,,,"Seroprevalence of antibodies against Chikungunya, Dengue, and Rift Valley fever viruses after febrile illness outbreak, Madagascar.",23/10/2008 04:00,http://www.ncbi.nlm.nih.gov/pubmed/23092548,PubMed,,"In October 2009, two-3 months after an outbreak of a febrile disease with joint pain on the eastern coast of Madagascar, we assessed serologic markers for chikungunya virus (CHIKV), dengue virus (DENV), and Rift Valley fever virus (RVFV) in 1,244 pregnant women at 6 locations. In 2 eastern coast towns, IgG seroprevalence against CHIKV was 45% and 23%; IgM seroprevalence was 28% and 5%. IgG seroprevalence against DENV was 17% and 11%. No anti-DENV IgM was detected. At 4 locations, 450-1,300 m high, IgG seroprevalence against CHIKV was 0%-3%, suggesting CHIKV had not spread to higher inland-altitudes. Four women had IgG against RVFV, probably antibodies from a 2008 epidemic. Most (78%) women from coastal locations with CHIKV-specific IgG reported joint pain and stiffness; 21% reported no symptoms. CHIKV infection was significantly associated with high bodyweight.",0.830903144,0.903735007,
196050,593,146478,2,101.16174,4.80144,12/02/2008 03:17,"Perak, Malaysia",ADMIN1,t,1,1733041,1898,PRO/EDR> Chikungunya (03): Malaysia (SL ex PK),12/02/2008 03:17,http://promedmail.org/direct.php?id=20120212.1040110,ProMED Mail,,"Director-General of Health Datuk Seri Dr Hasan Abdul Rahman said today [12 Feb 2012] that 22 students and lecturers of a private college in Selangor have tested positive for chikungunya [virus infection] after returning from a course on Pangkor island in Perak. He said they suffered from fever, headache, cough and pain in the body and joints a week after their return to Kuang.",0.584350577,0.458475543,
424862,44499,314190,68,101.65293,3.12532,01/10/2008 04:00,"University of Malaya Medical Centre, Federal Territory of Kuala Lumpur, Malaysia",PRECISE,t,1,,,Chikungunya infection in Malaysia: comparison with dengue infection in adults and predictors of persistent arthralgia.,01/10/2008 04:00,http://www.ncbi.nlm.nih.gov/pubmed/23201456,PubMed,,"BACKGROUND:
Chikungunya virus (CHIKV) and dengue virus (DENV) co-circulate in areas endemic with the Aedes mosquito vectors. Both viruses cause similar illnesses which may be difficult to distinguish clinically. CHIKV is also associated with persistent arthralgia.
OBJECTIVES:
To compare and describe factors which differentiate between DENV and CHIKV infections on presentation; and to describe predictors of persistent arthralgia in CHIKV patients.
STUDY DESIGN:
Patients aged > 14 years diagnosed with acute CHIKV and DENV infections in Kuala Lumpur, Malaysia were retrospectively identified. Clinical and laboratory data were obtained from medical records, and compared. CHIKV patients were telephoned 15-24 months later and interviewed about persistent symptoms. Logistic regression analysis was performed.
RESULTS:
A total of 53 CHIKV and 113 DENV patients were included. CHIKV patients were older and more likely to be female. CHIKV was independently associated with arthralgia and rash, while DENV was associated with myalgia, raised aspartate transaminase, and leucopaenia. Forty CHIKV patients were followed up, with a median duration of self-reported arthralgia of 3 months (range, 0-24 months). Eighteen (45%) had persistent arthralgia beyond 4 months, for which age > 40 years was an independent predictor. At 1 year, 9 (22.5%) patients had arthralgia.
CONCLUSION:
In Kuala Lumpur, selected clinical and laboratory predictors help to distinguish between DENV and CHIKV infections.",0.9667172,0.972489521,
194038,16467,144872,2,57.47972,-20.24389,18/01/2008 22:37,"Ebene, Plaines Wilhems, Mauritius",PRECISE,t,1,1106748,,PRO/EDR> Chikungunya (02): Mauritius,18/01/2008 22:37,http://promedmail.org/direct.php?id=20120119.1015835,ProMED Mail,,"The Barnwell hospital has announced the 1st case in 2012 [of a chikungunya virus infection], treated on 11 Jan [2012], according to the minister of health [of the Island of Mauritius]. The patient is aged over 60 and was hospitalised for 3 days at Moka. He lives in the region of Ebene. The minister of health says everything has been set in motion to fumigate around the ill man's residence.",0.793755269,0.801087213,
227392,11224,170306,2,120.52083,16.97917,22/10/2008 21:18,"Ilocos Region, Philippines",ADMIN1,t,1,7521301,2356,PRO/EDR> Chikungunya (21): Philippines (AL),22/10/2008 21:18,http://promedmail.org/direct.php?id=20121023.1360128,ProMED Mail,,"The Department of Health (DOH) sent a team of experts to Albay to study the occurrence of mosquito-borne [virus] disease chikungunya in the province even as outbreaks continue to be reported in several other provinces. Aside from Albay, the regions of Ilocos, Cagayan Valley, Metro Manila, Calabarzon, Western Visayas, Northern Mindanao, Davao, and Caraga have also reported chikungunya [virus] outbreaks, said DoH Undersecretary Eric Tayag said.",0.569628525,0.422814822,
227404,3719,170306,2,122.56691,10.6957,22/10/2008 21:18,"Western Visayas Region, Philippines",ADMIN1,t,1,,2362,PRO/EDR> Chikungunya (21): Philippines (AL),22/10/2008 21:18,http://promedmail.org/direct.php?id=20121023.1360128,ProMED Mail,,"The Department of Health (DOH) sent a team of experts to Albay to study the occurrence of mosquito-borne [virus] disease chikungunya in the province even as outbreaks continue to be reported in several other provinces. Aside from Albay, the regions of Ilocos, Cagayan Valley, Metro Manila, Calabarzon, Western Visayas, Northern Mindanao, Davao, and Caraga have also reported chikungunya [virus] outbreaks, said DoH Undersecretary Eric Tayag said.",0.542306176,0.46320372,
221114,2863,165713,2,120.33333,15.91667,28/09/2008 15:27,"Pangasinan Province, Ilocos Region, Philippines",ADMIN2,t,1,1695357,24214,"PRO/EDR> Chikungunya (13): Philippines, susp.",28/09/2008 15:27,http://promedmail.org/direct.php?id=20120929.1315176,ProMED Mail,,"Health officials warned against a dengue-like disease that has affected several persons in Cagayan de Oro City, Pangasinan, and Metro Manila this year. The Department of Health (DOH) said there were more than 1000 cases of the mosquito-borne disease, called chikungunya, last year [2011]. At present, there are over 150 suspected cases of the disease. Chikungunya is a viral disease that is spread by mosquitoes. It causes fever and severe joint pain.",0.983936246,0.970916837,
221634,15693,165714,5,121.33333,14.16667,27/09/2008 00:47,"Laguna, Calabarzon, Philippines",ADMIN2,t,1,1708026,24229,DOH: Chikungunya not as deadly as dengue but merits urgency - GMA News,27/09/2008 00:47,http://news.google.com/news/url?sa=t&fd=R&usg=AFQjCNFoEMydOFN5XrtAMh-6B7PIgJVqGA&url=http://www.gmanetwork.com/news/story/275972/news/nation/doh-chikungunya-not-as-deadly-as-dengue-but-merits-urgency,Google News,,"Chikungunya, a mosquito-borne disease that affects mainly adults, may not be as deadly as its more notorious cousin dengue, but it merits the same urgency from doctors and patients, a health official said Friday.",0.714263872,0.584382921,
227389,8399,170306,2,123.55,13.21667,22/10/2008 21:18,"Province of Albay, Albay, Philippines",ADMIN2,t,1,1731616,24240,PRO/EDR> Chikungunya (21): Philippines (AL),22/10/2008 21:18,http://promedmail.org/direct.php?id=20121023.1360128,ProMED Mail,,"The Department of Health (DOH) sent a team of experts to Albay to study the occurrence of mosquito-borne [virus] disease chikungunya in the province even as outbreaks continue to be reported in several other provinces. Aside from Albay, the regions of Ilocos, Cagayan Valley, Metro Manila, Calabarzon, Western Visayas, Northern Mindanao, Davao, and Caraga have also reported chikungunya [virus] outbreaks, said DoH Undersecretary Eric Tayag said.",0.827943242,0.533196824,
227398,2118,170306,2,120.98222,14.60417,22/10/2008 21:18,"Manila, Manila, Philippines",PRECISE,t,1,1701668,,PRO/EDR> Chikungunya (21): Philippines (AL),22/10/2008 21:18,http://promedmail.org/direct.php?id=20121023.1360128,ProMED Mail,,"The Department of Health (DOH) sent a team of experts to Albay to study the occurrence of mosquito-borne [virus] disease chikungunya in the province even as outbreaks continue to be reported in several other provinces. Aside from Albay, the regions of Ilocos, Cagayan Valley, Metro Manila, Calabarzon, Western Visayas, Northern Mindanao, Davao, and Caraga have also reported chikungunya [virus] outbreaks, said DoH Undersecretary Eric Tayag said.",0.957502856,0.974436644,
227410,1808,170306,2,125.61278,7.07306,22/10/2008 21:18,"Davao, Davao, Philippines",PRECISE,t,1,1715348,,PRO/EDR> Chikungunya (21): Philippines (AL),22/10/2008 21:18,http://promedmail.org/direct.php?id=20121023.1360128,ProMED Mail,,"The Department of Health (DOH) sent a team of experts to Albay to study the occurrence of mosquito-borne [virus] disease chikungunya in the province even as outbreaks continue to be reported in several other provinces. Aside from Albay, the regions of Ilocos, Cagayan Valley, Metro Manila, Calabarzon, Western Visayas, Northern Mindanao, Davao, and Caraga have also reported chikungunya [virus] outbreaks, said DoH Undersecretary Eric Tayag said.",0.865977099,0.808300503,
227413,10657,170306,2,126.43333,7.35,22/10/2008 21:18,"Caraga, Davao Oriental, Philippines",PRECISE,t,1,1718531,,PRO/EDR> Chikungunya (21): Philippines (AL),22/10/2008 21:18,http://promedmail.org/direct.php?id=20121023.1360128,ProMED Mail,,"The Department of Health (DOH) sent a team of experts to Albay to study the occurrence of mosquito-borne [virus] disease chikungunya in the province even as outbreaks continue to be reported in several other provinces. Aside from Albay, the regions of Ilocos, Cagayan Valley, Metro Manila, Calabarzon, Western Visayas, Northern Mindanao, Davao, and Caraga have also reported chikungunya [virus] outbreaks, said DoH Undersecretary Eric Tayag said.",0.489024925,0.379164711,
227395,8004,170306,2,121.75,17.5,22/10/2008 21:18,"Cagayan Valley Region, Philippines",PRECISE,t,1,1721069,,PRO/EDR> Chikungunya (21): Philippines (AL),22/10/2008 21:18,http://promedmail.org/direct.php?id=20121023.1360128,ProMED Mail,,"The Department of Health (DOH) sent a team of experts to Albay to study the occurrence of mosquito-borne [virus] disease chikungunya in the province even as outbreaks continue to be reported in several other provinces. Aside from Albay, the regions of Ilocos, Cagayan Valley, Metro Manila, Calabarzon, Western Visayas, Northern Mindanao, Davao, and Caraga have also reported chikungunya [virus] outbreaks, said DoH Undersecretary Eric Tayag said.",0.946722402,0.941849376,
221113,8672,165713,2,124.64722,8.48222,28/09/2008 15:27,"Cagayan de Oro, Misamis Oriental, Philippines",PRECISE,t,1,1721080,,"PRO/EDR> Chikungunya (13): Philippines, susp.",28/09/2008 15:27,http://promedmail.org/direct.php?id=20120929.1315176,ProMED Mail,,"Health officials warned against a dengue-like disease that has affected several persons in Cagayan de Oro City, Pangasinan, and Metro Manila this year. The Department of Health (DOH) said there were more than 1000 cases of the mosquito-borne disease, called chikungunya, last year [2011]. At present, there are over 150 suspected cases of the disease. Chikungunya is a viral disease that is spread by mosquitoes. It causes fever and severe joint pain.",0.94775883,0.833066817,
228881,20083,171384,2,124.00844,13.25578,30/09/2008 19:40,"Batan Island, Bicol, Philippines",PRECISE,t,1,,,PRO/EDR> Chikungunya (15): Philippines: (AL),30/09/2008 19:40,http://promedmail.org/direct.php?id=20121001.1318102,ProMED Mail,,"Chikungunya fever, a mosquito-borne disease [virus], struck a village on Batan Island of the town of Rapu-Rapu in Albay [province, Bicol Region], afflicting some 83 villagers, Albay Gov Joey Salceda said Monday [1 Oct 2012]. Salceda said he has directed Dr Luis Mendoza, the provincial health officer, to check on the reported sudden rise of the chikungunya fever cases over the last 3 weeks in Barangay San Ramon, Batan [Rapu-Rapu municipality].",0.298461401,0.105784107,
212900,3521,159724,2,-11.66667,8,19/07/2008 17:47,"Bo District, Southern Province, Sierra Leone",ADMIN2,t,1,2410021,25414,"PRO/EDR> Chikungunya (08): Sierra Leone, RFI",19/07/2008 17:47,http://promedmail.org/direct.php?id=20120720.1209257,ProMED Mail,,,0.636018706,0.375988105,
424081,11368,313691,68,43.01949,15.30531,03/03/2008 05:00,"Al Hudaydah, Yemen",PRECISE,t,1,,,"Detection of Chikungunya virus in Aedes aegypti during 2011 outbreak in Al Hodayda, Yemen.",03/03/2008 05:00,http://www.ncbi.nlm.nih.gov/pubmed/22469818,PubMed,,"In October 2010, the Ministry of Public Health and Population reported an outbreak of dengue-like acute febrile illness in Al Hodayda governorate. By January 2011, a total of 1542 cases had been recorded from 19 of the 26 districts in the governorate with 104 purportedly associated deaths. In response this event, in January 2011 entomological investigations aimed at identifying the primary vector and the epidemic associated etiological agent were carried out. Based on the reported cases and the progress of the outbreak in the governorate, mosquito collection was undertaken in two of the most recent outbreak areas; Al Khokha district (130km south of Al Hodayda) and Al Muneera district (100km north). Mosquito adults were collected from houses using BG-sentinel(tm) traps, aspiration of resting mosquitoes and knock-down spraying. Indoor and outdoor containers adjacent to the houses were inspected for larvae. Subsequently mosquito pools were analyzed by RT-PCR for detection of the four dengue virus serotypes (DENV-1, DENV-2, DENV-3, DENV-4), and for Chikungunya virus (CHIKV). Aedes aegypti was the dominant mosquito species collected. Four pools represent 40% of the tested pools, all containing adult female Ae. aegypti, were positive for CHIKV. Three CHIKV isolates were obtained from the RNA positive mosquito pools and identified by rRT-PCR. This finding marks the first record of CHIKV isolated from Ae. aegypti in Yemen. The larval container and Breteau indices in the visited localities surveyed were estimated at 53.8 and 100, respectively. The emergence of this unprecedented CHIKV epidemic in Al Hodayda is adding up another arboviral burden to the already existing vector-borne diseases. Considering the governorate as one focal port in the Red Sea region, the spread of the disease to other areas in Yemen and in neighboring countries is anticipated.",0.977808528,0.222461326,
234932,20490,176130,50,112.165,-7.4739,19/12/2008 03:58,"Jember, East Java, Indonesia",PRECISE,t,1,6820407,,Chikungunya outbreaks - Village Attack Sidomekar - Focus - Indosiar,19/12/2008 03:58,http://news.google.com/news/url?sa=t&fd=R&usg=AFQjCNEuK1HktMtm13NJ5OU6dgFz9avBjQ&url=http://www.indosiar.com/fokus/menyerang-desa-sidomekar_101824.html,Google News Bahasa,id,"Wabah Chikungunya - Menyerang Desa Sidomekar - Fokus Indosiar indosiar.com, Jember - (Kamis, 20.12.2012) Wabah chikungunya ini menyerang warga Desa Sidomekar, Kecamatan Semboro, Jember, Jawa Timur. Ratusan warga telah terjangkit wabah ini sejak tiga bulan lalu. Dalam satu keluarga umumnya lebih dari ...",0.952269345,0.75766798,
382395,346,274055,68,115.24861,-8.42306,13/06/2008 04:00,"Bali, Indonesia",ADMIN1,t,1,1650535,1013678,"Estimated imported infections of Chikungunya and Dengue in Italy, 2008 to 2011.",13/06/2008 04:00,http://www.ncbi.nlm.nih.gov/pubmed/22943269,PubMed,,"BACKGROUND:
In temperate countries, where the competent vector is present, the risk of introduction and transmission of Chikungunya (CHIKV) and Dengue (DENV) cases is particularly high. Thus, epidemiological surveillance is crucial to rapidly identify imported cases in order to introduce measures to reduce mosquito density in the area.
METHODS:
We analyze imported cases of CHIKV and DENV reported to the National Institute of Health (ISS) and the Ministry of Health, from January 2008 through October 2011 within the National Surveillance system in Italy. Moreover, considering the worldwide spread of DENV and CHIKV and the consequent importation of cases in Italy we estimate the number of imported cases using data on airport arrivals of travelers to the Italian international airports.
RESULTS:
From January 2008 to October 2011 a total of 130 cases of DENV/CHIKV were reported in travelers returning to Italy. In our study, 42.8% of CHIKV cases were imported from Indian Ocean Islands (Mauritius, Maldives, Bali, and Sri Lanka), whereas, for DENV 40.4% of imported cases reported to have visited Asia within the incubation period. The estimated number of exposed travelers to CHIKV and DENV arriving in Italy was higher compared to notified cases, suggesting a possible underestimation of the real number of imported cases.
CONCLUSIONS:
Integrated human and entomological surveillance is crucial to monitor the spread of emerging vector-borne diseases and to implement public health measures in order to avoid transmission and control such diseases in humans.",0.642564758,0.629082082,
194631,11556,145350,2,106.81861,-6.4,08/01/2008 04:41,"Depok, West Java, Indonesia",PRECISE,t,1,1645524,,PRO/EDR> Chikungunya (01): Indonesia (WJ),08/01/2008 04:41,http://promedmail.org/direct.php?id=20120108.1003903,ProMED Mail,,"Residents and health officials fumigated parts of Limo, Depok, on Friday [6 Jan 2011] after chikungunya fever [virus] infected at least 200 people in the past month. The outbreak was attributed to poor sanitation and poor awareness of the mosquito-borne disease. There were several new cases in the neighboring districts of Tanah Baru and Pancoran Mas, according to the local health agency.",0.973109802,0.984218101,
