ID,Country,Admin_region,Town,Latitude,Longitude,Year_start,Year_end,Rodent_or_human,Acutedisease_or_seroprevalence,Number_acutecases,Seroprevalence_percent,Comments,Reference,Reference_url,Notes
221,Liberia,Lofa County,Yapoa,7.65,-9.42,1980,1982,Human,Seroprevalence,,1,,"Yalley-Ogunro, Trans R Soc Trop Med Hyg. 1984;78(6):764-70.",https://www.ncbi.nlm.nih.gov/pubmed/6398530,
222,Liberia,Lofa County,Zuwulo,7.91,-9.51,1980,1982,Human,Seroprevalence,,4,,"Yalley-Ogunro, Trans R Soc Trop Med Hyg. 1984;78(6):764-70.",https://www.ncbi.nlm.nih.gov/pubmed/6398530,
223,Liberia,Montserrado County,Farwein,6.16,-10.44,1980,1982,Human,Seroprevalence,,4,,"Yalley-Ogunro, Trans R Soc Trop Med Hyg. 1984;78(6):764-70.",https://www.ncbi.nlm.nih.gov/pubmed/6398530,
403,Liberia,Bomi County,Goodrich plantation,6.69,-10.87,1980,1980,,,,,,"Frame, Trans R Soc Trop Med Hyg. 1984;78(6):761-3.",https://www.ncbi.nlm.nih.gov/pubmed/6398529,
224,Liberia,Grand Cape Mount County,Mano River,7.01,-11.37,1981,1981,Human,Seroprevalence,,9,,"Frame, Trans R Soc Trop Med Hyg. 1984;78(6):761-3.",https://www.ncbi.nlm.nih.gov/pubmed/6398529,
225,Liberia,Grand Cape Mount County,Robertsport,6.75,-11.36,1981,1981,Human,Seroprevalence,,6,,"Frame, Trans R Soc Trop Med Hyg. 1984;78(6):761-3.",https://www.ncbi.nlm.nih.gov/pubmed/6398529,
226,Liberia,Lofa County,Foya,8.36,-10.21,1981,1981,Human,Seroprevalence,,24,,"Frame, Trans R Soc Trop Med Hyg. 1984;78(6):761-3.",https://www.ncbi.nlm.nih.gov/pubmed/6398529,
227,Liberia,Maryland County,Harper,4.37,-7.71,1981,1981,Human,Seroprevalence,,4,,"Frame, Trans R Soc Trop Med Hyg. 1984;78(6):761-3.",https://www.ncbi.nlm.nih.gov/pubmed/6398529,
228,Liberia,Montserrado County,Tubmanbourg,6.86,-10.82,1981,1981,Human,Seroprevalence,,6,,"Frame, Trans R Soc Trop Med Hyg. 1984;78(6):761-3.",https://www.ncbi.nlm.nih.gov/pubmed/6398529,
229,Guinea,Kindia Prefecture,Madina Oula,9.88,-12.45,1982,1983,Human,Seroprevalence,,14,,Boroi 1987,http://cat.inist.fr/?aModele=afficheN&cpsidt=7444518,
232,Guinea,Kindia Prefecture,Madina Oula/Forecariah,9.88,-12.45,1982,1982,Rodent,Seroprevalence,,2,,Boroi 1987,http://cat.inist.fr/?aModele=afficheN&cpsidt=7444518,
25,Liberia,Montserrado County,Paynesville,6.26,-10.7,1982,1982,Human,Acute,0,,Hospital surveillance. No acute cases found.,"Frame et al, Trans R Soc Trop Med Hyg. 1984;78(5):656-60.",https://www.ncbi.nlm.nih.gov/pubmed/6390808,
26,Liberia,Nimba County,Ganta,7.23,-8.98,1982,1982,Human,Acute,4,,,"Frame et al, Trans R Soc Trop Med Hyg. 1984;78(5):656-60.",https://www.ncbi.nlm.nih.gov/pubmed/6390808,
230,Liberia,Bong County,Ganta,7.23,-8.98,1982,1982,Human,Seroprevalence,,17,,"Frame, Trans R Soc Trop Med Hyg. 1984;78(6):761-3.",https://www.ncbi.nlm.nih.gov/pubmed/6398529,
231,Liberia,Grand Gedeh County,Zwedru,NA,NA,1982,1982,Human,Seroprevalence,,6,,"Frame, Trans R Soc Trop Med Hyg. 1984;78(6):761-3.",https://www.ncbi.nlm.nih.gov/pubmed/6398529,
233,Nigeria,Benue State,Gboko,7.32,9,1987,1987,Human,Seroprevalence,,38,,"Tomori, Am J Trop Med Hyg. 1988 Mar;38(2):407-10.",https://www.ncbi.nlm.nih.gov/pubmed/3128130,
234,Nigeria,Ondo State,Ondo,7.1,4.83,1987,1987,Human,Seroprevalence,,"""Not significantly different than Benue state"" (38%)",,"Tomori, Am J Trop Med Hyg. 1988 Mar;38(2):407-10.",https://www.ncbi.nlm.nih.gov/pubmed/3128130,
235,Nigeria,Plateau State,Not specified,NA,NA,1987,1987,Human,Seroprevalence,,"""Not significantly different than Benue state"" (38%)",,"Tomori, Am J Trop Med Hyg. 1988 Mar;38(2):407-10.",https://www.ncbi.nlm.nih.gov/pubmed/3128130,
236,Nigeria,Taraba State,Gongola,8.5,11.5,1987,1987,Human,Seroprevalence,,13,,"Tomori, Am J Trop Med Hyg. 1988 Mar;38(2):407-10.",https://www.ncbi.nlm.nih.gov/pubmed/3128130,
27,Nigeria,Imo State,Aba,5.12,7.37,1989,1989,Human,Acute,17,,,"Fischer-Hoch et al, BMJ. 1995 Sep 30;311(7009):857-9.",https://www.ncbi.nlm.nih.gov/pubmed/7580496,
28,Nigeria,Imo State,Aboh Mbaise,5.55,7.2,1989,1989,Human,Acute,9,,,"Fischer-Hoch et al, BMJ. 1995 Sep 30;311(7009):857-9.",https://www.ncbi.nlm.nih.gov/pubmed/7580496,
237,Guinea,Boffa Prefecture,Walia,NA,NA,1990,1992,Human,Seroprevalence,,4,,"Lukashevich et al, J Med Virol. 1993 Jul;40(3):210-7.",https://www.ncbi.nlm.nih.gov/pubmed/8355019,
238,Guinea,Boke Prefecture,Hamdalaye,11.36,-14.34,1990,1992,Human,Seroprevalence,,5,,"Lukashevich et al, J Med Virol. 1993 Jul;40(3):210-7.",https://www.ncbi.nlm.nih.gov/pubmed/8355019,
239,Guinea,Faranah Prefecture,Gbetaya,9.84,-11.03,1990,1992,Human,Seroprevalence,,43,,"Lukashevich et al, J Med Virol. 1993 Jul;40(3):210-7.",https://www.ncbi.nlm.nih.gov/pubmed/8355019,
240,Guinea,Faranah Prefecture,Kamaraya,9.88,-10.65,1990,1992,Human,Seroprevalence,,25,,"Lukashevich et al, J Med Virol. 1993 Jul;40(3):210-7.",https://www.ncbi.nlm.nih.gov/pubmed/8355019,
241,Guinea,Faranah Prefecture,Sangoyah,9.72,-10.88,1990,1992,Human,Seroprevalence,,42,,"Lukashevich et al, J Med Virol. 1993 Jul;40(3):210-7.",https://www.ncbi.nlm.nih.gov/pubmed/8355019,
242,Guinea,Faranah Prefecture,Tindo,9.97,-10.7,1990,1992,Human,Seroprevalence,,33,,"Lukashevich et al, J Med Virol. 1993 Jul;40(3):210-7.",https://www.ncbi.nlm.nih.gov/pubmed/8355019,
243,Guinea,Gueckedou Prefecture,Bawa,8.45,-10.43,1990,1992,Human,Seroprevalence,,55,,"Lukashevich et al, J Med Virol. 1993 Jul;40(3):210-7.",https://www.ncbi.nlm.nih.gov/pubmed/8355019,
244,Guinea,Gueckedou Prefecture,Dawa Bombolo,NA,NA,1990,1992,Human,Seroprevalence,,48,,"Lukashevich et al, J Med Virol. 1993 Jul;40(3):210-7.",https://www.ncbi.nlm.nih.gov/pubmed/8355019,
245,Guinea,Gueckedou Prefecture,Fangamandou,8.5,-10.6,1990,1992,Human,Seroprevalence,,29,,"Lukashevich et al, J Med Virol. 1993 Jul;40(3):210-7.",https://www.ncbi.nlm.nih.gov/pubmed/8355019,
246,Guinea,Gueckedou Prefecture,Nongoa Mbalia,8.7,-10.37,1990,1992,Human,Seroprevalence,,41,,"Lukashevich et al, J Med Virol. 1993 Jul;40(3):210-7.",https://www.ncbi.nlm.nih.gov/pubmed/8355019,
247,Guinea,Gueckedou Prefecture,Owe Jiba,8.48,-10.44,1990,1992,Human,Seroprevalence,,37,,"Lukashevich et al, J Med Virol. 1993 Jul;40(3):210-7.",https://www.ncbi.nlm.nih.gov/pubmed/8355019,
248,Guinea,Gueckedou Prefecture,Sassani Toli,8.75,-10.3,1990,1992,Human,Seroprevalence,,34,,"Lukashevich et al, J Med Virol. 1993 Jul;40(3):210-7.",https://www.ncbi.nlm.nih.gov/pubmed/8355019,
249,Guinea,Gueckedou Prefecture,Telekolo,8.47,-10.43,1990,1992,Human,Seroprevalence,,30,,"Lukashevich et al, J Med Virol. 1993 Jul;40(3):210-7.",https://www.ncbi.nlm.nih.gov/pubmed/8355019,
250,Guinea,Kindia Prefecture,Madina Oula,9.88,-12.45,1990,1992,Human,Seroprevalence,,35,,"Lukashevich et al, J Med Virol. 1993 Jul;40(3):210-7.",https://www.ncbi.nlm.nih.gov/pubmed/8355019,
251,Guinea,Labe Prefecture,Sala,NA,NA,1990,1992,Human,Seroprevalence,,7,,"Lukashevich et al, J Med Virol. 1993 Jul;40(3):210-7.",https://www.ncbi.nlm.nih.gov/pubmed/8355019,
252,Guinea,Lola Prefecture,Gbah,7.62,-8.55,1990,1992,Human,Seroprevalence,,26,,"Lukashevich et al, J Med Virol. 1993 Jul;40(3):210-7.",https://www.ncbi.nlm.nih.gov/pubmed/8355019,
253,Guinea,Lola Prefecture,Gbenemou,7.71,-8.52,1990,1992,Human,Seroprevalence,,19,,"Lukashevich et al, J Med Virol. 1993 Jul;40(3):210-7.",https://www.ncbi.nlm.nih.gov/pubmed/8355019,
254,Guinea,Lola Prefecture,Thuo,7.58,-8.5,1990,1992,Human,Seroprevalence,,34,,"Lukashevich et al, J Med Virol. 1993 Jul;40(3):210-7.",https://www.ncbi.nlm.nih.gov/pubmed/8355019,
255,Guinea,Mali Prefecture,Deppal,12.08,-12.37,1990,1992,Human,Seroprevalence,,3,,"Lukashevich et al, J Med Virol. 1993 Jul;40(3):210-7.",https://www.ncbi.nlm.nih.gov/pubmed/8355019,
256,Guinea,Mali Prefecture,Mali,12.07,-12.3,1990,1992,Human,Seroprevalence,,5,,"Lukashevich et al, J Med Virol. 1993 Jul;40(3):210-7.",https://www.ncbi.nlm.nih.gov/pubmed/8355019,
257,Guinea,Pita Prefecture,Bantignel,11.11,-12.3,1990,1992,Human,Seroprevalence,,6,,"Lukashevich et al, J Med Virol. 1993 Jul;40(3):210-7.",https://www.ncbi.nlm.nih.gov/pubmed/8355019,
258,Guinea,Siguiri Prefecture,Balato,11.57,-9.32,1990,1992,Human,Seroprevalence,,18,,"Lukashevich et al, J Med Virol. 1993 Jul;40(3):210-7.",https://www.ncbi.nlm.nih.gov/pubmed/8355019,
259,Guinea,Siguiri Prefecture,Kintinian,11.6,-9.38,1990,1992,Human,Seroprevalence,,8,,"Lukashevich et al, J Med Virol. 1993 Jul;40(3):210-7.",https://www.ncbi.nlm.nih.gov/pubmed/8355019,
260,Guinea,Siguiri Prefecture,Terekoro,NA,NA,1990,1992,Human,Seroprevalence,,5,,"Lukashevich et al, J Med Virol. 1993 Jul;40(3):210-7.",https://www.ncbi.nlm.nih.gov/pubmed/8355019,
261,Guinea,Yomou Prefecture,Bamakama,7.72,-9.27,1990,1992,Human,Seroprevalence,,30,,"Lukashevich et al, J Med Virol. 1993 Jul;40(3):210-7.",https://www.ncbi.nlm.nih.gov/pubmed/8355019,
262,Guinea,Yomou Prefecture,Komore,7.66,-9.26,1990,1992,Human,Seroprevalence,,25,,"Lukashevich et al, J Med Virol. 1993 Jul;40(3):210-7.",https://www.ncbi.nlm.nih.gov/pubmed/8355019,
263,Guinea,Yomou Prefecture,Waita,7.61,-9.27,1990,1992,Human,Seroprevalence,,26,,"Lukashevich et al, J Med Virol. 1993 Jul;40(3):210-7.",https://www.ncbi.nlm.nih.gov/pubmed/8355019,
29,Nigeria,Plateau State,Jos,9.92,8.9,1992,1993,Human,Acute,2,,,"Frame, Bull World Health Organ. 1975;52(4-6):593-8.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2366625/,
264,Nigeria,Borno State,Maiduguri,11.83,13.15,1992,1993,Human,Seroprevalence,,3,,"Bajani, Trans R Soc Trop Med Hyg. 1997 Jul-Aug;91(4):379-81.",https://www.ncbi.nlm.nih.gov/pubmed/9373625,
265,Nigeria,Nasarawa State,Not specified,8.48,8.52,1992,1993,Human,Seroprevalence,,22,,"Bajani, Trans R Soc Trop Med Hyg. 1997 Jul-Aug;91(4):379-81.",https://www.ncbi.nlm.nih.gov/pubmed/9373625,
266,Nigeria,Plateau State,Not specified,NA,NA,1992,1993,Human,Seroprevalence,,19,,"Bajani, Trans R Soc Trop Med Hyg. 1997 Jul-Aug;91(4):379-81.",https://www.ncbi.nlm.nih.gov/pubmed/9373625,
267,Guinea,Gueckedou Prefecture,Denguedou,8.49,-10.44,1993,1993,Human,Seroprevalence,,14,,"Ter Meulen, Am J Trop Med Hyg. 1996 Dec;55(6):661-6.",https://www.ncbi.nlm.nih.gov/pubmed/9025695,
268,Guinea,Gueckedou Prefecture,Fangamandou,8.5,-10.6,1993,1993,Human,Seroprevalence,,14,,"Ter Meulen, Am J Trop Med Hyg. 1996 Dec;55(6):661-6.",https://www.ncbi.nlm.nih.gov/pubmed/9025695,
269,Guinea,Gueckedou Prefecture,Guedembou,8.76,-9.99,1993,1993,Human,Seroprevalence,,14,,"Ter Meulen, Am J Trop Med Hyg. 1996 Dec;55(6):661-6.",https://www.ncbi.nlm.nih.gov/pubmed/9025695,
270,Guinea,Gueckedou Prefecture,Kassadou,8.91,-10.35,1993,1993,Human,Seroprevalence,,14,,"Ter Meulen, Am J Trop Med Hyg. 1996 Dec;55(6):661-6.",https://www.ncbi.nlm.nih.gov/pubmed/9025695,
271,Guinea,Gueckedou Prefecture,Kpolodou,8.85,-10.34,1993,1993,Human,Seroprevalence,,14,,"Ter Meulen, Am J Trop Med Hyg. 1996 Dec;55(6):661-6.",https://www.ncbi.nlm.nih.gov/pubmed/9025695,
272,Guinea,Gueckedou Prefecture,Tekoulo,8.54,-10.01,1993,1993,Human,Seroprevalence,,14,,"Ter Meulen, Am J Trop Med Hyg. 1996 Dec;55(6):661-6.",https://www.ncbi.nlm.nih.gov/pubmed/9025695,
273,Guinea,Gueckedou Prefecture,Temessadou,8.66,-10.31,1993,1993,Human,Seroprevalence,,14,,"Ter Meulen, Am J Trop Med Hyg. 1996 Dec;55(6):661-6.",https://www.ncbi.nlm.nih.gov/pubmed/9025695,
274,Guinea,Gueckedou Prefecture,Tomandou,8.5,-10.3,1993,1993,Human,Seroprevalence,,14,,"Ter Meulen, Am J Trop Med Hyg. 1996 Dec;55(6):661-6.",https://www.ncbi.nlm.nih.gov/pubmed/9025695,
275,Guinea,Pita Prefecture,Not specified,NA,NA,1993,1993,Human,Seroprevalence,,3,,"Ter Meulen, Am J Trop Med Hyg. 1996 Dec;55(6):661-6.",https://www.ncbi.nlm.nih.gov/pubmed/9025695,
30,Guinea,Faranah Prefecture,Faranah,10.04,-10.74,1996,1999,Human,Acute,2,,,"Bausch et al, Vector Borne Zoonotic Dis. 2001 Winter;1(4):269-81.",https://www.ncbi.nlm.nih.gov/pubmed/12653127,
31,Guinea,Kindia Prefecture,Kindia,10.04,-12.85,1996,1999,Human,Acute,1,,,"Bausch et al, Vector Borne Zoonotic Dis. 2001 Winter;1(4):269-81.",https://www.ncbi.nlm.nih.gov/pubmed/12653127,
32,Guinea,Kissidougou Prefecture,Bambaya,9.34,-10.07,1996,1999,Human,Acute,1,,,"Bausch et al, Vector Borne Zoonotic Dis. 2001 Winter;1(4):269-81.",https://www.ncbi.nlm.nih.gov/pubmed/12653127,
33,Guinea,Kissidougou Prefecture,Banankoro,9.18,-9.3,1996,1999,Human,Acute,1,,,"Bausch et al, Vector Borne Zoonotic Dis. 2001 Winter;1(4):269-81.",https://www.ncbi.nlm.nih.gov/pubmed/12653127,
34,Guinea,Kissidougou Prefecture,Fedou,9.2,-9.9,1996,1999,Human,Acute,1,,,"Bausch et al, Vector Borne Zoonotic Dis. 2001 Winter;1(4):269-81.",https://www.ncbi.nlm.nih.gov/pubmed/12653127,
35,Guinea,Kissidougou Prefecture,Kissidougou,9.19,-10.1,1996,1999,Human,Acute,3,,,"Bausch et al, Vector Borne Zoonotic Dis. 2001 Winter;1(4):269-81.",https://www.ncbi.nlm.nih.gov/pubmed/12653127,
36,Guinea,Kissidougou Prefecture,Telekoro,9.18,-10.1,1996,1999,Human,Acute,1,,,"Bausch et al, Vector Borne Zoonotic Dis. 2001 Winter;1(4):269-81.",https://www.ncbi.nlm.nih.gov/pubmed/12653127,
37,Guinea,Kissidougou Prefecture,Yende Milimou,8.89,-10.17,1996,1999,Human,Acute,1,,,"Bausch et al, Vector Borne Zoonotic Dis. 2001 Winter;1(4):269-81.",https://www.ncbi.nlm.nih.gov/pubmed/12653127,
38,Guinea,Macenta Prefecture,Macenta,8.54,-9.47,1996,1999,Human,Acute,0,,,"Bausch et al, Vector Borne Zoonotic Dis. 2001 Winter;1(4):269-81.",https://www.ncbi.nlm.nih.gov/pubmed/12653127,
39,Guinea,Nzerekore,Bignamou,7.33,-9.07,1996,1999,Human,Acute,1,,,"Bausch et al, Vector Borne Zoonotic Dis. 2001 Winter;1(4):269-81.",https://www.ncbi.nlm.nih.gov/pubmed/12653127,
40,Guinea,Nzerekore,Dieke,7.35,-8.95,1996,1999,Human,Acute,1,,,"Bausch et al, Vector Borne Zoonotic Dis. 2001 Winter;1(4):269-81.",https://www.ncbi.nlm.nih.gov/pubmed/12653127,
41,Guinea,Nzerekore,Koulenin,7.8,-8.8,1996,1999,Human,Acute,1,,,"Bausch et al, Vector Borne Zoonotic Dis. 2001 Winter;1(4):269-81.",https://www.ncbi.nlm.nih.gov/pubmed/12653127,
42,Guinea,Nzerekore,N'Zerekore,7.75,-8.82,1996,1999,Human,Acute,8,,,"Bausch et al, Vector Borne Zoonotic Dis. 2001 Winter;1(4):269-81.",https://www.ncbi.nlm.nih.gov/pubmed/12653127,
276,Guinea,Faranah Prefecture,Faranah,10.04,-10.74,1996,1999,Human,Seroprevalence,,19,,"Bausch et al, Vector Borne Zoonotic Dis. 2001 Winter;1(4):269-81.",https://www.ncbi.nlm.nih.gov/pubmed/12653127,
277,Guinea,Kindia Prefecture,Kindia,10.04,-12.85,1996,1999,Human,Seroprevalence,,6,,"Bausch et al, Vector Borne Zoonotic Dis. 2001 Winter;1(4):269-81.",https://www.ncbi.nlm.nih.gov/pubmed/12653127,
278,Guinea,Kissidougou Prefecture,Kissidougou,9.19,-10.1,1996,1999,Human,Seroprevalence,,10,,"Bausch et al, Vector Borne Zoonotic Dis. 2001 Winter;1(4):269-81.",https://www.ncbi.nlm.nih.gov/pubmed/12653127,
279,Guinea,Macenta Prefecture,Macenta,8.55,-9.47,1996,1999,Human,Seroprevalence,,22,,"Bausch et al, Vector Borne Zoonotic Dis. 2001 Winter;1(4):269-81.",https://www.ncbi.nlm.nih.gov/pubmed/12653127,
280,Guinea,Nzerekore,N'Zerekore,7.75,-8.82,1996,1999,Human,Seroprevalence,,18,,"Bausch et al, Vector Borne Zoonotic Dis. 2001 Winter;1(4):269-81.",https://www.ncbi.nlm.nih.gov/pubmed/12653127,
281,Guinea,Faranah Prefecture,Gbetaya,9.84,-11.03,1996,1997,Rodent,Seroprevalence,,30,,"Demby, Vector Borne Zoonotic Dis. 2001 Winter;1(4):283-97.",https://www.ncbi.nlm.nih.gov/pubmed/12653128,
282,Guinea,Faranah Prefecture,Sangoyah,9.72,-10.88,1996,1997,Rodent,Seroprevalence,,31,,"Demby, Vector Borne Zoonotic Dis. 2001 Winter;1(4):283-97.",https://www.ncbi.nlm.nih.gov/pubmed/12653128,
283,Guinea,Gueckedou Prefecture,Bawa,8.45,-10.43,1996,1997,Rodent,Seroprevalence,,3,,"Demby, Vector Borne Zoonotic Dis. 2001 Winter;1(4):283-97.",https://www.ncbi.nlm.nih.gov/pubmed/12653128,
284,Guinea,Gueckedou Prefecture,Fangamandou,8.5,-10.6,1996,1997,Rodent,Seroprevalence,,37,,"Demby, Vector Borne Zoonotic Dis. 2001 Winter;1(4):283-97.",https://www.ncbi.nlm.nih.gov/pubmed/12653128,
285,Guinea,Gueckedou Prefecture,Nongowa,8.48,-10.44,1996,1997,Rodent,Seroprevalence,,0,,"Demby, Vector Borne Zoonotic Dis. 2001 Winter;1(4):283-97.",https://www.ncbi.nlm.nih.gov/pubmed/12653128,
286,Guinea,Gueckedou Prefecture,Owe Jiba,8.48,-10.44,1996,1997,Rodent,Seroprevalence,,33,,"Demby, Vector Borne Zoonotic Dis. 2001 Winter;1(4):283-97.",https://www.ncbi.nlm.nih.gov/pubmed/12653128,
287,Guinea,Gueckedou Prefecture,Tekoulo,8.54,-10.01,1996,1997,Rodent,Seroprevalence,,8,,"Demby, Vector Borne Zoonotic Dis. 2001 Winter;1(4):283-97.",https://www.ncbi.nlm.nih.gov/pubmed/12653128,
288,Guinea,Kindia Prefecture,Dar Es Salam,9.97,-12.34,1996,1997,Rodent,Seroprevalence,,0,,"Demby, Vector Borne Zoonotic Dis. 2001 Winter;1(4):283-97.",https://www.ncbi.nlm.nih.gov/pubmed/12653128,
289,Guinea,Kindia Prefecture,Kagbele,NA,NA,1996,1997,Rodent,Seroprevalence,,0,,"Demby, Vector Borne Zoonotic Dis. 2001 Winter;1(4):283-97.",https://www.ncbi.nlm.nih.gov/pubmed/12653128,
290,Guinea,Kindia Prefecture,Kindia,10.04,-12.85,1996,1997,Rodent,Seroprevalence,,0,,"Demby, Vector Borne Zoonotic Dis. 2001 Winter;1(4):283-97.",https://www.ncbi.nlm.nih.gov/pubmed/12653128,
291,Guinea,Kindia Prefecture,Madina Oula,9.88,-12.45,1996,1997,Rodent,Seroprevalence,,23,,"Demby, Vector Borne Zoonotic Dis. 2001 Winter;1(4):283-97.",https://www.ncbi.nlm.nih.gov/pubmed/12653128,
292,Guinea,Kissidougou Prefecture,Boue,9.01,-9.95,1996,1997,Rodent,Seroprevalence,,11,,"Demby, Vector Borne Zoonotic Dis. 2001 Winter;1(4):283-97.",https://www.ncbi.nlm.nih.gov/pubmed/12653128,
293,Guinea,Kissidougou Prefecture,Keredou,9.18,-9.95,1996,1997,Rodent,Seroprevalence,,0,,"Demby, Vector Borne Zoonotic Dis. 2001 Winter;1(4):283-97.",https://www.ncbi.nlm.nih.gov/pubmed/12653128,
294,Guinea,Lola Prefecture,Bossou,7.65,-8.5,1996,1996,Rodent,Seroprevalence,,0,,"Demby, Vector Borne Zoonotic Dis. 2001 Winter;1(4):283-97.",https://www.ncbi.nlm.nih.gov/pubmed/12653128,
295,Guinea,Lola Prefecture,Thuo,7.58,-8.5,1996,1997,Rodent,Seroprevalence,,0,,"Demby, Vector Borne Zoonotic Dis. 2001 Winter;1(4):283-97.",https://www.ncbi.nlm.nih.gov/pubmed/12653128,
296,Guinea,Macenta Prefecture,Lorlu,8.56,-10.02,1996,1997,Rodent,Seroprevalence,,13,,"Demby, Vector Borne Zoonotic Dis. 2001 Winter;1(4):283-97.",https://www.ncbi.nlm.nih.gov/pubmed/12653128,
297,Guinea,Yomou Prefecture,Bamakama,7.71,-9.27,1996,1997,Rodent,Seroprevalence,,9,,"Demby, Vector Borne Zoonotic Dis. 2001 Winter;1(4):283-97.",https://www.ncbi.nlm.nih.gov/pubmed/12653128,
298,Guinea,Yomou Prefecture,Koumou,7.67,-9.29,1996,1997,Rodent,Seroprevalence,,0,,"Demby, Vector Borne Zoonotic Dis. 2001 Winter;1(4):283-97.",https://www.ncbi.nlm.nih.gov/pubmed/12653128,
299,Guinea,Yomou Prefecture,Waita,7.61,-9.27,1996,1997,Rodent,Seroprevalence,,4,,"Demby, Vector Borne Zoonotic Dis. 2001 Winter;1(4):283-97.",https://www.ncbi.nlm.nih.gov/pubmed/12653128,
404,Guinea,Kissidougou Prefecture,Telekoro,9.18,-10.1,1996,1999,,,,,,Saltzmann S (1978) La fievre de Lassa. Neuchatel: Editions des Groupes Missionnaires,NA,
43,Sierra Leone,Kenema District,Kenema,7.88,-11.19,1996,2004,Human,Acute,1,,more than 1 case,"Bottineau et al (2003) Lassa Fever, summary of the situation in Sierra Leone focussing on refugee camps and way stations (1st of January to 30th of April 2003): UNHCR.",NA,
44,Sierra Leone,Kailahun District,Segbwema,8,-10.95,1996,1997,Human,Acute,160,,,"Allan et al 1999, in Saluzzo JF, Dodet B, eds. Emergence and control of rodent-borne viral diseases. Annecy: Elsevier. pp 197ï¿½ï¿",NA,
45,Sierra Leone,Kenema District,Bomie,8.23,-11.05,1996,1997,Human,Acute,18,,,"Allan et al 1999, in Saluzzo JF, Dodet B, eds. Emergence and control of rodent-borne viral diseases. Annecy: Elsevier. pp 197ï¿½ï¿",NA,
46,Sierra Leone,Kenema District,Buima,8.27,-11.11,1996,1997,Human,Acute,42,,,"Allan et al 1999, in Saluzzo JF, Dodet B, eds. Emergence and control of rodent-borne viral diseases. Annecy: Elsevier. pp 197ï¿½ï¿",NA,
47,Sierra Leone,Kenema District,Daabu,7.92,-10.95,1996,1997,Human,Acute,10,,,"Allan et al 1999, in Saluzzo JF, Dodet B, eds. Emergence and control of rodent-borne viral diseases. Annecy: Elsevier. pp 197ï¿½ï¿",NA,
48,Sierra Leone,Kenema District,Kenema,7.88,-11.19,1996,1997,Human,Acute,77,,,"Allan et al 1999, in Saluzzo JF, Dodet B, eds. Emergence and control of rodent-borne viral diseases. Annecy: Elsevier. pp 197ï¿½ï¿",NA,
49,Sierra Leone,Kenema District,Macca,8.15,-11.22,1996,1997,Human,Acute,10,,,"Allan et al 1999, in Saluzzo JF, Dodet B, eds. Emergence and control of rodent-borne viral diseases. Annecy: Elsevier. pp 197ï¿½ï¿",NA,
50,Sierra Leone,Kenema District,Pandebu,8.21,-11.13,1996,1997,Human,Acute,9,,,"Allan et al 1999, in Saluzzo JF, Dodet B, eds. Emergence and control of rodent-borne viral diseases. Annecy: Elsevier. pp 197ï¿½ï¿",NA,
51,Sierra Leone,Kenema District,Panguma,8.18,-11.13,1996,1997,Human,Acute,44,,,"Allan et al 1999, in Saluzzo JF, Dodet B, eds. Emergence and control of rodent-borne viral diseases. Annecy: Elsevier. pp 197ï¿½ï¿",NA,
52,Sierra Leone,Kenema District,Tokpombu,8.22,-11.09,1996,1997,Human,Acute,25,,,"Allan et al 1999, in Saluzzo JF, Dodet B, eds. Emergence and control of rodent-borne viral diseases. Annecy: Elsevier. pp 197ï¿½ï¿",NA,
53,Sierra Leone,Kenema District,Tongo,8.22,-11.05,1996,1997,Human,Acute,24,,,"Allan et al 1999, in Saluzzo JF, Dodet B, eds. Emergence and control of rodent-borne viral diseases. Annecy: Elsevier. pp 197ï¿½ï¿",NA,
54,Sierra Leone,Kenema District,Tongola,8.22,-11.06,1996,1997,Human,Acute,25,,,"Allan et al 1999, in Saluzzo JF, Dodet B, eds. Emergence and control of rodent-borne viral diseases. Annecy: Elsevier. pp 197ï¿½ï¿",NA,
55,Sierra Leone,Kailahun District,Segbwema,8,-10.95,1996,1997,Human,Acute,11,,,"Keane, Br Med J. 1977 May 28;1(6073):1399-402.",https://www.ncbi.nlm.nih.gov/pubmed/861652,
300,Cote d'Ivoire,Duekoue Prefecture,Forï¿½ï¿½ï¿½t,6.66,-7.07,2000,2000,Human,Seroprevalence,,26,,"Akoua-Koffi, Med Trop (Mars). 2006 Oct;66(5):465-8.",https://www.ncbi.nlm.nih.gov/pubmed/17201291,
301,Cote d'Ivoire,Guiglo Prefecture,Guiglo,6.54,-7.48,2000,2000,Human,Seroprevalence,,26,,"Akoua-Koffi, Med Trop (Mars). 2006 Oct;66(5):465-8.",https://www.ncbi.nlm.nih.gov/pubmed/17201291,
56,Sierra Leone,Kailahun District,Daru ,7.99,-10.84,2000,2000,Human,Acute,1,,,"Ter Meulen 2001, Trop Med Int Health 6(1)",https://doi.org/10.1046/j.1365-3156.2001.00676.x,
57,Nigeria,Edo State,Irrua,6.73,6.21,2001,2001,Human,Acute,17,,,"ProMED-mail (2007) Lassa fever - Nigeria (Edo) Number 20040214.0487
",http://www.promedmail.org/post/2205289,
58,Nigeria,Edo State,Irrua,6.73,6.21,2001,2004,Human,Acute,12,,,"Omilabu et al, Emerg Infect Dis. 2005 Oct;11(10):1642-4.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3366737/,
