ID,Presence,Unconfirmed [1],Training data,No. gen. tested,Calc. for no. gen. tested,Community tested,Host,samples collected to look for Pk [1] or opportunistic [2] or previously confirmed Pk [3],Year,Country,Country_id,Site_name,Subnational_area,Geometry_type,Latitude,Longitude,Admin_level,Gaul_code,Polygon_code,Centroid Latitude,Centroid Longitude,EndNote ID,Primary source,Secondary source,,,
9,1,0,0,,,patients,human,1,2010,Cambodia,KHM,"Phnomdambung, Pailin Province",Pailin Province,point,12.71797,102.70437,,,,,,175,"Khim N, Siv S, Kim S, Mueller T, Fleischmann E, et al. (2011) Plasmodium knowlesi infection in humans, Cambodia, 2007-2010. Emerging Infectious Diseases 17: 1900-1902.","Mueller TC, Siv S, Khim N, Kim S, Fleischmann E, et al. (2014) Acute undifferentiated febrile illness in rural cambodia: a 3-year prospective observational study. PloS ONE 9: e95868.",,,
10,1,0,0,36,divided pool,mosquitoes with sporozoites,mosquitoes with sporozoites,1,2010,Vietnam,VNM,"forest site, Khanh Phu commune",Khanh Hoa Province,point,12.20596,108.93575,,,,,,169,"Marchand RP, Culleton R, Maeno Y, Quang NT, Nakazawa S (2011) Co-infections of Plasmodium knowlesi, P. falciparum, and P. vivax among humans and Anopheles dirus mosquitoes, Southern Vietnam. Emerg Infect Dis 17: 1232-1239.",,,,
11,1,0,0,36,divided pool,mosquitoes with sporozoites,mosquitoes with sporozoites,1,2010,Vietnam,VNM,"forest fringe site, Khanh Phu commune",Khanh Hoa Province,point,12.20861,108.93073,,,,,,169,"Marchand RP, Culleton R, Maeno Y, Quang NT, Nakazawa S (2011) Co-infections of Plasmodium knowlesi, P. falciparum, and P. vivax among humans and Anopheles dirus mosquitoes, Southern Vietnam. Emerg Infect Dis 17: 1232-1239.",,,,
12,1,0,0,174,actual,suspected malaria cases,human,1,2010,Vietnam,VNM,Khanh Phu commune,Khanh Hoa Province,point,12.23300,108.93300,,,,,,169,"Marchand RP, Culleton R, Maeno Y, Quang NT, Nakazawa S (2011) Co-infections of Plasmodium knowlesi, P. falciparum, and P. vivax among humans and Anopheles dirus mosquitoes, Southern Vietnam. Emerg Infect Dis 17: 1232-1239.",,,,
13,1,0,0,37,actual,cross section,human,1,2010,Vietnam,VNM,Nga Hai/Da Trai villages,Khanh Hoa Province,point,12.20833,108.92500,,,,,,169,"Marchand RP, Culleton R, Maeno Y, Quang NT, Nakazawa S (2011) Co-infections of Plasmodium knowlesi, P. falciparum, and P. vivax among humans and Anopheles dirus mosquitoes, Southern Vietnam. Emerg Infect Dis 17: 1232-1239.",,,,
14,1,0,0,95,actual,confirmed malariae by PCR cases,human,1,2004,Vietnam,VNM,Ninh Thuan Province,Ninh Thuan Province,polygon,11.70510,108.86852,Admin1,1012342,,11.70510,108.86852,143,"Van den Eede P, Van HN, Van Overmeir C, Vythilingam I, Duc TN, et al. (2009) Human Plasmodium knowlesi infections in young children in central Vietnam. Malar J 8: 249.",,,,
15,1,0,0,12,actual,previous index cases and family,human,1,2005,Vietnam,VNM,Ninh Thuan Province,Ninh Thuan Province,polygon,11.70510,108.86852,Admin1,1012342,,11.70510,108.86852,143,"Van den Eede P, Van HN, Van Overmeir C, Vythilingam I, Duc TN, et al. (2009) Human Plasmodium knowlesi infections in young children in central Vietnam. Malar J 8: 249.",,,,
16,1,0,0,210,actual,confirmed malaria cases,human,1,1996,Thailand,THA,Tak Province,Tak Province,polygon,16.71395,98.79526,Admin1,2918,,16.71395,98.79526,174,"Jongwutiwes S, Buppan P, Kosuvin R, Seethamchai S, Pattanawong U, et al. (2011) Plasmodium knowlesi malaria in humans and macaques, Thailand. Emerg Infect Dis 17: 1799-1806.",,,,
17,1,0,0,401,actual,suspected malaria cases,human,1,2009,Thailand,THA,Chantaburi Province,Chantaburi Province,polygon,12.87534,102.13227,Admin1,2858,,12.87534,102.13227,174,"Jongwutiwes S, Buppan P, Kosuvin R, Seethamchai S, Pattanawong U, et al. (2011) Plasmodium knowlesi malaria in humans and macaques, Thailand. Emerg Infect Dis 17: 1799-1806.",,,,
18,1,0,0,1552,actual,suspected malaria cases,human,1,2009,Thailand,THA,Yala Province,Yala Province,polygon,6.18992,101.22996,Admin1,2925,,6.18992,101.22996,174,"Jongwutiwes S, Buppan P, Kosuvin R, Seethamchai S, Pattanawong U, et al. (2011) Plasmodium knowlesi malaria in humans and macaques, Thailand. Emerg Infect Dis 17: 1799-1806.",,,,
19,1,0,0,463,actual,suspected malaria cases,human,1,2009,Thailand,THA,Narathiwat Province,Narathiwat Province,polygon,6.17881,101.72054,Admin1,2882,,6.17881,101.72054,174,"Jongwutiwes S, Buppan P, Kosuvin R, Seethamchai S, Pattanawong U, et al. (2011) Plasmodium knowlesi malaria in humans and macaques, Thailand. Emerg Infect Dis 17: 1799-1806.",,,,
20,1,0,0,1354,actual,suspected malaria cases,human,1,2009,Thailand,THA,Tak Province,Tak Province,polygon,16.71395,98.79526,Admin1,2918,,16.71395,98.79526,174,"Jongwutiwes S, Buppan P, Kosuvin R, Seethamchai S, Pattanawong U, et al. (2011) Plasmodium knowlesi malaria in humans and macaques, Thailand. Emerg Infect Dis 17: 1799-1806.",,,,
21,1,0,0,675,actual,suspected malaria cases,human,1,2007,Thailand,THA,Tak Province,Tak Province,polygon,16.71395,98.79526,Admin1,2918,,16.71395,98.79526,135,"Putaporntip C, Hongsrimuang T, Seethamchai S, Kobasa T, Limkittikul K, et al. (2009) Differential prevalence of Plasmodium infections and cryptic Plasmodium knowlesi malaria in humans in Thailand. J Infect Dis 199: 1143-1150.",,,,
22,1,0,0,261,actual,suspected malaria cases,human,1,2007,Thailand,THA,Chantaburi Province,Chantaburi Province,polygon,12.87534,102.13227,Admin1,2858,,12.87534,102.13227,135,"Putaporntip C, Hongsrimuang T, Seethamchai S, Kobasa T, Limkittikul K, et al. (2009) Differential prevalence of Plasmodium infections and cryptic Plasmodium knowlesi malaria in humans in Thailand. J Infect Dis 199: 1143-1150.",,,,
23,1,0,0,286,actual,suspected malaria cases,human,1,2007,Thailand,THA,Yala Province,Yala Province,polygon,6.18992,101.22996,Admin1,2925,,6.18992,101.22996,135,"Putaporntip C, Hongsrimuang T, Seethamchai S, Kobasa T, Limkittikul K, et al. (2009) Differential prevalence of Plasmodium infections and cryptic Plasmodium knowlesi malaria in humans in Thailand. J Infect Dis 199: 1143-1150.",,,,
24,1,0,0,376,actual,suspected malaria cases,human,1,2007,Thailand,THA,Narathiwat Province,Narathiwat Province,polygon,6.17881,101.72054,Admin1,2882,,6.17881,101.72054,135,"Putaporntip C, Hongsrimuang T, Seethamchai S, Kobasa T, Limkittikul K, et al. (2009) Differential prevalence of Plasmodium infections and cryptic Plasmodium knowlesi malaria in humans in Thailand. J Infect Dis 199: 1143-1150.",,,,
25,1,0,0,276,actual,suspected malaria cases,human,1,2007,Thailand,THA,Prachaub Khirikhan Province,Prachaub Khirikhan Province,polygon,11.93130,99.63677,Admin1,2899,,11.93130,99.63677,135,"Putaporntip C, Hongsrimuang T, Seethamchai S, Kobasa T, Limkittikul K, et al. (2009) Differential prevalence of Plasmodium infections and cryptic Plasmodium knowlesi malaria in humans in Thailand. J Infect Dis 199: 1143-1150.",,,,
26,1,0,0,1,actual,case report,human,2,2000,Thailand,THA,Prachuap Khiri Khan Province,Prachuap Khiri Khan Province,polygon,11.93130,99.63677,Admin1,2899,,11.93130,99.63677,398,"Jongwutiwes S, Putaporntip C, Iwasaki T, Sata T, Kanbara H (2004) Naturally acquired Plasmodium knowlesi malaria in human, Thailand. Emerg Infect Dis 10: 2211.",,,,
27,1,0,0,1,actual,case report traveller,human,2,2010,Thailand,THA,Ko Payam Island,"Ranong Province (6.5km off-shore,~~19km2)",point,9.73165,98.40595,,,,,,163,"Berry A, Iriart X, Wilhelm N, Valentin A, Cassaing S, et al. (2011) Imported Plasmodium knowlesi malaria in a French tourist returning from Thailand. Am J Trop Med Hyg 84: 535-538.",,,,
28,1,0,0,1,actual,case report traveller,human,2,2010,Indonesia,IDN,"unnamed mine, South Kalimantan Province",South Kalimantan Province,point,-3.69273,115.32359,,,,,,406,"Figtree M, Lee R, Bain L, Kennedy T, Mackertich S, et al. (2010) Plasmodium knowlesi in human, Indonesian Borneo. Emerging Infectious Diseases 16: 672-674.",Figtree M (2012) personal communication,,,
29,1,0,0,22,actual,confirmed malaria cases,human,1,2009,Indonesia,IDN,South Kalimantan,South Kalimantan,polygon,-3.00060,115.43548,Admin1,1013685,,-3.00060,115.43548,407,"Sulistyaningsih E, Fitri LE, Löscher T, Berens-Riha N (2010) Diagnostic difficulties with Plasmodium knowlesi infection in humans. Emerging Infectious Diseases 16: 1033.",,,,
30,1,0,1,1,actual,case report,human,2,2007,Singapore,SGP,"forest, Lim Chu Kang urban planning area",Singapore (Sembawang-hong Kah),point,1.41795,103.70383,,,,,,404,"Ng OT, Ooi EE, Lee CC, Lee PJ, Ng LC, et al. (2008) Naturally acquired human Plasmodium knowlesi infection, Singapore. Emerg Infect Dis 14: 814.","Jeslyn WP, Huat TC, Vernon L, Irene LM, Sung LK, et al. (2011) Molecular epidemiological investigation of Plasmodium knowlesi in humans and macaques in Singapore. Vector Borne Zoonotic Dis 11: 131-135.",,,
31,1,0,1,1,actual,case report,human,2,2007,Singapore,SGP,"forest, Yio Chu Kang",Singapore (Ang M o Kio-cheng San),point,1.38930,103.82314,,,,,,405,"Ong CWM, Lee SY, Koh WH, Ooi EE, Tambyah PA (2009) Case report: Monkey malaria in humans: A diagnostic dilemma with conflicting laboratory data. American Journal of Tropical Medicine and Hygiene 80: 927-928.",Ong C (2012) personal communication,,,
32,1,0,0,248,actual,suspected malaria cases,human,1,2010,Myanmar,MMR,"rubber plantation, Kawthoung District",Tanintariyi Division,point,9.99297,98.55147,,,,,,178,"Sermwittayawong N, Singh B, Nishibuchi M, Sawangjaroen N, Vuddhakul V (2012) Human Plasmodium knowlesi infection in Ranong province, southwestern border of Thailand. Malaria Journal 11: 36.",Sermwittayawong N (2012) personal communication,,,
34,1,0,0,146,actual,confirmed malaria cases,human,1,2008,Myanmar,MMR,Kachin and Shan States,Kachin and Shan States (North and East),polygon,24.07249,97.92598,para_ras1,,1,24.07249,97.92598,411,"Jiang N, Chang Q, Sun X, Lu H, Yin J, et al. (2010) Co-infections with Plasmodium knowlesi and other malaria parasites, Myanmar. Emerging Infectious Diseases 16: 1476-1478.",,,,
35,1,0,0,1,actual,case report,human,2,1998,Myanmar,MMR,Shan (North) and Shan (East) States,Shan (North) and Shan (East) States,polygon,22.21457,98.46801,para_ras2,,2,22.21457,98.46801,400,"Zhu H, Li J, Zheng H (2006) Human natural infection of Plasmodium knowlesi. Chinese Journal of Parasitology and Parasitic Diseases 24: 70.","Zheng H, Zhu H, Ning B, Li X (2006) Molecular identification of naturally acquired Plasmodium knowlesi infection in a human case. Zhongguo ji sheng chong xue yu ji sheng chong bing za zhi= Chinese Journal of Parasitology & Parasitic Diseases 24: 273.",,,
36,1,0,0,1,actual,case series,human,2,2006,Philippines,PHI,"Inagawan, Tagbarungis",Palawan Island,point,9.55007,118.64953,,,,,,403,"Luchavez J, Espino F, Curameng P, Espina R, Bell D, et al. (2008) Human infections with Plasmodium knowlesi, the Philippines. Emerging Infectious Diseases 14: 811-813.",,,,
37,1,0,0,1,actual,case series,human,2,2006,Philippines,PHI,Bacungan,Palawan Island,point,9.92471,118.68582,,,,,,403,"Luchavez J, Espino F, Curameng P, Espina R, Bell D, et al. (2008) Human infections with Plasmodium knowlesi, the Philippines. Emerging Infectious Diseases 14: 811-813.",,,,
38,1,0,0,2,actual,confirmed malaria cases,human,1,2006,Philippines,PHI,Iraan,Palawan Island,point,10.43514,119.37729,,,,,,403,"Luchavez J, Espino F, Curameng P, Espina R, Bell D, et al. (2008) Human infections with Plasmodium knowlesi, the Philippines. Emerging Infectious Diseases 14: 811-813.",,,,
39,1,0,0,1,actual,confirmed malaria cases,human,1,2006,Philippines,PHI,Taradungan,Palawan Island,point,10.37362,119.53149,,,,,,403,"Luchavez J, Espino F, Curameng P, Espina R, Bell D, et al. (2008) Human infections with Plasmodium knowlesi, the Philippines. Emerging Infectious Diseases 14: 811-813.",,,,
40,1,0,0,1,actual,confirmed malaria cases,human,1,2006,Philippines,PHI,San Miguel,Palawan Island,point,10.13201,119.21832,,,,,,403,"Luchavez J, Espino F, Curameng P, Espina R, Bell D, et al. (2008) Human infections with Plasmodium knowlesi, the Philippines. Emerging Infectious Diseases 14: 811-813.",,,,
41,1,0,0,1,actual,case report traveller,human,2,2008,Philippines,PHI,Palawan Island,Palawan Island,polygon,9.97069,118.75152,Admin2,24233,,9.97069,118.75152,784,"Ennis JG, Teal AE, Habura A, Madison-Antenucci S, Keithly JS, et al. (2009) Simian malaria in a U.S. traveler - New York, 2008. Morbidity and Mortality Weekly Report 58: 229-232.",,,,
42,1,0,1,29,actual,monkeys,monkey,1,2008,Malaysia,MYS,Selangor State,Selangor State,polygon,,,Admin1,1903,,3.27258,101.50023,132,"Vythilingam I, Noorazian YM, Huat TC, Jiram AI, Yusri YM, et al. (2008) Plasmodium knowlesi in humans, macaques and mosquitoes in peninsular Malaysia. Parasit Vectors 1: 26.",,,,
43,0,0,1,41,actual,monkeys,monkey,1,2008,Malaysia,MYS,Selangor State,Selangor State,polygon,,,Admin1,1903,,3.27258,101.50023,132,"Vythilingam I, Noorazian YM, Huat TC, Jiram AI, Yusri YM, et al. (2008) Plasmodium knowlesi in humans, macaques and mosquitoes in peninsular Malaysia. Parasit Vectors 1: 26.",,,,
44,1,0,1,75,actual,monkeys,monkey,1,2008,Malaysia,MYS,Kuala Lipis,Pahang State,polygon,,,para_ras1,,3,4.32481,102.09735,132,"Vythilingam I, Noorazian YM, Huat TC, Jiram AI, Yusri YM, et al. (2008) Plasmodium knowlesi in humans, macaques and mosquitoes in peninsular Malaysia. Parasit Vectors 1: 26.",Vythilingam I (2014) personal communication,,,
45,1,0,1,2,actual,mosquitoes with sporozoites,mosquitoes with sporozoites,1,2007,Malaysia,MYS,Serunai Mela village,Pahang State,point,4.11667,102.18583,,,,,,132,"Vythilingam I, Noorazian YM, Huat TC, Jiram AI, Yusri YM, et al. (2008) Plasmodium knowlesi in humans, macaques and mosquitoes in peninsular Malaysia. Parasit Vectors 1: 26.",,,,
46,0,0,1,0,actual,mosquitoes with sporozoites,mosquitoes with sporozoites,1,2007,Malaysia,MYS,Sungai Ular orchard,Pahang State,point,4.25194,102.06889,,,,,,132,"Vythilingam I, Noorazian YM, Huat TC, Jiram AI, Yusri YM, et al. (2008) Plasmodium knowlesi in humans, macaques and mosquitoes in peninsular Malaysia. Parasit Vectors 1: 26.",,,,
47,1,0,1,7,actual,confirmed malariae by microscopy cases,human,1,2008,Malaysia,MYS,Kedah State,Kedah State,polygon,,,Admin1,1892,,5.92315,100.65981,132,"Vythilingam I, Noorazian YM, Huat TC, Jiram AI, Yusri YM, et al. (2008) Plasmodium knowlesi in humans, macaques and mosquitoes in peninsular Malaysia. Parasit Vectors 1: 26.",,,,
48,1,0,1,8,actual,confirmed malariae by microscopy cases,human,1,2008,Malaysia,MYS,Kelantan State,Kelantan State,polygon,,,Admin1,1893,,5.28089,102.02882,132,"Vythilingam I, Noorazian YM, Huat TC, Jiram AI, Yusri YM, et al. (2008) Plasmodium knowlesi in humans, macaques and mosquitoes in peninsular Malaysia. Parasit Vectors 1: 26.",,,,
49,1,0,1,52,actual,confirmed malariae by microscopy cases,human,1,2008,Malaysia,MYS,Pahang State,Pahang State,polygon,,,Admin1,1897,,3.73185,102.54949,132,"Vythilingam I, Noorazian YM, Huat TC, Jiram AI, Yusri YM, et al. (2008) Plasmodium knowlesi in humans, macaques and mosquitoes in peninsular Malaysia. Parasit Vectors 1: 26.","Lee C, Adeeba K, Freigang G (2010) Human Plasmodium knowlesi infections in Klang Valley, Peninsula Malaysia: a case series. Med J Malaysia 65: 63.",,,
50,1,0,1,3,actual,confirmed malariae by microscopy cases,human,1,2008,Malaysia,MYS,Malacca State,Malacca State,polygon,,,Admin1,1895,,2.32560,102.30606,132,"Vythilingam I, Noorazian YM, Huat TC, Jiram AI, Yusri YM, et al. (2008) Plasmodium knowlesi in humans, macaques and mosquitoes in peninsular Malaysia. Parasit Vectors 1: 26.",,,,
51,0,0,1,4,actual,confirmed malariae by microscopy cases,human,1,2008,Malaysia,MYS,Negeri Sembilan State,Negeri Sembilan State,polygon,,,Admin1,1896,,2.77725,102.20760,132,"Vythilingam I, Noorazian YM, Huat TC, Jiram AI, Yusri YM, et al. (2008) Plasmodium knowlesi in humans, macaques and mosquitoes in peninsular Malaysia. Parasit Vectors 1: 26.",,,,
52,1,0,1,23,actual,confirmed malariae by microscopy cases,human,1,2008,Malaysia,MYS,Selangor State,Selangor State,polygon,,,Admin1,1903,,3.27258,101.50023,132,"Vythilingam I, Noorazian YM, Huat TC, Jiram AI, Yusri YM, et al. (2008) Plasmodium knowlesi in humans, macaques and mosquitoes in peninsular Malaysia. Parasit Vectors 1: 26.",,,,
53,1,0,1,8,actual,confirmed malariae by microscopy cases,human,1,2008,Malaysia,MYS,Perak State,Perak State,polygon,,,Admin1,1898,,4.77603,101.10926,132,"Vythilingam I, Noorazian YM, Huat TC, Jiram AI, Yusri YM, et al. (2008) Plasmodium knowlesi in humans, macaques and mosquitoes in peninsular Malaysia. Parasit Vectors 1: 26.",,,,
54,1,0,1,6,actual,confirmed malariae by microscopy cases,human,1,2008,Malaysia,MYS,Penang State,Penang State,polygon,,,Admin1,1900,,5.36557,100.40105,132,"Vythilingam I, Noorazian YM, Huat TC, Jiram AI, Yusri YM, et al. (2008) Plasmodium knowlesi in humans, macaques and mosquitoes in peninsular Malaysia. Parasit Vectors 1: 26.",,,,
55,1,0,1,1,actual,case report,human,2,2007,Malaysia,MYS,Tanah Merah District,Kelantan State,polygon,,,para_ras1,,4,5.82149,102.05934,432,"Mohamed Z, Roshan TM (2009) Human Plasmodium knowlesi: An emerging infection presented with severe thrombocytopenia. International Medical Journal 16: 307-310.",,,,
56,1,0,1,26,divided pool,confirmed malariae by microscopy cases,human,1,2009,Malaysia,MYS,Tigapapan Subdistrict,Sabah State,point,6.82853,116.72393,,,,,,166,"Barber BE, William T, Jikal M, Jilip J, Dhararaj P, et al. (2011) Plasmodium knowlesi malaria in children. Emerg Infect Dis 17: 814-820.",,,,
57,1,0,1,26,divided pool,confirmed malariae by microscopy cases,human,1,2009,Malaysia,MYS,Dualog Subdivision,Sabah State,point,6.83490,116.75640,,,,,,166,"Barber BE, William T, Jikal M, Jilip J, Dhararaj P, et al. (2011) Plasmodium knowlesi malaria in children. Emerg Infect Dis 17: 814-820.",,,,
58,1,0,1,26,divided pool,confirmed malariae by microscopy cases,human,1,2009,Malaysia,MYS,Matunggung Subdivision,Sabah State,point,6.70451,116.72349,,,,,,166,"Barber BE, William T, Jikal M, Jilip J, Dhararaj P, et al. (2011) Plasmodium knowlesi malaria in children. Emerg Infect Dis 17: 814-820.",,,,
59,1,0,1,26,divided pool,confirmed malariae by microscopy cases,human,1,2009,Malaysia,MYS,Tambuluran Subdivision,Sabah State,point,6.79917,116.70639,,,,,,166,"Barber BE, William T, Jikal M, Jilip J, Dhararaj P, et al. (2011) Plasmodium knowlesi malaria in children. Emerg Infect Dis 17: 814-820.",,,,
60,1,0,1,,,confirmed malariae by microscopy cases,human,1,2009,Malaysia,MYS,Banggi island,Sabah State,polygon,,,para_ras2,,8,7.25453,117.16646,166,"Barber BE, William T, Jikal M, Jilip J, Dhararaj P, et al. (2011) Plasmodium knowlesi malaria in children. Emerg Infect Dis 17: 814-820.",Anstey N (2012) personal communication,,,
61,1,0,1,,,confirmed malaria cases,human,1,2009,Malaysia,MYS,Sabah State,Sabah State,polygon,,,Admin1,1901,,5.35040,117.12725,417,"William T, Menon J, Rajahram G, Chan L, Ma G, et al. (2011) Severe Plasmodium knowlesi malaria in a tertiary care hospital, Sabah, Malaysia. Emerging Infectious Diseases 17: 1248-1255.",,,,
62,1,0,1,1,actual,case series,human,2,2007,Malaysia,MYS,Bario,Sarawak State,point,3.76012,115.47709,,,,,,414,"Lee C, Adeeba K, Freigang G (2010) Human Plasmodium knowlesi infections in Klang Valley, Peninsula Malaysia: a case series. Med J Malaysia 65: 63.",,,,
63,1,0,1,1,actual,case series,human,2,2008,Malaysia,MYS,Pahang State,Pahang State,polygon,,,Admin1,1897,,3.73185,102.54949,414,"Lee C, Adeeba K, Freigang G (2010) Human Plasmodium knowlesi infections in Klang Valley, Peninsula Malaysia: a case series. Med J Malaysia 65: 63.",,,,
64,1,0,1,1,actual,case series,human,2,2008,Malaysia,MYS,jungle in Ampang District,Selangor State,point,3.17467,101.77498,,,,,,414,"Lee C, Adeeba K, Freigang G (2010) Human Plasmodium knowlesi infections in Klang Valley, Peninsula Malaysia: a case series. Med J Malaysia 65: 63.",,,,
65,1,0,1,1,actual,case series,human,2,2008,Malaysia,MYS,Labuan Island,Sabah State,polygon,,,Admin2,37367,,5.31110,115.21845,414,"Lee C, Adeeba K, Freigang G (2010) Human Plasmodium knowlesi infections in Klang Valley, Peninsula Malaysia: a case series. Med J Malaysia 65: 63.",,,,
66,1,0,1,1,actual,case series,human,2,2008,Malaysia,MYS,Kuala Kubu Bharu,Selangor State,point,3.56460,101.65706,,,,,,414,"Lee C, Adeeba K, Freigang G (2010) Human Plasmodium knowlesi infections in Klang Valley, Peninsula Malaysia: a case series. Med J Malaysia 65: 63.",,,,
69,1,0,1,1,actual,case report traveller,human,2,2006,Malaysia,MYS,Bario Highlands,Sarawak State,point,3.76012,115.47709,,,,,,134,"Bronner U, Divis PC, Farnert A, Singh B (2009) Swedish traveller with Plasmodium knowlesi malaria after visiting Malaysian Borneo. Malar J 8: 15.",,,,
70,1,0,1,1,actual,case report,human,2,2009,Malaysia,MYS,Raub District,Pahang State,polygon,,,Admin2,37385,,3.85996,101.83134,418,"Lau YL, Tan LH, Chin LC, Fong MY, Noraishah MA-A, et al. (2011) Plasmodium knowlesi reinfection in human. Emerg Infect Dis 17: 1314.",,,,
71,1,0,1,1,actual,case report,human,2,2010,Malaysia,MYS,Tanjung Malim,Perak State,polygon,,,para_ras1,,13,3.72075,101.51346,418,"Lau YL, Tan LH, Chin LC, Fong MY, Noraishah MA-A, et al. (2011) Plasmodium knowlesi reinfection in human. Emerg Infect Dis 17: 1314.",,,,
72,1,0,1,1,actual,case report traveller,human,2,2009,Malaysia,MYS,Kapit District,Sarawak State,polygon,,,Admin2,37435,,1.85242,113.53115,142,"van Hellemond JJ, Rutten M, Koelewijn R, Zeeman AM, Verweij JJ, et al. (2009) Human Plasmodium knowlesi infection detected by rapid diagnostic tests for malaria. Emerg Infect Dis 15: 1478-1480.",,,,
73,1,0,1,152,actual,confirmed malaria cases,human,1,2006,Malaysia,MYS,Kapit Division,Sarawak State,polygon,,,para_ras1,,9,2.16453,113.82188,140,"Daneshvar C, Davis TM, Cox-Singh J, Rafa'ee MZ, Zakaria SK, et al. (2009) Clinical and laboratory features of human Plasmodium knowlesi infection. Clin Infect Dis 49: 852-860.",,,,
75,1,0,1,4,actual,confirmed malariae by microscopy cases,human,1,1996,Malaysia,MYS,Sri Aman Division,Sarawak State,polygon,,,para_ras1,,14,1.27929,111.59696,136,"Lee KS, Cox-Singh J, Brooke G, Matusop A, Singh B (2009) Plasmodium knowlesi from archival blood films: further evidence that human infections are widely distributed and not newly emergent in Malaysian Borneo. Int J Parasitol 39: 1125-1128.",,,,
76,1,0,1,5,actual,confirmed malariae by microscopy cases,human,1,1996,Malaysia,MYS,Sarikei Division,Sarawak State,polygon,,,para_ras1,,15,2.01081,111.66674,136,"Lee KS, Cox-Singh J, Brooke G, Matusop A, Singh B (2009) Plasmodium knowlesi from archival blood films: further evidence that human infections are widely distributed and not newly emergent in Malaysian Borneo. Int J Parasitol 39: 1125-1128.",,,,
77,1,0,1,7,actual,confirmed malariae by microscopy cases,human,1,1996,Malaysia,MYS,Sibu Division,Sarawak State,polygon,,,para_ras1,,21,2.22750,112.02638,136,"Lee KS, Cox-Singh J, Brooke G, Matusop A, Singh B (2009) Plasmodium knowlesi from archival blood films: further evidence that human infections are widely distributed and not newly emergent in Malaysian Borneo. Int J Parasitol 39: 1125-1128.",,,,
78,1,0,1,7,actual,confirmed malariae by microscopy cases,human,1,1996,Malaysia,MYS,Bintulu Division,Sarawak State,polygon,,,para_ras1,,16,2.98332,113.30730,136,"Lee KS, Cox-Singh J, Brooke G, Matusop A, Singh B (2009) Plasmodium knowlesi from archival blood films: further evidence that human infections are widely distributed and not newly emergent in Malaysian Borneo. Int J Parasitol 39: 1125-1128.",,,,
79,1,0,1,7,actual,confirmed malariae by microscopy cases,human,1,1996,Malaysia,MYS,Kapit Division,Sarawak State,polygon,,,para_ras1,,9,2.16453,113.82188,136,"Lee KS, Cox-Singh J, Brooke G, Matusop A, Singh B (2009) Plasmodium knowlesi from archival blood films: further evidence that human infections are widely distributed and not newly emergent in Malaysian Borneo. Int J Parasitol 39: 1125-1128.",,,,
80,1,0,1,14,actual,confirmed malariae by microscopy cases,human,1,1996,Malaysia,MYS,Miri Division,Sarawak State,polygon,,,para_ras1,,17,3.62024,114.62576,136,"Lee KS, Cox-Singh J, Brooke G, Matusop A, Singh B (2009) Plasmodium knowlesi from archival blood films: further evidence that human infections are widely distributed and not newly emergent in Malaysian Borneo. Int J Parasitol 39: 1125-1128.",,,,
81,1,0,1,3,actual,confirmed malariae by microscopy cases,human,1,1996,Malaysia,MYS,Limbang Division,Sarawak State,polygon,,,para_ras1,,18,4.40606,115.27925,136,"Lee KS, Cox-Singh J, Brooke G, Matusop A, Singh B (2009) Plasmodium knowlesi from archival blood films: further evidence that human infections are widely distributed and not newly emergent in Malaysian Borneo. Int J Parasitol 39: 1125-1128.",,,,
82,0,0,1,72,actual,confirmed malaria cases,human,1,2006,Malaysia,MYS,Bau District,Sarawak State,polygon,,,Admin2,37427,,1.36551,110.13128,126,"Cox-Singh J, Davis TM, Lee KS, Shamsul SS, Matusop A, et al. (2008) Plasmodium knowlesi malaria in humans is widely distributed and potentially life threatening. Clin Infect Dis 46: 165-171.",,,,
83,1,0,1,117,actual,confirmed malaria cases,human,1,2006,Malaysia,MYS,Lundu District,Sarawak State,polygon,,,Admin2,37440,,1.64849,109.86474,126,"Cox-Singh J, Davis TM, Lee KS, Shamsul SS, Matusop A, et al. (2008) Plasmodium knowlesi malaria in humans is widely distributed and potentially life threatening. Clin Infect Dis 46: 165-171.",,,,
84,1,0,1,18,actual,confirmed malaria cases,human,1,2006,Malaysia,MYS,Betong District,Sarawak State,polygon,,,Admin2,37429,,1.53384,111.48801,126,"Cox-Singh J, Davis TM, Lee KS, Shamsul SS, Matusop A, et al. (2008) Plasmodium knowlesi malaria in humans is widely distributed and potentially life threatening. Clin Infect Dis 46: 165-171.",,,,
85,1,0,1,139,actual,confirmed malaria cases,human,1,2006,Malaysia,MYS,Serian District,Sarawak State,polygon,,,Admin2,37448,,1.07141,110.59853,126,"Cox-Singh J, Davis TM, Lee KS, Shamsul SS, Matusop A, et al. (2008) Plasmodium knowlesi malaria in humans is widely distributed and potentially life threatening. Clin Infect Dis 46: 165-171.",,,,
86,1,0,1,25,actual,confirmed malaria cases,human,1,2006,Malaysia,MYS,Sibu District,Sarawak State,polygon,,,Admin2,37449,,2.41114,111.86719,126,"Cox-Singh J, Davis TM, Lee KS, Shamsul SS, Matusop A, et al. (2008) Plasmodium knowlesi malaria in humans is widely distributed and potentially life threatening. Clin Infect Dis 46: 165-171.",,,,
