ID,Start_month,Start_year,End_month,End_year,Host,Community,N_prevalence,No_Positive,Prevalence,Lower_age,Upper_age,Diagnosis,Country,Geometry_type,Site_name_1,Latitude_1,Longitude_1,Coordinate_source_1,Site_name_2,Latitude_2,Longitude_2,Coordinate_source_2,Site_name_3,Latitude_3,Longitude_3,Coordinate_source_3,Site_name_4,Latitude_4,Longitude_4,Coordinate_source_4,Site_name_5,Latitude_5,Longitude_5,Coordinate_source_5,Site_name_6,Latitude_6,Longitude_6,Coordinate_source_6,Site_name_7,Latitude_7,Longitude_7,Coordinate_source_7,Admin2_1,Admin2_2,Admin1_1,Publication_year,Source_1,Source_2
1155,,2006,,2008,Homo sapiens,,118,6,0.050847458,0,99,Positive in two independent serological tests,Mexico,point,Coxcatlan,21.54056,-98.90806,Paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,"Juarez-Tobias, S., Vaughan, G., Torres-Montoya, A. & Escobar-Gutierrez, A. Short report: Seroprevalence of Trypanosoma cruzi among Teenek Amerindian residents of the Huasteca Region in San Luis Potosi, Mexico. Am. J. Trop. Med. Hyg. 81, 219-222 (2009).","Escobar-Gutierrez, A. (2015) personal communication"
1156,,2006,,2008,Homo sapiens,,145,14,0.096551724,0,99,Positive in two independent serological tests,Mexico,point,Crucero San Antonio,21.61944,-98.90278,Paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,"Juarez-Tobias, S., Vaughan, G., Torres-Montoya, A. & Escobar-Gutierrez, A. Short report: Seroprevalence of Trypanosoma cruzi among Teenek Amerindian residents of the Huasteca Region in San Luis Potosi, Mexico. Am. J. Trop. Med. Hyg. 81, 219-222 (2009).","Escobar-Gutierrez, A. (2015) personal communication"
1157,,2006,,2008,Homo sapiens,,15,2,0.133333333,0,99,Positive in two independent serological tests,Mexico,point,Tamarindo,21.65833,-98.93833,Paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,"Juarez-Tobias, S., Vaughan, G., Torres-Montoya, A. & Escobar-Gutierrez, A. Short report: Seroprevalence of Trypanosoma cruzi among Teenek Amerindian residents of the Huasteca Region in San Luis Potosi, Mexico. Am. J. Trop. Med. Hyg. 81, 219-222 (2009).","Escobar-Gutierrez, A. (2015) personal communication"
1158,,2006,,2008,Homo sapiens,,261,7,0.026819923,0,99,Positive in two independent serological tests,Mexico,point,Tamazunchale,21.26556,-98.79583,Paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,"Juarez-Tobias, S., Vaughan, G., Torres-Montoya, A. & Escobar-Gutierrez, A. Short report: Seroprevalence of Trypanosoma cruzi among Teenek Amerindian residents of the Huasteca Region in San Luis Potosi, Mexico. Am. J. Trop. Med. Hyg. 81, 219-222 (2009).","Escobar-Gutierrez, A. (2015) personal communication"
1159,,2006,,2008,Homo sapiens,,26,2,0.076923077,0,99,Positive in two independent serological tests,Mexico,point,Tencaxapa,21.24028,-98.78722,Paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,"Juarez-Tobias, S., Vaughan, G., Torres-Montoya, A. & Escobar-Gutierrez, A. Short report: Seroprevalence of Trypanosoma cruzi among Teenek Amerindian residents of the Huasteca Region in San Luis Potosi, Mexico. Am. J. Trop. Med. Hyg. 81, 219-222 (2009).","Escobar-Gutierrez, A. (2015) personal communication"
1160,,2006,,2008,Homo sapiens,,42,3,0.071428571,0,99,Positive in two independent serological tests,Mexico,point,Tom,21.59806,-98.88389,Paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,"Juarez-Tobias, S., Vaughan, G., Torres-Montoya, A. & Escobar-Gutierrez, A. Short report: Seroprevalence of Trypanosoma cruzi among Teenek Amerindian residents of the Huasteca Region in San Luis Potosi, Mexico. Am. J. Trop. Med. Hyg. 81, 219-222 (2009).","Escobar-Gutierrez, A. (2015) personal communication"
1161,,2006,,2008,Homo sapiens,,51,1,0.019607843,0,99,Positive in two independent serological tests,Mexico,point,Zacatipa,21.36222,-99.05417,Paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,"Juarez-Tobias, S., Vaughan, G., Torres-Montoya, A. & Escobar-Gutierrez, A. Short report: Seroprevalence of Trypanosoma cruzi among Teenek Amerindian residents of the Huasteca Region in San Luis Potosi, Mexico. Am. J. Trop. Med. Hyg. 81, 219-222 (2009).","Escobar-Gutierrez, A. (2015) personal communication"
1177,,,,,Homo sapiens,,433,23,0.053117783,2,18,Positive in two independent serological tests,Peru,point,Arequipa,-16.40564,-71.53661,Google Maps,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007,"Levy, M. Z. et al. Identifying Trypanosoma cruzi infection in children during a vector control campaign. Am. J. Trop. Med. Hyg. 77, 226-226 (2007).",
1263,,1997,,1997,Homo sapiens,,1479,563,0.38066261,60,99,Positive in three independent serological tests,Brazil,polygon,Bambui municipality,,,,,,,,,,,,,,,,,,,,,,,,,,,,7926,,,2013,"Santos, J. P. d., Lima-Costa, M. F. & Peixoto, S. V. Nutritional aspects associated with chronic Trypanosoma cruzi (Chagas 1909) infection among older adults: Bambui Project. Cad. Saude. Publica 29, 1141-1148 (2013).",
1272,,2006,,2006,Homo sapiens,,70,6,0.085714286,0,4,Positive in two independent serological tests,Argentina,point,Las Lomitas municipality,-24.70364,-60.60075,Google Maps,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,"Sosa-Estani, S. et al. Vectorial and congenital transmission of Trypanosoma cruzi in Las Lomitas, Formosa. Medicina (B. Aires) 69, 424-430 (2009).",
1273,,2006,,2006,Homo sapiens,,94,6,0.063829787,5,9,Positive in two independent serological tests,Argentina,point,Las Lomitas municipality,-24.70364,-60.60075,Google Maps,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,"Sosa-Estani, S. et al. Vectorial and congenital transmission of Trypanosoma cruzi in Las Lomitas, Formosa. Medicina (B. Aires) 69, 424-430 (2009).",
1274,,2006,,2006,Homo sapiens,,70,13,0.185714286,10,14,Positive in two independent serological tests,Argentina,point,Las Lomitas municipality,-24.70364,-60.60075,Google Maps,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,"Sosa-Estani, S. et al. Vectorial and congenital transmission of Trypanosoma cruzi in Las Lomitas, Formosa. Medicina (B. Aires) 69, 424-430 (2009).",
1275,,2006,,2006,Homo sapiens,,211,53,0.251184834,15,99,Positive in two independent serological tests,Argentina,point,Las Lomitas municipality,-24.70364,-60.60075,Google Maps,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,"Sosa-Estani, S. et al. Vectorial and congenital transmission of Trypanosoma cruzi in Las Lomitas, Formosa. Medicina (B. Aires) 69, 424-430 (2009).",
1276,,2009,,2009,Homo sapiens,,52,11,0.211538462,0,99,Positive in two independent serological tests,Colombia,point,Atshintujkua,10.71718,-73.03323,"Dib, J. C. Enfermedad de Chagas en las comunidaded indigenas de la Sierra Nevada de Santa Marta. (Bogotá, Colombia, 2011).",,,,,,,,,,,,,,,,,,,,,,,,,,,,2012,"Rios-Osorio, L. A., Crespo-Gonzalez, J.  J. &  Zapata-Tamayo, M. A. Ethno-methodology to comprehension and management of Chagas disease in Wiwa indigenous communities placed in south-eastern slope from Sierra Nevada de Santa Marta, Colombia. Saude Soc. 21, 446-457 (2012).","Nogueira, A.C. Enfermedad de Chagas en las comunidades indigenas de la Sierra Nevada de Santa Maria. Organizacion Panamericana de la Salud, Colombia, 66p (2011)"
1277,,2009,,2009,Homo sapiens,,4,1,0.25,0,99,Positive in two independent serological tests,Colombia,point,Barcino,,,,,,,,,,,,,,,,,,,,,,,,,,,,13965,,,2012,"Rios-Osorio, L. A., Crespo-Gonzalez, J.  J. &  Zapata-Tamayo, M. A. Ethno-methodology to comprehension and management of Chagas disease in Wiwa indigenous communities placed in south-eastern slope from Sierra Nevada de Santa Marta, Colombia. Saude Soc. 21, 446-457 (2012).","Nogueira, A.C. Enfermedad de Chagas en las comunidades indigenas de la Sierra Nevada de Santa Maria. Organizacion Panamericana de la Salud, Colombia, 66p (2011)"
1278,,2009,,2009,Homo sapiens,,6,4,0.666666667,0,99,Positive in two independent serological tests,Colombia,point,Guamaka,10.91291,-73.00531,"Dib, J. C. Enfermedad de Chagas en las comunidaded indigenas de la Sierra Nevada de Santa Marta. (Bogotá, Colombia, 2011).",,,,,,,,,,,,,,,,,,,,,,,,,,,,2012,"Rios-Osorio, L. A., Crespo-Gonzalez, J.  J. &  Zapata-Tamayo, M. A. Ethno-methodology to comprehension and management of Chagas disease in Wiwa indigenous communities placed in south-eastern slope from Sierra Nevada de Santa Marta, Colombia. Saude Soc. 21, 446-457 (2012).","Nogueira, A.C. Enfermedad de Chagas en las comunidades indigenas de la Sierra Nevada de Santa Maria. Organizacion Panamericana de la Salud, Colombia, 66p (2011)"
1279,,2009,,2009,Homo sapiens,,8,3,0.375,0,99,Positive in two independent serological tests,Colombia,point,La Laguna,10.84751,-73.27036,"Dib, J. C. Enfermedad de Chagas en las comunidaded indigenas de la Sierra Nevada de Santa Marta. (Bogotá, Colombia, 2011).",,,,,,,,,,,,,,,,,,,,,,,,,,,,2012,"Rios-Osorio, L. A., Crespo-Gonzalez, J.  J. &  Zapata-Tamayo, M. A. Ethno-methodology to comprehension and management of Chagas disease in Wiwa indigenous communities placed in south-eastern slope from Sierra Nevada de Santa Marta, Colombia. Saude Soc. 21, 446-457 (2012).","Nogueira, A.C. Enfermedad de Chagas en las comunidades indigenas de la Sierra Nevada de Santa Maria. Organizacion Panamericana de la Salud, Colombia, 66p (2011)"
1280,,2009,,2009,Homo sapiens,,5,4,0.8,0,99,Positive in two independent serological tests,Colombia,point,Limoncito,10.8668,-73.10024,Google Maps,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012,"Rios-Osorio, L. A., Crespo-Gonzalez, J.  J. &  Zapata-Tamayo, M. A. Ethno-methodology to comprehension and management of Chagas disease in Wiwa indigenous communities placed in south-eastern slope from Sierra Nevada de Santa Marta, Colombia. Saude Soc. 21, 446-457 (2012).","Nogueira, A.C. Enfermedad de Chagas en las comunidades indigenas de la Sierra Nevada de Santa Maria. Organizacion Panamericana de la Salud, Colombia, 66p (2011)"
1281,,2009,,2009,Homo sapiens,,33,7,0.212121212,0,99,Positive in two independent serological tests,Colombia,point,Loma del Potrero,10.7604,-73.03351,"Dib, J. C. Enfermedad de Chagas en las comunidaded indigenas de la Sierra Nevada de Santa Marta. (Bogotá, Colombia, 2011).",,,,,,,,,,,,,,,,,,,,,,,,,,,,2012,"Rios-Osorio, L. A., Crespo-Gonzalez, J.  J. &  Zapata-Tamayo, M. A. Ethno-methodology to comprehension and management of Chagas disease in Wiwa indigenous communities placed in south-eastern slope from Sierra Nevada de Santa Marta, Colombia. Saude Soc. 21, 446-457 (2012).","Nogueira, A.C. Enfermedad de Chagas en las comunidades indigenas de la Sierra Nevada de Santa Maria. Organizacion Panamericana de la Salud, Colombia, 66p (2011)"
1282,,2009,,2009,Homo sapiens,,20,10,0.5,0,99,Positive in two independent serological tests,Colombia,point,Machin,10.89812,-73.15275,GeoNames,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012,"Rios-Osorio, L. A., Crespo-Gonzalez, J.  J. &  Zapata-Tamayo, M. A. Ethno-methodology to comprehension and management of Chagas disease in Wiwa indigenous communities placed in south-eastern slope from Sierra Nevada de Santa Marta, Colombia. Saude Soc. 21, 446-457 (2012).","Nogueira, A.C. Enfermedad de Chagas en las comunidades indigenas de la Sierra Nevada de Santa Maria. Organizacion Panamericana de la Salud, Colombia, 66p (2011)"
1283,,2009,,2009,Homo sapiens,,52,12,0.230769231,0,99,Positive in two independent serological tests,Colombia,point,Marocazo,10.87833,-72.98729,"Dib, J. C. Enfermedad de Chagas en las comunidaded indigenas de la Sierra Nevada de Santa Marta. (Bogotá, Colombia, 2011).",,,,,,,,,,,,,,,,,,,,,,,,,,,,2012,"Rios-Osorio, L. A., Crespo-Gonzalez, J.  J. &  Zapata-Tamayo, M. A. Ethno-methodology to comprehension and management of Chagas disease in Wiwa indigenous communities placed in south-eastern slope from Sierra Nevada de Santa Marta, Colombia. Saude Soc. 21, 446-457 (2012).","Nogueira, A.C. Enfermedad de Chagas en las comunidades indigenas de la Sierra Nevada de Santa Maria. Organizacion Panamericana de la Salud, Colombia, 66p (2011)"
1284,,2009,,2009,Homo sapiens,,60,17,0.283333333,0,99,Positive in two independent serological tests,Colombia,point,Pen?a de los Indios,10.90531,-73.11172,GeoNames,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012,"Rios-Osorio, L. A., Crespo-Gonzalez, J.  J. &  Zapata-Tamayo, M. A. Ethno-methodology to comprehension and management of Chagas disease in Wiwa indigenous communities placed in south-eastern slope from Sierra Nevada de Santa Marta, Colombia. Saude Soc. 21, 446-457 (2012).","Nogueira, A.C. Enfermedad de Chagas en las comunidades indigenas de la Sierra Nevada de Santa Maria. Organizacion Panamericana de la Salud, Colombia, 66p (2011)"
1285,,2009,,2009,Homo sapiens,,3,1,0.333333333,0,99,Positive in two independent serological tests,Colombia,point,Piloncito,10.86877,-73.09822,Google Maps,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012,"Rios-Osorio, L. A., Crespo-Gonzalez, J.  J. &  Zapata-Tamayo, M. A. Ethno-methodology to comprehension and management of Chagas disease in Wiwa indigenous communities placed in south-eastern slope from Sierra Nevada de Santa Marta, Colombia. Saude Soc. 21, 446-457 (2012).","Nogueira, A.C. Enfermedad de Chagas en las comunidades indigenas de la Sierra Nevada de Santa Maria. Organizacion Panamericana de la Salud, Colombia, 66p (2011)"
1286,,2009,,2009,Homo sapiens,,7,2,0.285714286,0,99,Positive in two independent serological tests,Colombia,point,Pin?oncito,10.80257,-73.03162,"Dib, J. C. Enfermedad de Chagas en las comunidaded indigenas de la Sierra Nevada de Santa Marta. (Bogotá, Colombia, 2011).",,,,,,,,,,,,,,,,,,,,,,,,,,,,2012,"Rios-Osorio, L. A., Crespo-Gonzalez, J.  J. &  Zapata-Tamayo, M. A. Ethno-methodology to comprehension and management of Chagas disease in Wiwa indigenous communities placed in south-eastern slope from Sierra Nevada de Santa Marta, Colombia. Saude Soc. 21, 446-457 (2012).","Nogueira, A.C. Enfermedad de Chagas en las comunidades indigenas de la Sierra Nevada de Santa Maria. Organizacion Panamericana de la Salud, Colombia, 66p (2011)"
1287,,2009,,2009,Homo sapiens,,34,10,0.294117647,0,99,Positive in two independent serological tests,Colombia,point,Potrerito,10.81667,-73.23333,GeoNames,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012,"Rios-Osorio, L. A., Crespo-Gonzalez, J.  J. &  Zapata-Tamayo, M. A. Ethno-methodology to comprehension and management of Chagas disease in Wiwa indigenous communities placed in south-eastern slope from Sierra Nevada de Santa Marta, Colombia. Saude Soc. 21, 446-457 (2012).","Nogueira, A.C. Enfermedad de Chagas en las comunidades indigenas de la Sierra Nevada de Santa Maria. Organizacion Panamericana de la Salud, Colombia, 66p (2011)"
1288,,2009,,2009,Homo sapiens,,20,7,0.35,0,99,Positive in two independent serological tests,Colombia,point,Sabana de Joaquina,10.87813,-73.05565,"Dib, J. C. Enfermedad de Chagas en las comunidaded indigenas de la Sierra Nevada de Santa Marta. (Bogotá, Colombia, 2011).",,,,,,,,,,,,,,,,,,,,,,,,,,,,2012,"Rios-Osorio, L. A., Crespo-Gonzalez, J.  J. &  Zapata-Tamayo, M. A. Ethno-methodology to comprehension and management of Chagas disease in Wiwa indigenous communities placed in south-eastern slope from Sierra Nevada de Santa Marta, Colombia. Saude Soc. 21, 446-457 (2012).","Nogueira, A.C. Enfermedad de Chagas en las comunidades indigenas de la Sierra Nevada de Santa Maria. Organizacion Panamericana de la Salud, Colombia, 66p (2011)"
1289,,2009,,2009,Homo sapiens,,38,24,0.631578947,0,99,Positive in two independent serological tests,Colombia,point,Seminke,10.90157,-73.05325,"Dib, J. C. Enfermedad de Chagas en las comunidaded indigenas de la Sierra Nevada de Santa Marta. (Bogotá, Colombia, 2011).",,,,,,,,,,,,,,,,,,,,,,,,,,,,2012,"Rios-Osorio, L. A., Crespo-Gonzalez, J.  J. &  Zapata-Tamayo, M. A. Ethno-methodology to comprehension and management of Chagas disease in Wiwa indigenous communities placed in south-eastern slope from Sierra Nevada de Santa Marta, Colombia. Saude Soc. 21, 446-457 (2012).","Nogueira, A.C. Enfermedad de Chagas en las comunidades indigenas de la Sierra Nevada de Santa Maria. Organizacion Panamericana de la Salud, Colombia, 66p (2011)"
1290,,2009,,2009,Homo sapiens,,13,6,0.461538462,0,99,Positive in two independent serological tests,Colombia,point,Ulago,10.87813,-73.05016,"Dib, J. C. Enfermedad de Chagas en las comunidaded indigenas de la Sierra Nevada de Santa Marta. (Bogotá, Colombia, 2011).",,,,,,,,,,,,,,,,,,,,,,,,,,,,2012,"Rios-Osorio, L. A., Crespo-Gonzalez, J.  J. &  Zapata-Tamayo, M. A. Ethno-methodology to comprehension and management of Chagas disease in Wiwa indigenous communities placed in south-eastern slope from Sierra Nevada de Santa Marta, Colombia. Saude Soc. 21, 446-457 (2012).","Nogueira, A.C. Enfermedad de Chagas en las comunidades indigenas de la Sierra Nevada de Santa Maria. Organizacion Panamericana de la Salud, Colombia, 66p (2011)"
1293,9,2008,10,2009,Homo sapiens,,42,4,0.095238095,0,99,Positive in three independent serological tests,Ecuador,point,Fronteras del Ecuador,,,,,,,,,,,,,,,,,,,,,,,,,,,,15501,,,2010,"Amunarriz, M., Quito, S., Tandazo, V. & Lopez, M. Seroprevalence of Chagas disease in Aguarico canton in the Ecuadorian Amazon. Rev. Panam. Salud Publica 28, 25-29 (2010).",
1294,9,2008,10,2009,Homo sapiens,,34,3,0.088235294,0,99,Positive in three independent serological tests,Ecuador,point,Martinica,,,,,,,,,,,,,,,,,,,,,,,,,,,,15501,,,2010,"Amunarriz, M., Quito, S., Tandazo, V. & Lopez, M. Seroprevalence of Chagas disease in Aguarico canton in the Ecuadorian Amazon. Rev. Panam. Salud Publica 28, 25-29 (2010).",
1295,9,2008,10,2009,Homo sapiens,,342,5,0.014619883,0,99,Positive in three independent serological tests,Ecuador,point,Nuevo Rocafuerte,-0.92677,-75.40169,Google Maps,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010,"Amunarriz, M., Quito, S., Tandazo, V. & Lopez, M. Seroprevalence of Chagas disease in Aguarico canton in the Ecuadorian Amazon. Rev. Panam. Salud Publica 28, 25-29 (2010).",
1296,9,2008,10,2009,Homo sapiens,,13,1,0.076923077,0,99,Positive in three independent serological tests,Ecuador,point,Belo Horizonte,-0.91373,-75.43171,GeoNames,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010,"Amunarriz, M., Quito, S., Tandazo, V. & Lopez, M. Seroprevalence of Chagas disease in Aguarico canton in the Ecuadorian Amazon. Rev. Panam. Salud Publica 28, 25-29 (2010).",
1297,9,2008,10,2009,Homo sapiens,,73,1,0.01369863,0,99,Positive in three independent serological tests,Ecuador,point,Santa Teresita,-0.89273,-75.42569,"Grijalva, M. J. et al. Seroprevalence and risk factors for Trypanosoma cruzi infection in the amazon region of Ecuador. Am. J. Trop. Med. Hyg. 69, 380-385 (2003).",,,,,,,,,,,,,,,,,,,,,,,,,,,,2010,"Amunarriz, M., Quito, S., Tandazo, V. & Lopez, M. Seroprevalence of Chagas disease in Aguarico canton in the Ecuadorian Amazon. Rev. Panam. Salud Publica 28, 25-29 (2010).",
1298,9,2008,10,2009,Homo sapiens,,48,1,0.020833333,0,99,Positive in three independent serological tests,Ecuador,point,Alto Florencia,-0.88201,-75.47354,GeoNames,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010,"Amunarriz, M., Quito, S., Tandazo, V. & Lopez, M. Seroprevalence of Chagas disease in Aguarico canton in the Ecuadorian Amazon. Rev. Panam. Salud Publica 28, 25-29 (2010).",
1299,9,2008,10,2009,Homo sapiens,,39,1,0.025641026,0,99,Positive in three independent serological tests,Ecuador,point,Santa Rosa,-0.81667,-75.5,GeoNames,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010,"Amunarriz, M., Quito, S., Tandazo, V. & Lopez, M. Seroprevalence of Chagas disease in Aguarico canton in the Ecuadorian Amazon. Rev. Panam. Salud Publica 28, 25-29 (2010).",
1300,9,2008,10,2009,Homo sapiens,,43,1,0.023255814,0,99,Positive in three independent serological tests,Ecuador,point,Puerto Miranda,-0.85329,-75.50766,Google Maps,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010,"Amunarriz, M., Quito, S., Tandazo, V. & Lopez, M. Seroprevalence of Chagas disease in Aguarico canton in the Ecuadorian Amazon. Rev. Panam. Salud Publica 28, 25-29 (2010).",
1301,9,2008,10,2009,Homo sapiens,,61,5,0.081967213,0,99,Positive in three independent serological tests,Ecuador,point,Pandochicta,-0.80756,-75.52497,Google Maps,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010,"Amunarriz, M., Quito, S., Tandazo, V. & Lopez, M. Seroprevalence of Chagas disease in Aguarico canton in the Ecuadorian Amazon. Rev. Panam. Salud Publica 28, 25-29 (2010).",
1302,9,2008,10,2009,Homo sapiens,,48,1,0.020833333,0,99,Positive in three independent serological tests,Ecuador,point,Llanchama,-0.805,-75.66957,http://www.aguarico.gob.ec/gadaguarico/index.php/2012-10-01-19-49-35/2013-05-17-13-58-22/2013-05-17-14-23-38/2-uncategorised/32-tiputini,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010,"Amunarriz, M., Quito, S., Tandazo, V. & Lopez, M. Seroprevalence of Chagas disease in Aguarico canton in the Ecuadorian Amazon. Rev. Panam. Salud Publica 28, 25-29 (2010).",
1303,9,2008,10,2009,Homo sapiens,,67,2,0.029850746,0,99,Positive in three independent serological tests,Ecuador,point,Boca Tiputini,-0.81421,-75.54499,GeoNames,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010,"Amunarriz, M., Quito, S., Tandazo, V. & Lopez, M. Seroprevalence of Chagas disease in Aguarico canton in the Ecuadorian Amazon. Rev. Panam. Salud Publica 28, 25-29 (2010).",
1304,9,2008,10,2009,Homo sapiens,,64,3,0.046875,0,99,Positive in three independent serological tests,Ecuador,point,San Carlos,-0.77427,-75.55851,http://www.aguarico.gob.ec/gadaguarico/index.php/2012-10-01-19-49-35/2013-05-17-13-58-22/2013-05-17-14-23-38/2-uncategorised/32-tiputini,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010,"Amunarriz, M., Quito, S., Tandazo, V. & Lopez, M. Seroprevalence of Chagas disease in Aguarico canton in the Ecuadorian Amazon. Rev. Panam. Salud Publica 28, 25-29 (2010).",
1305,9,2008,10,2009,Homo sapiens,,266,5,0.018796992,0,99,Positive in three independent serological tests,Ecuador,point,Tiputini,-0.7858,-75.52918,GeoNames,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010,"Amunarriz, M., Quito, S., Tandazo, V. & Lopez, M. Seroprevalence of Chagas disease in Aguarico canton in the Ecuadorian Amazon. Rev. Panam. Salud Publica 28, 25-29 (2010).",
1306,9,2008,10,2009,Homo sapiens,,11,1,0.090909091,0,99,Positive in three independent serological tests,Ecuador,point,Vicente Salazar,-0.7523,-75.55164,http://www.aguarico.gob.ec/gadaguarico/index.php/2012-10-01-19-49-35/2013-05-17-13-58-22/2013-05-17-14-23-38/2-uncategorised/32-tiputini,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010,"Amunarriz, M., Quito, S., Tandazo, V. & Lopez, M. Seroprevalence of Chagas disease in Aguarico canton in the Ecuadorian Amazon. Rev. Panam. Salud Publica 28, 25-29 (2010).",
1307,9,2008,10,2009,Homo sapiens,,191,9,0.047120419,0,99,Positive in three independent serological tests,Ecuador,point,Puerto Quinche,-0.72898,-75.57625,http://www.aguarico.gob.ec/gadaguarico/index.php/2012-10-01-19-49-35/2013-05-17-13-58-22/2013-05-17-14-23-38/2-uncategorised/34-santa-maria-de-huiririma,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010,"Amunarriz, M., Quito, S., Tandazo, V. & Lopez, M. Seroprevalence of Chagas disease in Aguarico canton in the Ecuadorian Amazon. Rev. Panam. Salud Publica 28, 25-29 (2010).",
1308,9,2008,10,2009,Homo sapiens,,55,3,0.054545455,0,99,Positive in three independent serological tests,Ecuador,point,Huiridima,-0.7125,-75.61813,http://www.aguarico.gob.ec/gadaguarico/index.php/2012-10-01-19-49-35/2013-05-17-13-58-22/2013-05-17-14-23-38/2-uncategorised/34-santa-maria-de-huiririma,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010,"Amunarriz, M., Quito, S., Tandazo, V. & Lopez, M. Seroprevalence of Chagas disease in Aguarico canton in the Ecuadorian Amazon. Rev. Panam. Salud Publica 28, 25-29 (2010).",
1309,9,2008,10,2009,Homo sapiens,,94,4,0.042553191,0,99,Positive in three independent serological tests,Ecuador,point,San Vicente,-0.66719,-75.67272,http://www.aguarico.gob.ec/gadaguarico/index.php/2012-10-01-19-49-35/2013-05-17-13-58-22/2013-05-17-14-23-38/2-uncategorised/34-santa-maria-de-huiririma,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010,"Amunarriz, M., Quito, S., Tandazo, V. & Lopez, M. Seroprevalence of Chagas disease in Aguarico canton in the Ecuadorian Amazon. Rev. Panam. Salud Publica 28, 25-29 (2010).",
1310,9,2008,10,2009,Homo sapiens,,37,4,0.108108108,0,99,Positive in three independent serological tests,Ecuador,point,Centro Ocaya,-0.63835,-75.731,http://www.aguarico.gob.ec/gadaguarico/index.php/2012-10-01-19-49-35/2013-05-17-13-58-22/2013-05-17-14-23-38/2-uncategorised/34-santa-maria-de-huiririma,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010,"Amunarriz, M., Quito, S., Tandazo, V. & Lopez, M. Seroprevalence of Chagas disease in Aguarico canton in the Ecuadorian Amazon. Rev. Panam. Salud Publica 28, 25-29 (2010).",
1311,9,2008,10,2009,Homo sapiens,,59,1,0.016949153,0,99,Positive in three independent serological tests,Ecuador,point,Sinchichicta,-0.66054,-75.68084,GeoNames,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010,"Amunarriz, M., Quito, S., Tandazo, V. & Lopez, M. Seroprevalence of Chagas disease in Aguarico canton in the Ecuadorian Amazon. Rev. Panam. Salud Publica 28, 25-29 (2010).",
1312,9,2008,10,2009,Homo sapiens,,136,4,0.029411765,0,99,Positive in three independent serological tests,Ecuador,point,Chiruisla,-0.63263,-75.82758,"https://maps.here.com/ecuador/cap.-augusto-rivadeneyra/street-square/chiruisla-bloque-31-petroamazonas--loc-dmVyc2lvbj0xO3RpdGxlPUNoaXJ1aXNsYStCbG9xdWUrMzErUGV0cm9hbWF6b25hcztsYXQ9LTAuNjE1MTU4NDk2ODU3MTc7bG9uPS03NS44NzcyMDY4NTY0MTU7Y2l0eT1DYXAuK0F1Z3VzdG8rUml2YWRlbmV5cmE7Y291bnRyeT1FQ1U7c3RhdGVDb2RlPU9yZWxsYW5hO2NvdW50eT1BZ3VhcmljbztjYXRlZ29yeUlkPWNpdHktdG93bi12aWxsYWdlO3NvdXJjZVN5c3RlbT1pbnRlcm5hbA?map=-0.61516,-75.87721,11,normal&fb_locale=en_GB",,,,,,,,,,,,,,,,,,,,,,,,,,,,2010,"Amunarriz, M., Quito, S., Tandazo, V. & Lopez, M. Seroprevalence of Chagas disease in Aguarico canton in the Ecuadorian Amazon. Rev. Panam. Salud Publica 28, 25-29 (2010).",
1313,9,2008,10,2009,Homo sapiens,,38,4,0.105263158,0,99,Positive in three independent serological tests,Ecuador,point,Limonyacu,,,,,,,,,,,,,,,,,,,,,,,,,,,,15501,,,2010,"Amunarriz, M., Quito, S., Tandazo, V. & Lopez, M. Seroprevalence of Chagas disease in Aguarico canton in the Ecuadorian Amazon. Rev. Panam. Salud Publica 28, 25-29 (2010).",
