ID,Start_month,Start_year,End_month,End_year,Host,Host class 1,Host class 2,N_occurrence,Presence/absence,Diagnosis,Country,Geometry_type,Site_name_1,Latitude_1,Longitude_1,Coordinate_source_1,Admin2_1,Admin1_1,Public_year,Source_1,Source_2
2106,,2000,,2000,Triatoma dimidiata,Triatoma,vector,,1,Direct examination,Colombia,point,Pueblo viejo ,10.99263,-73.43515,Paper,,,2011,"Dib, J. C. Enfermedad de Chagas en las comunidaded indigenas de la Sierra Nevada de Santa Marta. (Bogotá, Colombia, 2011).",
2107,,2000,,2000,Triatoma dimidiata,Triatoma,vector,,1,Direct examination,Colombia,point,Windiwa ,10.58641,-73.89383,Paper,,,2011,"Dib, J. C. Enfermedad de Chagas en las comunidaded indigenas de la Sierra Nevada de Santa Marta. (Bogotá, Colombia, 2011).",
2108,,1999,,1999,Rhodnius prolixus,Rhodnius,vector,,1,Direct examination,Colombia,point,Bunkwi?make ,11.13633,-73.77401,Paper,,,2011,"Dib, J. C. Enfermedad de Chagas en las comunidaded indigenas de la Sierra Nevada de Santa Marta. (Bogotá, Colombia, 2011).",
2109,,2000,,2000,Rhodnius prolixus,Rhodnius,vector,,1,Direct examination,Colombia,point,Kasaku?make ,,,,13694,,2011,"Dib, J. C. Enfermedad de Chagas en las comunidaded indigenas de la Sierra Nevada de Santa Marta. (Bogotá, Colombia, 2011).",
2110,,2000,,2000,Rhodnius prolixus,Rhodnius,vector,,1,Direct examination,Colombia,point,Gu?make ,11.13229,-73.57488,Paper,,,2011,"Dib, J. C. Enfermedad de Chagas en las comunidaded indigenas de la Sierra Nevada de Santa Marta. (Bogotá, Colombia, 2011).",
2111,,2000,,2000,Rhodnius prolixus,Rhodnius,vector,,1,Direct examination,Colombia,point,Umandita ,11.13229,-73.57488,Paper,,,2011,"Dib, J. C. Enfermedad de Chagas en las comunidaded indigenas de la Sierra Nevada de Santa Marta. (Bogotá, Colombia, 2011).",
2112,,2000,,2000,Rhodnius prolixus,Rhodnius,vector,,1,Direct examination,Colombia,point,Manzanal ,10.9504,-73.4804,GeoNames,,,2011,"Dib, J. C. Enfermedad de Chagas en las comunidaded indigenas de la Sierra Nevada de Santa Marta. (Bogotá, Colombia, 2011).",
2113,,2000,,2000,Rhodnius prolixus,Rhodnius,vector,,1,Direct examination,Colombia,point,Jiwata? ,11.05851,-73.6741,Paper,,,2011,"Dib, J. C. Enfermedad de Chagas en las comunidaded indigenas de la Sierra Nevada de Santa Marta. (Bogotá, Colombia, 2011).",
2114,,2000,,2000,Rhodnius prolixus,Rhodnius,vector,,1,Direct examination,Colombia,point,Nimaizhi ,10.97763,-73.50382,Paper,,,2011,"Dib, J. C. Enfermedad de Chagas en las comunidaded indigenas de la Sierra Nevada de Santa Marta. (Bogotá, Colombia, 2011).",
2115,,2000,,2000,Rhodnius prolixus,Rhodnius,vector,,1,Direct examination,Colombia,point,Kemaku?make ,11.21368,-73.95181,Paper,,,2011,"Dib, J. C. Enfermedad de Chagas en las comunidaded indigenas de la Sierra Nevada de Santa Marta. (Bogotá, Colombia, 2011).",
2116,,2000,,2000,Rhodnius prolixus,Rhodnius,vector,,1,Direct examination,Colombia,point,Ulueizhi ,11.19595,-73.8746,Paper,,,2011,"Dib, J. C. Enfermedad de Chagas en las comunidaded indigenas de la Sierra Nevada de Santa Marta. (Bogotá, Colombia, 2011).",
2117,,2000,,2000,Rhodnius prolixus,Rhodnius,vector,,1,Direct examination,Colombia,point,Ableizhi ,11.13398,-73.87872,Paper,,,2011,"Dib, J. C. Enfermedad de Chagas en las comunidaded indigenas de la Sierra Nevada de Santa Marta. (Bogotá, Colombia, 2011).",
2118,,2000,,2000,Rhodnius prolixus,Rhodnius,vector,,1,Direct examination,Colombia,point,Pueblo viejo ,10.99263,-73.43515,Paper,,,2011,"Dib, J. C. Enfermedad de Chagas en las comunidaded indigenas de la Sierra Nevada de Santa Marta. (Bogotá, Colombia, 2011).",
2119,,2000,,2000,Rhodnius prolixus,Rhodnius,vector,,1,Direct examination,Colombia,point,Windiwa ,10.58641,-73.89383,Paper,,,2011,"Dib, J. C. Enfermedad de Chagas en las comunidaded indigenas de la Sierra Nevada de Santa Marta. (Bogotá, Colombia, 2011).",
16325,,,,,Triatoma maculata,Triatoma,vector,,1,Direct examination,Venezuela,point,Cauderales,10.59722,-69.61389,Paper,,,2014,"Briceño, Z. et al. Factores de riesgo asociadas a la enfermedad Chagas en comunidades rurales en Lara, Venezuela. Rev. Costarric. Salud Pública 23, 13-24 (2014).",
16345,,,,,Rhodnius pallescens,Rhodnius,vector,,1,Direct examination,Colombia,polygon,Talaigua Nuevo,,,,13530,,2014,"Cantillo-Barraza, O., Chaverra, D., Marcet, P., Arboleda-Sanchez, S. & Triana-Chavez, O. Trypanosoma cruzi transmission in a Colombian Caribbean region suggests that secondary vectors play an important epidemiological role. Parasites & Vectors 7 (2014).",
16346,,,,,Rhodnius pallescens,Rhodnius,vector,,1,Direct examination,Colombia,polygon,San Fernando,,,,13520,,2014,"Cantillo-Barraza, O., Chaverra, D., Marcet, P., Arboleda-Sanchez, S. & Triana-Chavez, O. Trypanosoma cruzi transmission in a Colombian Caribbean region suggests that secondary vectors play an important epidemiological role. Parasites & Vectors 7 (2014).",
16347,,,,,Rhodnius pallescens,Rhodnius,vector,,1,Direct examination,Colombia,polygon,Margarita,,,,13512,,2014,"Cantillo-Barraza, O., Chaverra, D., Marcet, P., Arboleda-Sanchez, S. & Triana-Chavez, O. Trypanosoma cruzi transmission in a Colombian Caribbean region suggests that secondary vectors play an important epidemiological role. Parasites & Vectors 7 (2014).",
16348,,,,,Rhodnius pallescens,Rhodnius,vector,,1,Direct examination,Colombia,polygon,Mompos,,,,13514,,2014,"Cantillo-Barraza, O., Chaverra, D., Marcet, P., Arboleda-Sanchez, S. & Triana-Chavez, O. Trypanosoma cruzi transmission in a Colombian Caribbean region suggests that secondary vectors play an important epidemiological role. Parasites & Vectors 7 (2014).",
16349,,,,,Rhodnius pallescens,Rhodnius,vector,,1,Direct examination,Colombia,polygon,Cicuco,,,,13505,,2014,"Cantillo-Barraza, O., Chaverra, D., Marcet, P., Arboleda-Sanchez, S. & Triana-Chavez, O. Trypanosoma cruzi transmission in a Colombian Caribbean region suggests that secondary vectors play an important epidemiological role. Parasites & Vectors 7 (2014).",
16608,11,2004,3,2005,Triatoma infestans,Triatoma,vector,,1,Direct examination and genetic test,Argentina,point,Libertad,-27.083,-63.094,Paper,,,2014,"del Pilar Fernandez, M. et al. Geographic variation of Trypanosoma cruzi discrete typing units from Triatoma infestans at different spatial scales. Acta Tropica 140, 10-18 (2014).",
16609,11,2004,3,2005,Triatoma infestans,Triatoma,vector,,1,Direct examination and genetic test,Argentina,point,Luján,-27.274,-63.234,Paper,,,2014,"del Pilar Fernandez, M. et al. Geographic variation of Trypanosoma cruzi discrete typing units from Triatoma infestans at different spatial scales. Acta Tropica 140, 10-18 (2014).",
16610,11,2004,3,2005,Triatoma infestans,Triatoma,vector,,1,Direct examination and genetic test,Argentina,point,San Cristóbal,-27.264,-63.216,Paper,,,2014,"del Pilar Fernandez, M. et al. Geographic variation of Trypanosoma cruzi discrete typing units from Triatoma infestans at different spatial scales. Acta Tropica 140, 10-18 (2014).",
16611,11,2004,3,2005,Triatoma infestans,Triatoma,vector,,1,Direct examination and genetic test,Argentina,point,Ashpa Puca,-27.312,-63.256,Paper,,,2014,"del Pilar Fernandez, M. et al. Geographic variation of Trypanosoma cruzi discrete typing units from Triatoma infestans at different spatial scales. Acta Tropica 140, 10-18 (2014).",
16612,11,2004,3,2005,Triatoma infestans,Triatoma,vector,,1,Direct examination and genetic test,Argentina,point,Villa Brana,-27.34723,-62.91081,Google Maps,,,2014,"del Pilar Fernandez, M. et al. Geographic variation of Trypanosoma cruzi discrete typing units from Triatoma infestans at different spatial scales. Acta Tropica 140, 10-18 (2014).",
16613,11,2004,3,2005,Triatoma infestans,Triatoma,vector,,1,Direct examination and genetic test,Argentina,point,San Francisco,-27.345,-62.938,Paper,,,2014,"del Pilar Fernandez, M. et al. Geographic variation of Trypanosoma cruzi discrete typing units from Triatoma infestans at different spatial scales. Acta Tropica 140, 10-18 (2014).",
16615,12,2007,12,2007,Panstrongylus geniculatus,Panstrongylus,vector,,1,Positive in genetic test,Venezuela,point,Altagracia,10.51461,-66.91275,GeoNames,,,2014,"Diaz-Bello, Z. et al. Trypanosoma cruzi genotyping supports a common source of infection in a school-related oral outbreak of acute Chagas disease in Venezuela. Epidemiol. Infect. 142, 156-162 (2014).",
16618,10,2006,4,2009,Triatoma vitticeps,Triatoma,vector,,1,Direct examination,Brazil,polygon,Açucena,,,,7875,,2014,"dos Santos, A. et al. Evaluation of the Chagas disease control program in Acucena Municipality, Rio Doce Valley, state of Minas Gerais, Brazil.  Rev. Soc. Bras. Med. Trop. 47, 186-192 (2014).",
16657,,2007,,2007,Triatoma sanguisuga,Triatoma,vector,,1,Positive in genetic test,United States of America,point,Mississippi,,,,,3238,2014,"Klotz, S. A., Dorn, P. L., Mosbacher, M. & Schmidt, J. O. Kissing bugs in the United States: risk for vector-borne disease in humans. Environ. Health Insights 8, 49-59 (2014).","Cantey, P. T. et al. The United States Trypanosoma cruzi infection study: evidence for vector-borne transmission of the parasite that causes Chagas disease among United States blood donors. Transfusion 52, 1922-1930 (2012)"
16659,5,2009,6,2009,Triatoma protracta,Triatoma,vector,,1,Positive in genetic test,United States of America,point,Arizona-Sonora Desert Museum,32.24401,-111.16817,Google Maps,,,2014,"Klotz, S. A. et al. Free-roaming Kissing bugs, vectors of Chagas disease, feed often on humans in the southwest. Am. J. Med. 127, 421-426 (2014).",
16660,5,2009,6,2009,Triatoma rubida,Triatoma,vector,,1,Positive in genetic test,United States of America,point,Arizona-Sonora Desert Museum,32.24401,-111.16817,Google Maps,,,2014,"Klotz, S. A. et al. Free-roaming Kissing bugs, vectors of Chagas disease, feed often on humans in the southwest. Am. J. Med. 127, 421-426 (2014).",
16664,2,2010,9,2011,Triatoma spp.,Triatoma,vector,,1,Direct examination,Peru,point,Arequipa city,-16.40405,-71.53901,Google Maps,,,2014,"Levy, M. Z. et al. Urbanization, land tenure security and vector-borne Chagas disease. Proc. Biol. Sci. 281 (2014).",
16666,,,,,Rhodnius pictipes,Rhodnius,vector,247,1,Positive in genetic test,Brazil,point,Rio Ajua?,-1.72333,-48.88167,Paper,,,2014,"Lima, V. d. S. et al. Expanding the knowledge of the geographic distribution of Trypanosoma cruzi TcII and TcV/TcVI genotypes in the Brazilian Amazon. PLoS One 9 (2014).",
16667,,,,,Rhodnius pictipes,Rhodnius,vector,247,1,Positive in genetic test,Brazil,point,Val de Cans,-1.45583,-48.50444,Paper,,,2014,"Lima, V. d. S. et al. Expanding the knowledge of the geographic distribution of Trypanosoma cruzi TcII and TcV/TcVI genotypes in the Brazilian Amazon. PLoS One 9 (2014).",
16761,1,2010,1,2010,Mepraia spinolai,Mepraia,vector,,1,Positive in genetic test,Chile,point,Las Chinchillas National Reserve,-31.5,-71.1,Paper,,,2014,"Oda, E., Solari, A. & Botto-Mahan, C. Effects of mammal host diversity and density on the infection level of Trypanosoma cruzi in sylvatic kissing bugs. Med. Vet. Entomol. 28, 384-390 (2014).",
16799,2,2008,12,2008,Triatoma dimidiata,Triatoma,vector,45,1,Direct examination,Mexico,point,Chavarrillo,19.42528,-96.79139,Paper,,,2014,"Sandoval-Ruiz, C. A., Guevara, R. & Ibanez-Bernal, S. Household risk factors associated to infestation of Triatoma dimidiata, the Chagas disease vector in Central Region of Veracruz, Mexico. Salud Publica Mex. 56, 213-220 (2014).",
16800,1,2009,9,2009,Triatoma dimidiata,Triatoma,vector,54,1,Direct examination,Mexico,point,Chavarrillo,19.42528,-96.79139,Paper,,,2014,"Sandoval-Ruiz, C. A., Guevara, R. & Ibanez-Bernal, S. Household risk factors associated to infestation of Triatoma dimidiata, the Chagas disease vector in Central Region of Veracruz, Mexico. Salud Publica Mex. 56, 213-220 (2014).",
16801,2,2008,12,2008,Triatoma dimidiata,Triatoma,vector,34,1,Direct examination,Mexico,point,Soyacuautla,19.57611,-96.57778,Paper,,,2014,"Sandoval-Ruiz, C. A., Guevara, R. & Ibanez-Bernal, S. Household risk factors associated to infestation of Triatoma dimidiata, the Chagas disease vector in Central Region of Veracruz, Mexico. Salud Publica Mex. 56, 213-220 (2014).",
16802,1,2009,9,2009,Triatoma dimidiata,Triatoma,vector,29,1,Direct examination,Mexico,point,Soyacuautla,19.57611,-96.57778,Paper,,,2014,"Sandoval-Ruiz, C. A., Guevara, R. & Ibanez-Bernal, S. Household risk factors associated to infestation of Triatoma dimidiata, the Chagas disease vector in Central Region of Veracruz, Mexico. Salud Publica Mex. 56, 213-220 (2014).",
16803,2,2008,12,2008,Triatoma dimidiata,Triatoma,vector,7,0,Direct examination,Mexico,point,Arroyo Agrio,19.70556,-96.43083,Paper,,,2014,"Sandoval-Ruiz, C. A., Guevara, R. & Ibanez-Bernal, S. Household risk factors associated to infestation of Triatoma dimidiata, the Chagas disease vector in Central Region of Veracruz, Mexico. Salud Publica Mex. 56, 213-220 (2014).",
16804,1,2009,9,2009,Triatoma dimidiata,Triatoma,vector,55,1,Direct examination,Mexico,point,Arroyo Agrio,19.70556,-96.43083,Paper,,,2014,"Sandoval-Ruiz, C. A., Guevara, R. & Ibanez-Bernal, S. Household risk factors associated to infestation of Triatoma dimidiata, the Chagas disease vector in Central Region of Veracruz, Mexico. Salud Publica Mex. 56, 213-220 (2014).",
17140,5,2010,7,2013,Eratyrus mucronatus,Eratyrus,vector,,0,Direct examination,Brazil,point,Coari 1,-4.70978,-64.96189,Paper,,,2014,"Silva Monte, G. L., Tadei, W. P. & Farias, T. M. Ecoepidemiology and biology of Eratyrus mucronatus Stal, 1859 (Hemiptera: Reduviidae: Triatominae), a sylvatic vector of Chagas disease in the Brazilian Amazon. Rev. Soc. Bras. Med. Trop. 47, 723-727 (2014).",
17141,5,2010,7,2013,Eratyrus mucronatus,Eratyrus,vector,,0,Direct examination,Brazil,point,Coari 2,-4.86442,-65.33678,Paper,,,2014,"Silva Monte, G. L., Tadei, W. P. & Farias, T. M. Ecoepidemiology and biology of Eratyrus mucronatus Stal, 1859 (Hemiptera: Reduviidae: Triatominae), a sylvatic vector of Chagas disease in the Brazilian Amazon. Rev. Soc. Bras. Med. Trop. 47, 723-727 (2014).",
17142,5,2010,7,2013,Eratyrus mucronatus,Eratyrus,vector,,0,Direct examination,Brazil,point,Coari 3,-4.88061,-65.29019,Paper,,,2014,"Silva Monte, G. L., Tadei, W. P. & Farias, T. M. Ecoepidemiology and biology of Eratyrus mucronatus Stal, 1859 (Hemiptera: Reduviidae: Triatominae), a sylvatic vector of Chagas disease in the Brazilian Amazon. Rev. Soc. Bras. Med. Trop. 47, 723-727 (2014).",
17143,5,2010,7,2013,Eratyrus mucronatus,Eratyrus,vector,,0,Direct examination,Brazil,point,Coari 4,-4.92408,-65.32692,Paper,,,2014,"Silva Monte, G. L., Tadei, W. P. & Farias, T. M. Ecoepidemiology and biology of Eratyrus mucronatus Stal, 1859 (Hemiptera: Reduviidae: Triatominae), a sylvatic vector of Chagas disease in the Brazilian Amazon. Rev. Soc. Bras. Med. Trop. 47, 723-727 (2014).",
17144,5,2010,7,2013,Eratyrus mucronatus,Eratyrus,vector,,0,Direct examination,Brazil,point,Coari 5,-4.893,-65.33658,Paper,,,2014,"Silva Monte, G. L., Tadei, W. P. & Farias, T. M. Ecoepidemiology and biology of Eratyrus mucronatus Stal, 1859 (Hemiptera: Reduviidae: Triatominae), a sylvatic vector of Chagas disease in the Brazilian Amazon. Rev. Soc. Bras. Med. Trop. 47, 723-727 (2014).",
17202,6,2009,6,2010,Rhodnius ecuadoriensis,Rhodnius,vector,,1,Positive in genetic test,Ecuador,point,El Bejuco site 1,-0.96108,-80.33416,Supplementary materials,,,2015,"Costales, J. A. et al. Trypanosoma cruzi population dynamics in the Central Ecuadorian Coast. Acta Tropica 151, 88-93 (2015).",
17203,6,2009,6,2010,Rhodnius ecuadoriensis,Rhodnius,vector,,1,Positive in genetic test,Ecuador,point,El Bejuco site 2,-0.99259,-80.34805,Supplementary materials,,,2015,"Costales, J. A. et al. Trypanosoma cruzi population dynamics in the Central Ecuadorian Coast. Acta Tropica 151, 88-93 (2015).",
17204,6,2009,6,2010,Rhodnius ecuadoriensis,Rhodnius,vector,,1,Positive in genetic test,Ecuador,point,El Bejuco site 2,-0.99259,-80.34805,Supplementary materials,,,2015,"Costales, J. A. et al. Trypanosoma cruzi population dynamics in the Central Ecuadorian Coast. Acta Tropica 151, 88-93 (2015).",
17205,6,2009,6,2010,Rhodnius ecuadoriensis,Rhodnius,vector,,1,Positive in genetic test,Ecuador,point,El Bejuco site 3,-0.58375,-80.20841,Supplementary materials,,,2015,"Costales, J. A. et al. Trypanosoma cruzi population dynamics in the Central Ecuadorian Coast. Acta Tropica 151, 88-93 (2015).",
17206,6,2009,6,2009,Panstrongylus howardi,Panstrongylus,vector,,1,Positive in genetic test,Ecuador,point,El Bejuco site 4,-0.99,-80.34779,Supplementary materials,,,2015,"Costales, J. A. et al. Trypanosoma cruzi population dynamics in the Central Ecuadorian Coast. Acta Tropica 151, 88-93 (2015).",
17207,6,2009,6,2010,Rhodnius ecuadoriensis,Rhodnius,vector,,1,Positive in genetic test,Ecuador,point,El Bejuco site 5,-1.09259,-80.35203,Supplementary materials,,,2015,"Costales, J. A. et al. Trypanosoma cruzi population dynamics in the Central Ecuadorian Coast. Acta Tropica 151, 88-93 (2015).",
17208,6,2009,6,2010,Rhodnius ecuadoriensis,Rhodnius,vector,,1,Positive in genetic test,Ecuador,point,El Bejuco site 6,-0.97374,-80.34738,Supplementary materials,,,2015,"Costales, J. A. et al. Trypanosoma cruzi population dynamics in the Central Ecuadorian Coast. Acta Tropica 151, 88-93 (2015).",
17209,6,2009,6,2010,Rhodnius ecuadoriensis,Rhodnius,vector,,1,Positive in genetic test,Ecuador,point,El Bejuco site 7,-0.96087,-80.33102,Supplementary materials,,,2015,"Costales, J. A. et al. Trypanosoma cruzi population dynamics in the Central Ecuadorian Coast. Acta Tropica 151, 88-93 (2015).",
17210,,,,,Rhodnius ecuadoriensis,Rhodnius,vector,,1,Positive in genetic test,Ecuador,point,San Gabriel,-1.0127,-80.3792,Supplementary materials,,,2015,"Costales, J. A. et al. Trypanosoma cruzi population dynamics in the Central Ecuadorian Coast. Acta Tropica 151, 88-93 (2015).",
17211,,,,,Rhodnius ecuadoriensis,Rhodnius,vector,,1,Positive in genetic test,Ecuador,point,San Gabriel,-1.0127,-80.3792,Supplementary materials,,,2015,"Costales, J. A. et al. Trypanosoma cruzi population dynamics in the Central Ecuadorian Coast. Acta Tropica 151, 88-93 (2015).",
17212,,,,,Rhodnius ecuadoriensis,Rhodnius,vector,,1,Positive in genetic test,Ecuador,point,San Gabriel,-1.0127,-80.3792,Supplementary materials,,,2015,"Costales, J. A. et al. Trypanosoma cruzi population dynamics in the Central Ecuadorian Coast. Acta Tropica 151, 88-93 (2015).",
17213,,,,,Rhodnius ecuadoriensis,Rhodnius,vector,,1,Positive in genetic test,Ecuador,point,San Gabriel,-1.0127,-80.3792,Supplementary materials,,,2015,"Costales, J. A. et al. Trypanosoma cruzi population dynamics in the Central Ecuadorian Coast. Acta Tropica 151, 88-93 (2015).",
17214,,,,,Rhodnius ecuadoriensis,Rhodnius,vector,,1,Positive in genetic test,Ecuador,point,San Gregorio site 1,-1.03227,-80.23411,Supplementary materials,,,2015,"Costales, J. A. et al. Trypanosoma cruzi population dynamics in the Central Ecuadorian Coast. Acta Tropica 151, 88-93 (2015).",
17215,,,,,Rhodnius ecuadoriensis,Rhodnius,vector,,1,Positive in genetic test,Ecuador,point,San Gregorio site 2,-1.03577,-80.23262,Supplementary materials,,,2015,"Costales, J. A. et al. Trypanosoma cruzi population dynamics in the Central Ecuadorian Coast. Acta Tropica 151, 88-93 (2015).",
17216,,,,,Rhodnius ecuadoriensis,Rhodnius,vector,,1,Positive in genetic test,Ecuador,point,San Gregorio site 3,-1.0411,-80.23292,Supplementary materials,,,2015,"Costales, J. A. et al. Trypanosoma cruzi population dynamics in the Central Ecuadorian Coast. Acta Tropica 151, 88-93 (2015).",
17217,,,,,Rhodnius ecuadoriensis,Rhodnius,vector,,1,Positive in genetic test,Ecuador,point,Jesús María site 1,-1.02781,-80.22432,Supplementary materials,,,2015,"Costales, J. A. et al. Trypanosoma cruzi population dynamics in the Central Ecuadorian Coast. Acta Tropica 151, 88-93 (2015).",
17218,,,,,Rhodnius ecuadoriensis,Rhodnius,vector,,1,Positive in genetic test,Ecuador,point,Jesús María site 2,-1.02792,-80.22647,Supplementary materials,,,2015,"Costales, J. A. et al. Trypanosoma cruzi population dynamics in the Central Ecuadorian Coast. Acta Tropica 151, 88-93 (2015).",
17219,,,,,Panstrongylus howardi,Panstrongylus,vector,,1,Positive in genetic test,Ecuador,point,La Ciénaga,-1.01332,-80.21398,Supplementary materials,,,2015,"Costales, J. A. et al. Trypanosoma cruzi population dynamics in the Central Ecuadorian Coast. Acta Tropica 151, 88-93 (2015).",
17220,,,,,Rhodnius ecuadoriensis,Rhodnius,vector,,1,Positive in genetic test,Ecuador,point,Maconta Abajo,-1.08553,-80.40199,Supplementary materials,,,2015,"Costales, J. A. et al. Trypanosoma cruzi population dynamics in the Central Ecuadorian Coast. Acta Tropica 151, 88-93 (2015).",
17221,,,,,Rhodnius ecuadoriensis,Rhodnius,vector,,1,Positive in genetic test,Ecuador,point,Danzarín,-0.92985,-80.32927,Supplementary materials,,,2015,"Costales, J. A. et al. Trypanosoma cruzi population dynamics in the Central Ecuadorian Coast. Acta Tropica 151, 88-93 (2015).",
17222,,,,,Rhodnius ecuadoriensis,Rhodnius,vector,,1,Positive in genetic test,Ecuador,point,Danzarín,-0.92985,-80.32927,Supplementary materials,,,2015,"Costales, J. A. et al. Trypanosoma cruzi population dynamics in the Central Ecuadorian Coast. Acta Tropica 151, 88-93 (2015).",
17223,,,,,Rhodnius ecuadoriensis,Rhodnius,vector,,1,Positive in genetic test,Ecuador,point,Danzarín,-0.92985,-80.32927,Supplementary materials,,,2015,"Costales, J. A. et al. Trypanosoma cruzi population dynamics in the Central Ecuadorian Coast. Acta Tropica 151, 88-93 (2015).",
17224,,,,,Rhodnius ecuadoriensis,Rhodnius,vector,,1,Positive in genetic test,Ecuador,point,Tablada de algodón site 1,-0.96313,-80.19077,Supplementary materials,,,2015,"Costales, J. A. et al. Trypanosoma cruzi population dynamics in the Central Ecuadorian Coast. Acta Tropica 151, 88-93 (2015).",
17225,,,,,Rhodnius ecuadoriensis,Rhodnius,vector,,1,Positive in genetic test,Ecuador,point,Tablada de algodón site 2,-0.96773,-80.20023,Supplementary materials,,,2015,"Costales, J. A. et al. Trypanosoma cruzi population dynamics in the Central Ecuadorian Coast. Acta Tropica 151, 88-93 (2015).",
17226,,,,,Rhodnius ecuadoriensis,Rhodnius,vector,,1,Positive in genetic test,Ecuador,point,Tablada de algodón site 2,-0.96773,-80.20023,Supplementary materials,,,2015,"Costales, J. A. et al. Trypanosoma cruzi population dynamics in the Central Ecuadorian Coast. Acta Tropica 151, 88-93 (2015).",
17227,,,,,Rhodnius ecuadoriensis,Rhodnius,vector,,1,Positive in genetic test,Ecuador,point,Santa Rosa de palmas,-1.06016,-80.60496,Supplementary materials,,,2015,"Costales, J. A. et al. Trypanosoma cruzi population dynamics in the Central Ecuadorian Coast. Acta Tropica 151, 88-93 (2015).",
17228,6,2009,6,2010,Rhodnius ecuadoriensis,Rhodnius,vector,,1,Positive in genetic test,Ecuador,point,El Bejuco site 8,-0.96026,-80.33084,Supplementary materials,,,2015,"Costales, J. A. et al. Trypanosoma cruzi population dynamics in the Central Ecuadorian Coast. Acta Tropica 151, 88-93 (2015).",
17229,6,2009,6,2010,Rhodnius ecuadoriensis,Rhodnius,vector,,1,Positive in genetic test,Ecuador,point,El Bejuco site 8,-0.96026,-80.33084,Supplementary materials,,,2015,"Costales, J. A. et al. Trypanosoma cruzi population dynamics in the Central Ecuadorian Coast. Acta Tropica 151, 88-93 (2015).",
17230,6,2009,6,2010,Rhodnius ecuadoriensis,Rhodnius,vector,,1,Positive in genetic test,Ecuador,point,El Bejuco site 5,-1.09259,-80.35203,Supplementary materials,,,2015,"Costales, J. A. et al. Trypanosoma cruzi population dynamics in the Central Ecuadorian Coast. Acta Tropica 151, 88-93 (2015).",
17231,6,2009,6,2010,Rhodnius ecuadoriensis,Rhodnius,vector,,1,Positive in genetic test,Ecuador,point,El Bejuco site 9,-0.96137,-80.33522,Supplementary materials,,,2015,"Costales, J. A. et al. Trypanosoma cruzi population dynamics in the Central Ecuadorian Coast. Acta Tropica 151, 88-93 (2015).",
17232,6,2009,6,2010,Rhodnius ecuadoriensis,Rhodnius,vector,,1,Positive in genetic test,Ecuador,point,El Bejuco site 5,-1.09259,-80.35203,Supplementary materials,,,2015,"Costales, J. A. et al. Trypanosoma cruzi population dynamics in the Central Ecuadorian Coast. Acta Tropica 151, 88-93 (2015).",
17233,6,2009,6,2010,Rhodnius ecuadoriensis,Rhodnius,vector,,1,Positive in genetic test,Ecuador,point,El Bejuco site 5,-1.09259,-80.35203,Supplementary materials,,,2015,"Costales, J. A. et al. Trypanosoma cruzi population dynamics in the Central Ecuadorian Coast. Acta Tropica 151, 88-93 (2015).",
17234,6,2009,6,2010,Rhodnius ecuadoriensis,Rhodnius,vector,,1,Positive in genetic test,Ecuador,point,El Bejuco site 5,-1.09259,-80.35203,Supplementary materials,,,2015,"Costales, J. A. et al. Trypanosoma cruzi population dynamics in the Central Ecuadorian Coast. Acta Tropica 151, 88-93 (2015).",
17235,,,,,Rhodnius ecuadoriensis,Rhodnius,vector,,1,Positive in genetic test,Ecuador,point,Danzarín site 1,-0.92852,-80.32955,Supplementary materials,,,2015,"Costales, J. A. et al. Trypanosoma cruzi population dynamics in the Central Ecuadorian Coast. Acta Tropica 151, 88-93 (2015).",
17236,,,,,Rhodnius ecuadoriensis,Rhodnius,vector,,1,Positive in genetic test,Ecuador,point,Danzarín site 2,-0.9322,-80.32818,Supplementary materials,,,2015,"Costales, J. A. et al. Trypanosoma cruzi population dynamics in the Central Ecuadorian Coast. Acta Tropica 151, 88-93 (2015).",
17237,,,,,Rhodnius ecuadoriensis,Rhodnius,vector,,1,Positive in genetic test,Ecuador,point,Tablada de algodón site 2,-0.9903,-80.2074,Supplementary materials,,,2015,"Costales, J. A. et al. Trypanosoma cruzi population dynamics in the Central Ecuadorian Coast. Acta Tropica 151, 88-93 (2015).",
17238,,,,,Rhodnius ecuadoriensis,Rhodnius,vector,,1,Positive in genetic test,Ecuador,point,Tablada de algodón site 2,-0.9903,-80.2074,Supplementary materials,,,2015,"Costales, J. A. et al. Trypanosoma cruzi population dynamics in the Central Ecuadorian Coast. Acta Tropica 151, 88-93 (2015).",
17239,,,,,Rhodnius ecuadoriensis,Rhodnius,vector,,1,Positive in genetic test,Ecuador,point,Tablada de algodón site 3,-0.9932,-80.203,Supplementary materials,,,2015,"Costales, J. A. et al. Trypanosoma cruzi population dynamics in the Central Ecuadorian Coast. Acta Tropica 151, 88-93 (2015).",
17240,,,,,Rhodnius ecuadoriensis,Rhodnius,vector,,1,Positive in genetic test,Ecuador,point,Tablada de algodón site 3,-0.9932,-80.203,Supplementary materials,,,2015,"Costales, J. A. et al. Trypanosoma cruzi population dynamics in the Central Ecuadorian Coast. Acta Tropica 151, 88-93 (2015).",
