ID,Start_month,Start_year,End_month,End_year,Host,Community,Lower_age,Upper_age,N_occurrence,Presence/absence,Diagnosis,Country,Geometry_type,Site_name_1,Latitude_1,Longitude_1,Coordinate_source_1,Site_name_2,Latitude_2,Longitude_2,Coordinate_source_2,Site_name_3,Latitude_3,Longitude_3,Coordinate_source_3,Site_name_4,Latitude_4,Longitude_4,Coordinate_source_4,Admin2_1,Admin1_1,Publication_year,Source_1,Source_2
2972,3,2004,3,2004,Homo sapiens,pregnant women and children ?7 months,0,49,2,0,Positive in one serological test,Bolivia,point,Canon El Sause,,,,,,,,,,,,,,,,40539,,,"Brutus, L. & Chippaux, J.-P. (2015) personal communication","Romero, M. et al. Door-to-door screening as a strategy for the detection of congenital Chagas disease in rural Bolivia. Trop. Med. Int. Health 16, 562-569 (2011)."
2973,3,2004,3,2004,Homo sapiens,pregnant women and children ?7 months,0,49,5,1,Positive in one serological test,Bolivia,point,Canon Ondo,,,,,,,,,,,,,,,,40539,,,"Brutus, L. & Chippaux, J.-P. (2015) personal communication","Romero, M. et al. Door-to-door screening as a strategy for the detection of congenital Chagas disease in rural Bolivia. Trop. Med. Int. Health 16, 562-569 (2011)."
2974,3,2004,3,2004,Homo sapiens,pregnant women and children ?7 months,0,49,1,1,Positive in one serological test,Bolivia,point,Canta Del Agua,,,,,,,,,,,,,,,,40539,,,"Brutus, L. & Chippaux, J.-P. (2015) personal communication","Romero, M. et al. Door-to-door screening as a strategy for the detection of congenital Chagas disease in rural Bolivia. Trop. Med. Int. Health 16, 562-569 (2011)."
2975,3,2004,3,2004,Homo sapiens,pregnant women and children ?7 months,0,49,6,1,Positive in one serological test,Bolivia,point,Canto Del Agua,-21.65354,-63.72653,GeoNames,,,,,,,,,,,,,,,,"Brutus, L. & Chippaux, J.-P. (2015) personal communication","Romero, M. et al. Door-to-door screening as a strategy for the detection of congenital Chagas disease in rural Bolivia. Trop. Med. Int. Health 16, 562-569 (2011)."
2976,3,2004,3,2004,Homo sapiens,pregnant women and children ?7 months,0,49,2,1,Positive in one serological test,Bolivia,point,Capiazuty,-21.6098,-63.69175,GeoNames,,,,,,,,,,,,,,,,"Brutus, L. & Chippaux, J.-P. (2015) personal communication","Romero, M. et al. Door-to-door screening as a strategy for the detection of congenital Chagas disease in rural Bolivia. Trop. Med. Int. Health 16, 562-569 (2011)."
2977,3,2004,3,2004,Homo sapiens,pregnant women and children ?7 months,0,49,45,1,Positive in one serological test,Bolivia,point,Carapari,-21.82849,-63.74281,GeoNames,,,,,,,,,,,,,,,,"Brutus, L. & Chippaux, J.-P. (2015) personal communication","Romero, M. et al. Door-to-door screening as a strategy for the detection of congenital Chagas disease in rural Bolivia. Trop. Med. Int. Health 16, 562-569 (2011)."
2978,3,2004,3,2004,Homo sapiens,pregnant women and children ?7 months,0,49,2,1,Positive in one serological test,Bolivia,point,Chinchila,,,,,,,,,,,,,,,,40539,,,"Brutus, L. & Chippaux, J.-P. (2015) personal communication","Romero, M. et al. Door-to-door screening as a strategy for the detection of congenital Chagas disease in rural Bolivia. Trop. Med. Int. Health 16, 562-569 (2011)."
2979,3,2004,3,2004,Homo sapiens,pregnant women and children ?7 months,0,49,2,1,Positive in one serological test,Bolivia,point,Chiquerito,,,,,,,,,,,,,,,,40539,,,"Brutus, L. & Chippaux, J.-P. (2015) personal communication","Romero, M. et al. Door-to-door screening as a strategy for the detection of congenital Chagas disease in rural Bolivia. Trop. Med. Int. Health 16, 562-569 (2011)."
2980,3,2004,3,2004,Homo sapiens,pregnant women and children ?7 months,0,49,1,1,Positive in one serological test,Bolivia,point,Chirimollar,-21.7906,-63.48812,Google Maps,,,,,,,,,,,,,,,,"Brutus, L. & Chippaux, J.-P. (2015) personal communication","Romero, M. et al. Door-to-door screening as a strategy for the detection of congenital Chagas disease in rural Bolivia. Trop. Med. Int. Health 16, 562-569 (2011)."
2981,3,2004,3,2004,Homo sapiens,pregnant women and children ?7 months,0,49,2,1,Positive in one serological test,Bolivia,point,Choere,,,,,,,,,,,,,,,,40539,,,"Brutus, L. & Chippaux, J.-P. (2015) personal communication","Romero, M. et al. Door-to-door screening as a strategy for the detection of congenital Chagas disease in rural Bolivia. Trop. Med. Int. Health 16, 562-569 (2011)."
2982,3,2004,3,2004,Homo sapiens,pregnant women and children ?7 months,0,49,2,1,Positive in one serological test,Bolivia,point,Cortaderal,-21.58337,-63.50043,Google Maps,,,,,,,,,,,,,,,,"Brutus, L. & Chippaux, J.-P. (2015) personal communication","Romero, M. et al. Door-to-door screening as a strategy for the detection of congenital Chagas disease in rural Bolivia. Trop. Med. Int. Health 16, 562-569 (2011)."
2983,3,2004,3,2004,Homo sapiens,pregnant women and children ?7 months,0,49,2,1,Positive in one serological test,Bolivia,point,El Atajau,,,,,,,,,,,,,,,,40539,,,"Brutus, L. & Chippaux, J.-P. (2015) personal communication","Romero, M. et al. Door-to-door screening as a strategy for the detection of congenital Chagas disease in rural Bolivia. Trop. Med. Int. Health 16, 562-569 (2011)."
2984,3,2004,3,2004,Homo sapiens,pregnant women and children ?7 months,0,49,3,1,Positive in one serological test,Bolivia,point,El Chorro,,,,,,,,,,,,,,,,40539,,,"Brutus, L. & Chippaux, J.-P. (2015) personal communication","Romero, M. et al. Door-to-door screening as a strategy for the detection of congenital Chagas disease in rural Bolivia. Trop. Med. Int. Health 16, 562-569 (2011)."
2985,3,2004,3,2004,Homo sapiens,pregnant women and children ?7 months,0,49,11,1,Positive in one serological test,Bolivia,point,El Comun,,,,,,,,,,,,,,,,40539,,,"Brutus, L. & Chippaux, J.-P. (2015) personal communication","Romero, M. et al. Door-to-door screening as a strategy for the detection of congenital Chagas disease in rural Bolivia. Trop. Med. Int. Health 16, 562-569 (2011)."
2986,3,2004,3,2004,Homo sapiens,pregnant women and children ?7 months,0,49,2,1,Positive in one serological test,Bolivia,point,El Salao,,,,,,,,,,,,,,,,40539,,,"Brutus, L. & Chippaux, J.-P. (2015) personal communication","Romero, M. et al. Door-to-door screening as a strategy for the detection of congenital Chagas disease in rural Bolivia. Trop. Med. Int. Health 16, 562-569 (2011)."
2987,3,2004,3,2004,Homo sapiens,pregnant women and children ?7 months,0,49,8,1,Positive in one serological test,Bolivia,point,Fuerte Viejo,,,,,,,,,,,,,,,,40539,,,"Brutus, L. & Chippaux, J.-P. (2015) personal communication","Romero, M. et al. Door-to-door screening as a strategy for the detection of congenital Chagas disease in rural Bolivia. Trop. Med. Int. Health 16, 562-569 (2011)."
2988,3,2004,3,2004,Homo sapiens,pregnant women and children ?7 months,0,49,3,1,Positive in one serological test,Bolivia,point,Iniguacito,,,,,,,,,,,,,,,,40539,,,"Brutus, L. & Chippaux, J.-P. (2015) personal communication","Romero, M. et al. Door-to-door screening as a strategy for the detection of congenital Chagas disease in rural Bolivia. Trop. Med. Int. Health 16, 562-569 (2011)."
2989,3,2004,3,2004,Homo sapiens,pregnant women and children ?7 months,0,49,1,1,Positive in one serological test,Bolivia,point,Isiri,,,,,,,,,,,,,,,,40539,,,"Brutus, L. & Chippaux, J.-P. (2015) personal communication","Romero, M. et al. Door-to-door screening as a strategy for the detection of congenital Chagas disease in rural Bolivia. Trop. Med. Int. Health 16, 562-569 (2011)."
2990,3,2004,3,2004,Homo sapiens,pregnant women and children ?7 months,0,49,10,1,Positive in one serological test,Bolivia,point,Itaperenda,-21.93103,-63.77415,Google Maps,,,,,,,,,,,,,,,,"Brutus, L. & Chippaux, J.-P. (2015) personal communication","Romero, M. et al. Door-to-door screening as a strategy for the detection of congenital Chagas disease in rural Bolivia. Trop. Med. Int. Health 16, 562-569 (2011)."
2991,3,2004,3,2004,Homo sapiens,pregnant women and children ?7 months,0,49,8,1,Positive in one serological test,Bolivia,point,Itau,-21.70247,-63.88146,GeoNames,,,,,,,,,,,,,,,,"Brutus, L. & Chippaux, J.-P. (2015) personal communication","Romero, M. et al. Door-to-door screening as a strategy for the detection of congenital Chagas disease in rural Bolivia. Trop. Med. Int. Health 16, 562-569 (2011)."
2992,3,2004,3,2004,Homo sapiens,pregnant women and children ?7 months,0,49,1,1,Positive in one serological test,Bolivia,point,La Abra,,,,,,,,,,,,,,,,40539,,,"Brutus, L. & Chippaux, J.-P. (2015) personal communication","Romero, M. et al. Door-to-door screening as a strategy for the detection of congenital Chagas disease in rural Bolivia. Trop. Med. Int. Health 16, 562-569 (2011)."
2993,3,2004,3,2004,Homo sapiens,pregnant women and children ?7 months,0,49,3,1,Positive in one serological test,Bolivia,point,Lagunitas,,,,,,,,,,,,,,,,40539,,,"Brutus, L. & Chippaux, J.-P. (2015) personal communication","Romero, M. et al. Door-to-door screening as a strategy for the detection of congenital Chagas disease in rural Bolivia. Trop. Med. Int. Health 16, 562-569 (2011)."
2994,3,2004,3,2004,Homo sapiens,pregnant women and children ?7 months,0,49,10,1,Positive in one serological test,Bolivia,point,Laime,,,,,,,,,,,,,,,,40539,,,"Brutus, L. & Chippaux, J.-P. (2015) personal communication","Romero, M. et al. Door-to-door screening as a strategy for the detection of congenital Chagas disease in rural Bolivia. Trop. Med. Int. Health 16, 562-569 (2011)."
2995,3,2004,3,2004,Homo sapiens,pregnant women and children ?7 months,0,49,2,1,Positive in one serological test,Bolivia,point,Las Juntas,,,,,,,,,,,,,,,,40539,,,"Brutus, L. & Chippaux, J.-P. (2015) personal communication","Romero, M. et al. Door-to-door screening as a strategy for the detection of congenital Chagas disease in rural Bolivia. Trop. Med. Int. Health 16, 562-569 (2011)."
2996,3,2004,3,2004,Homo sapiens,pregnant women and children ?7 months,0,49,3,1,Positive in one serological test,Bolivia,point,Las Tipas,,,,,,,,,,,,,,,,40539,,,"Brutus, L. & Chippaux, J.-P. (2015) personal communication","Romero, M. et al. Door-to-door screening as a strategy for the detection of congenital Chagas disease in rural Bolivia. Trop. Med. Int. Health 16, 562-569 (2011)."
2997,3,2004,3,2004,Homo sapiens,pregnant women and children ?7 months,0,49,20,1,Positive in one serological test,Bolivia,point,Loma Alta,-21.88398,-63.77347,GeoNames,,,,,,,,,,,,,,,,"Brutus, L. & Chippaux, J.-P. (2015) personal communication","Romero, M. et al. Door-to-door screening as a strategy for the detection of congenital Chagas disease in rural Bolivia. Trop. Med. Int. Health 16, 562-569 (2011)."
2998,3,2004,3,2004,Homo sapiens,pregnant women and children ?7 months,0,49,4,1,Positive in one serological test,Bolivia,point,Manantial,,,,,,,,,,,,,,,,40539,,,"Brutus, L. & Chippaux, J.-P. (2015) personal communication","Romero, M. et al. Door-to-door screening as a strategy for the detection of congenital Chagas disease in rural Bolivia. Trop. Med. Int. Health 16, 562-569 (2011)."
2999,3,2004,3,2004,Homo sapiens,pregnant women and children ?7 months,0,49,3,1,Positive in one serological test,Bolivia,point,Mesada 1,,,,,,,,,,,,,,,,40539,,,"Brutus, L. & Chippaux, J.-P. (2015) personal communication","Romero, M. et al. Door-to-door screening as a strategy for the detection of congenital Chagas disease in rural Bolivia. Trop. Med. Int. Health 16, 562-569 (2011)."
3000,3,2004,3,2004,Homo sapiens,pregnant women and children ?7 months,0,49,2,0,Positive in one serological test,Bolivia,point,Mesada 2,,,,,,,,,,,,,,,,40539,,,"Brutus, L. & Chippaux, J.-P. (2015) personal communication","Romero, M. et al. Door-to-door screening as a strategy for the detection of congenital Chagas disease in rural Bolivia. Trop. Med. Int. Health 16, 562-569 (2011)."
3001,3,2004,3,2004,Homo sapiens,pregnant women and children ?7 months,0,49,3,1,Positive in one serological test,Bolivia,point,Molino Viejo,,,,,,,,,,,,,,,,40539,,,"Brutus, L. & Chippaux, J.-P. (2015) personal communication","Romero, M. et al. Door-to-door screening as a strategy for the detection of congenital Chagas disease in rural Bolivia. Trop. Med. Int. Health 16, 562-569 (2011)."
3002,3,2004,3,2004,Homo sapiens,pregnant women and children ?7 months,0,49,4,1,Positive in one serological test,Bolivia,point,Nacahuazu,,,,,,,,,,,,,,,,40539,,,"Brutus, L. & Chippaux, J.-P. (2015) personal communication","Romero, M. et al. Door-to-door screening as a strategy for the detection of congenital Chagas disease in rural Bolivia. Trop. Med. Int. Health 16, 562-569 (2011)."
3003,3,2004,3,2004,Homo sapiens,pregnant women and children ?7 months,0,49,5,1,Positive in one serological test,Bolivia,point,Nazareno,-21.63328,-63.68342,Google Maps,,,,,,,,,,,,,,,,"Brutus, L. & Chippaux, J.-P. (2015) personal communication","Romero, M. et al. Door-to-door screening as a strategy for the detection of congenital Chagas disease in rural Bolivia. Trop. Med. Int. Health 16, 562-569 (2011)."
3004,3,2004,3,2004,Homo sapiens,pregnant women and children ?7 months,0,49,1,0,Positive in one serological test,Bolivia,point,Pozo Largo,,,,,,,,,,,,,,,,40539,,,"Brutus, L. & Chippaux, J.-P. (2015) personal communication","Romero, M. et al. Door-to-door screening as a strategy for the detection of congenital Chagas disease in rural Bolivia. Trop. Med. Int. Health 16, 562-569 (2011)."
3005,3,2004,3,2004,Homo sapiens,pregnant women and children ?7 months,0,49,3,1,Positive in one serological test,Bolivia,point,Quebrada Saladillo,,,,,,,,,,,,,,,,40539,,,"Brutus, L. & Chippaux, J.-P. (2015) personal communication","Romero, M. et al. Door-to-door screening as a strategy for the detection of congenital Chagas disease in rural Bolivia. Trop. Med. Int. Health 16, 562-569 (2011)."
3006,3,2004,3,2004,Homo sapiens,pregnant women and children ?7 months,0,49,2,0,Positive in one serological test,Bolivia,point,Rio Negro,-21.94995,-63.95092,Google Maps,,,,,,,,,,,,,,,,"Brutus, L. & Chippaux, J.-P. (2015) personal communication","Romero, M. et al. Door-to-door screening as a strategy for the detection of congenital Chagas disease in rural Bolivia. Trop. Med. Int. Health 16, 562-569 (2011)."
3007,3,2004,3,2004,Homo sapiens,pregnant women and children ?7 months,0,49,3,1,Positive in one serological test,Bolivia,point,Saladillo,-21.67837,-63.72503,GeoNames,,,,,,,,,,,,,,,,"Brutus, L. & Chippaux, J.-P. (2015) personal communication","Romero, M. et al. Door-to-door screening as a strategy for the detection of congenital Chagas disease in rural Bolivia. Trop. Med. Int. Health 16, 562-569 (2011)."
3008,3,2004,3,2004,Homo sapiens,pregnant women and children ?7 months,0,49,8,1,Positive in one serological test,Bolivia,point,Salitral,-21.78998,-63.89858,GeoNames,,,,,,,,,,,,,,,,"Brutus, L. & Chippaux, J.-P. (2015) personal communication","Romero, M. et al. Door-to-door screening as a strategy for the detection of congenital Chagas disease in rural Bolivia. Trop. Med. Int. Health 16, 562-569 (2011)."
3009,3,2004,3,2004,Homo sapiens,pregnant women and children ?7 months,0,49,13,1,Positive in one serological test,Bolivia,point,San Alberto,-21.90934,-63.80687,GeoNames,,,,,,,,,,,,,,,,"Brutus, L. & Chippaux, J.-P. (2015) personal communication","Romero, M. et al. Door-to-door screening as a strategy for the detection of congenital Chagas disease in rural Bolivia. Trop. Med. Int. Health 16, 562-569 (2011)."
3010,3,2004,3,2004,Homo sapiens,pregnant women and children ?7 months,0,49,5,1,Positive in one serological test,Bolivia,point,San Antonio,-21.41667,-63.51667,GeoNames,,,,,,,,,,,,,,,,"Brutus, L. & Chippaux, J.-P. (2015) personal communication","Romero, M. et al. Door-to-door screening as a strategy for the detection of congenital Chagas disease in rural Bolivia. Trop. Med. Int. Health 16, 562-569 (2011)."
3011,3,2004,3,2004,Homo sapiens,pregnant women and children ?7 months,0,49,5,1,Positive in one serological test,Bolivia,point,San Martin,-21.78333,-63.76667,GeoNames,,,,,,,,,,,,,,,,"Brutus, L. & Chippaux, J.-P. (2015) personal communication","Romero, M. et al. Door-to-door screening as a strategy for the detection of congenital Chagas disease in rural Bolivia. Trop. Med. Int. Health 16, 562-569 (2011)."
3012,3,2004,3,2004,Homo sapiens,pregnant women and children ?7 months,0,49,2,1,Positive in one serological test,Bolivia,point,San Miguel,,,,,,,,,,,,,,,,40539,,,"Brutus, L. & Chippaux, J.-P. (2015) personal communication","Romero, M. et al. Door-to-door screening as a strategy for the detection of congenital Chagas disease in rural Bolivia. Trop. Med. Int. Health 16, 562-569 (2011)."
3013,3,2004,3,2004,Homo sapiens,pregnant women and children ?7 months,0,49,1,1,Positive in one serological test,Bolivia,point,San Nicolas,,,,,,,,,,,,,,,,40539,,,"Brutus, L. & Chippaux, J.-P. (2015) personal communication","Romero, M. et al. Door-to-door screening as a strategy for the detection of congenital Chagas disease in rural Bolivia. Trop. Med. Int. Health 16, 562-569 (2011)."
3014,3,2004,3,2004,Homo sapiens,pregnant women and children ?7 months,0,49,7,1,Positive in one serological test,Bolivia,point,Santa Rosa,,,,,,,,,,,,,,,,40539,,,"Brutus, L. & Chippaux, J.-P. (2015) personal communication","Romero, M. et al. Door-to-door screening as a strategy for the detection of congenital Chagas disease in rural Bolivia. Trop. Med. Int. Health 16, 562-569 (2011)."
3015,3,2004,3,2004,Homo sapiens,pregnant women and children ?7 months,0,49,2,1,Positive in one serological test,Bolivia,point,Sausalito,-21.96708,-63.86594,Google Maps,,,,,,,,,,,,,,,,"Brutus, L. & Chippaux, J.-P. (2015) personal communication","Romero, M. et al. Door-to-door screening as a strategy for the detection of congenital Chagas disease in rural Bolivia. Trop. Med. Int. Health 16, 562-569 (2011)."
3016,3,2004,3,2004,Homo sapiens,pregnant women and children ?7 months,0,49,1,0,Positive in one serological test,Bolivia,point,Sidras,,,,,,,,,,,,,,,,40539,,,"Brutus, L. & Chippaux, J.-P. (2015) personal communication","Romero, M. et al. Door-to-door screening as a strategy for the detection of congenital Chagas disease in rural Bolivia. Trop. Med. Int. Health 16, 562-569 (2011)."
3017,3,2004,3,2004,Homo sapiens,pregnant women and children ?7 months,0,49,4,1,Positive in one serological test,Bolivia,point,Taquitos,,,,,,,,,,,,,,,,40539,,,"Brutus, L. & Chippaux, J.-P. (2015) personal communication","Romero, M. et al. Door-to-door screening as a strategy for the detection of congenital Chagas disease in rural Bolivia. Trop. Med. Int. Health 16, 562-569 (2011)."
3018,3,2004,3,2004,Homo sapiens,pregnant women and children ?7 months,0,49,4,1,Positive in one serological test,Bolivia,point,Timboy,-21.55287,-63.57063,GeoNames,,,,,,,,,,,,,,,,"Brutus, L. & Chippaux, J.-P. (2015) personal communication","Romero, M. et al. Door-to-door screening as a strategy for the detection of congenital Chagas disease in rural Bolivia. Trop. Med. Int. Health 16, 562-569 (2011)."
3019,3,2004,3,2004,Homo sapiens,pregnant women and children ?7 months,0,49,1,1,Positive in one serological test,Bolivia,point,Yacunda,-21.91073,-63.9087,GeoNames,,,,,,,,,,,,,,,,"Brutus, L. & Chippaux, J.-P. (2015) personal communication","Romero, M. et al. Door-to-door screening as a strategy for the detection of congenital Chagas disease in rural Bolivia. Trop. Med. Int. Health 16, 562-569 (2011)."
3020,3,2004,3,2004,Homo sapiens,pregnant women and children ?7 months,0,49,2,1,Positive in one serological test,Bolivia,point,Zapatera Norte,-21.19019,-63.76369,GeoNames,,,,,,,,,,,,,,,,"Brutus, L. & Chippaux, J.-P. (2015) personal communication","Romero, M. et al. Door-to-door screening as a strategy for the detection of congenital Chagas disease in rural Bolivia. Trop. Med. Int. Health 16, 562-569 (2011)."
16336,,,,,Homo sapiens,,1,91,,0,Positive in two independent serological tests,Colombia,point,Mompos (urban),9.24015,-74.4245,Google Maps,,,,,,,,,,,,,,,2014,"Cantillo-Barraza, O., Chaverra, D., Marcet, P., Arboleda-Sanchez, S. & Triana-Chavez, O. Trypanosoma cruzi transmission in a Colombian Caribbean region suggests that secondary vectors play an important epidemiological role. Parasites & Vectors 7 (2014).",
16337,,,,,Homo sapiens,,1,91,,0,Positive in two independent serological tests,Colombia,polygon,Cicuco,,,,,,,,,,,,,,,,13505,,2014,"Cantillo-Barraza, O., Chaverra, D., Marcet, P., Arboleda-Sanchez, S. & Triana-Chavez, O. Trypanosoma cruzi transmission in a Colombian Caribbean region suggests that secondary vectors play an important epidemiological role. Parasites & Vectors 7 (2014).",
16638,12,2008,3,2009,Homo sapiens,mothers of the children sampled,15,59,160,1,Positive in two independent serological tests,Mexico,point,Sudzal,20.87246,-88.98889,GeoNames,,,,,,,,,,,,,,,2014,"Gamboa-Leon, R. et al. Seroprevalence of Trypanosoma cruzi among mothers and children in rural Mayan communities and associated reproductive outcomes. Am. J. Trop. Med. Hyg. 91, 348-353 (2014).",
16640,12,2008,3,2009,Homo sapiens,mothers of the children sampled,15,59,230,1,Positive in two independent serological tests,Mexico,point,Teya,20.93647,-89.52038,GeoNames,,,,,,,,,,,,,,,2014,"Gamboa-Leon, R. et al. Seroprevalence of Trypanosoma cruzi among mothers and children in rural Mayan communities and associated reproductive outcomes. Am. J. Trop. Med. Hyg. 91, 348-353 (2014).",
16652,3,2012,3,2012,Homo sapiens,,34,34,1,1,Positive in genetic test,Colombia,point,Cesar,,,,,,,,,,,,,,,,,945,2014,"Hernandez, C. et al. Chagas disease (Trypanosoma cruzi) and HIV co-infection in Colombia. Int. J. Infect. Dis. 26, 146-148 (2014).",
16653,6,2006,6,2006,Homo sapiens,,74,74,1,1,Positive in two independent serological tests and hemoculture and genetic test,United States of America,point,New Orleans,,,,,,,,,,,,,,,,29826,,2014,"Klotz, S. A., Dorn, P. L., Mosbacher, M. & Schmidt, J. O. Kissing bugs in the United States: risk for vector-borne disease in humans. Environ. Health Insights 8, 49-59 (2014).","Dorn, P. L. et al. Autochthonous transmission of Trypanosoma cruzi, Louisiana. Emerg. Infect. Dis. 13, 605–607 (2007)"
16656,,2007,,2007,Homo sapiens,,44,44,1,1,Positive in three independent serological tests,United States of America,point,Mississippi,,,,,,,,,,,,,,,,,3238,2014,"Klotz, S. A., Dorn, P. L., Mosbacher, M. & Schmidt, J. O. Kissing bugs in the United States: risk for vector-borne disease in humans. Environ. Health Insights 8, 49-59 (2014).","Cantey, P. T. et al. The United States Trypanosoma cruzi infection study: evidence for vector-borne transmission of the parasite that causes Chagas disease among United States blood donors. Transfusion 52, 1922-1930 (2012)"
16670,,,,,Homo sapiens,chronic patients and controls,21,83,,1,Positive in two independent serological tests,Colombia,polygon,Casanare,,,,,,,,,,,,,,,,,943,2014,"Llano, M. et al. Preliminary evaluation of the commercial kit Chagas (Trypanosoma cruzi) IgG-ELISA (R) in Colombian individuals. Biomedica 34, 228-236 (2014).",
16671,,,,,Homo sapiens,chronic patients and controls,21,83,,1,Positive in two independent serological tests,Colombia,polygon,Boyaca,,,,,,,,,,,,,,,,,939,2014,"Llano, M. et al. Preliminary evaluation of the commercial kit Chagas (Trypanosoma cruzi) IgG-ELISA (R) in Colombian individuals. Biomedica 34, 228-236 (2014).",
16672,,,,,Homo sapiens,chronic patients and controls,21,83,,1,Positive in two independent serological tests,Colombia,polygon,Meta,,,,,,,,,,,,,,,,,954,2014,"Llano, M. et al. Preliminary evaluation of the commercial kit Chagas (Trypanosoma cruzi) IgG-ELISA (R) in Colombian individuals. Biomedica 34, 228-236 (2014).",
16673,,,,,Homo sapiens,chronic patients and controls,21,83,,1,Positive in two independent serological tests,Colombia,polygon,Santander,,,,,,,,,,,,,,,,,961,2014,"Llano, M. et al. Preliminary evaluation of the commercial kit Chagas (Trypanosoma cruzi) IgG-ELISA (R) in Colombian individuals. Biomedica 34, 228-236 (2014).",
16674,,,,,Homo sapiens,chronic patients and controls,21,83,,1,Positive in two independent serological tests,Colombia,polygon,Norte De Santander,,,,,,,,,,,,,,,,,956,2014,"Llano, M. et al. Preliminary evaluation of the commercial kit Chagas (Trypanosoma cruzi) IgG-ELISA (R) in Colombian individuals. Biomedica 34, 228-236 (2014).",
16676,,2007,,2011,Homo sapiens,,0,99,,1,Mixed,Mexico,polygon,Morelos,,,,,,,,,,,,,,,,,1006357,2014,"Manne-Goehler, J., Ramsey, J. M., Ocampo Salgado, M., Wirtz, V. J. & Reich, M. R. Short report: Increasing access to treatment for Chagas disease: The Case of Morelos, Mexico. Am. J. Trop. Med. Hyg. 91, 1125-1127 (2014).",
16709,9,2009,9,2010,Homo sapiens,,0,99,17,1,Positive in two independent serological tests,Peru,point,La Joya,-16.74106,-71.87872,Google Maps,,,,,,,,,,,,,,,2014,"Martin, D. L. et al. Regional variation in the correlation of antibody and T-cell responses to Trypanosoma cruzi. Am. J. Trop. Med. Hyg. 90, 1074-1081 (2014).",
16710,9,2009,9,2010,Homo sapiens,,0,99,68,1,Positive in two independent serological tests,Peru,point,Arequipa,-16.39889,-71.535,GeoNames,,,,,,,,,,,,,,,2014,"Martin, D. L. et al. Regional variation in the correlation of antibody and T-cell responses to Trypanosoma cruzi. Am. J. Trop. Med. Hyg. 90, 1074-1081 (2014).",
16743,,,,,Homo sapiens,occupants of poorly built houses/mother with Chagas,0,99,241,1,Positive in two independent serological tests,Argentina,polygon,Santa Fe,,,,,,,,,,,,,,,,,449,2014,"Mendicino, D. et al. Diagnostic reliability of an immunochromatographic test for Chagas disease screening at a primary health care centre in a rural endemic area. Mem. Inst. Oswaldo Cruz 109, 984-988 (2014).",
16744,7,2003,12,2004,Homo sapiens,,0,99,,1,Positive in two independent serological tests,Peru,polygon,Utcubamba,,,,,,,,,,,,,,,,1012041,,2014,"Minaya-Gomez, G., Vargas-Apaza, S., Monteza-Zuloeta, Y., Purisaca-Morante, E. & Delgado-Diaz, F. Specificity of the intradermal Montenegro test in patients infected by Trypanosoma cruzi from different regions of Peru. Rev. Peru Med. Exp. Salud Publica 31, 278-281 (2014).",
16745,7,2003,12,2004,Homo sapiens,,0,99,,1,Positive in two independent serological tests,Peru,point,Cajaruro,-5.73639,-78.42556,GeoNames,,,,,,,,,,,,,,,2014,"Minaya-Gomez, G., Vargas-Apaza, S., Monteza-Zuloeta, Y., Purisaca-Morante, E. & Delgado-Diaz, F. Specificity of the intradermal Montenegro test in patients infected by Trypanosoma cruzi from different regions of Peru. Rev. Peru Med. Exp. Salud Publica 31, 278-281 (2014).",
16746,7,2003,12,2004,Homo sapiens,,0,99,,1,Positive in two independent serological tests,Peru,point,Ron,,,,,,,,,,,,,,,,1012057,,2014,"Minaya-Gomez, G., Vargas-Apaza, S., Monteza-Zuloeta, Y., Purisaca-Morante, E. & Delgado-Diaz, F. Specificity of the intradermal Montenegro test in patients infected by Trypanosoma cruzi from different regions of Peru. Rev. Peru Med. Exp. Salud Publica 31, 278-281 (2014).",
16747,7,2003,12,2004,Homo sapiens,,0,99,,1,Positive in two independent serological tests,Peru,point,Chiple,-5.93333,-78.83333,GeoNames,,,,,,,,,,,,,,,2014,"Minaya-Gomez, G., Vargas-Apaza, S., Monteza-Zuloeta, Y., Purisaca-Morante, E. & Delgado-Diaz, F. Specificity of the intradermal Montenegro test in patients infected by Trypanosoma cruzi from different regions of Peru. Rev. Peru Med. Exp. Salud Publica 31, 278-281 (2014).",
16748,7,2003,12,2004,Homo sapiens,,0,99,,1,Positive in two independent serological tests,Peru,point,Pimpingos,-6.07091,-78.76827,GeoNames,,,,,,,,,,,,,,,2014,"Minaya-Gomez, G., Vargas-Apaza, S., Monteza-Zuloeta, Y., Purisaca-Morante, E. & Delgado-Diaz, F. Specificity of the intradermal Montenegro test in patients infected by Trypanosoma cruzi from different regions of Peru. Rev. Peru Med. Exp. Salud Publica 31, 278-281 (2014).",
16749,7,2003,12,2004,Homo sapiens,,0,99,,1,Positive in two independent serological tests,Peru,point,Tarapoto,-6.49414,-76.36967,GeoNames,,,,,,,,,,,,,,,2014,"Minaya-Gomez, G., Vargas-Apaza, S., Monteza-Zuloeta, Y., Purisaca-Morante, E. & Delgado-Diaz, F. Specificity of the intradermal Montenegro test in patients infected by Trypanosoma cruzi from different regions of Peru. Rev. Peru Med. Exp. Salud Publica 31, 278-281 (2014).",
