"Disease","Pathogen","DataType","Country","Year","Longitude","Latitude","Admin_name","DiagnosticMetric","NumCases","IfPolygon_AdminLevel","ADMcode","ADMSource","Source","CasesMetric","SourceType"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2010,-46.5847453517415,-14.4326250994426,"Simolandia","Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",NA,2,"GAUL2_7431","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2011,-46.5847453517415,-14.4326250994426,"Simolandia","Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",NA,2,"GAUL2_7431","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2008,-40.2119307099524,-3.82017973110046,"Sobral","Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",NA,2,"GAUL2_7113","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2012,-69.680575617634,-4.02704250891892,"Tabatinga","Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",NA,2,"GAUL2_6527","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2013,-48.7365560002632,-2.90994638191028,"Tailandia","Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",NA,2,"GAUL2_8853","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2013,-41.1800021878735,-14.1334478515086,"Tanhacu","Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",NA,2,"GAUL2_6912","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2009,-47.8478771737565,-1.00261341824544,"Terra Alta","Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",NA,2,"GAUL2_8854","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2011,-47.5371583528716,-6.25676782853325,"Tocantinopolis","Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",NA,2,"GAUL2_11834","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2012,-67.8272234222309,-2.69122056428368,"Tonantins","Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",NA,2,"GAUL2_6530","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2012,-46.9437220398085,-1.0433491348082,"Tracuateua","Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",NA,2,"GAUL2_8857","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2012,-51.3909129022345,-6.81985677891733,"Tucuma","Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",NA,2,"GAUL2_8859","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2008,-49.8205745823095,-3.8556784447496,"Tucurui","Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",NA,2,"GAUL2_8860","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2011,-49.8205745823095,-3.8556784447496,"Tucurui","Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",NA,2,"GAUL2_8860","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2007,-45.4475889924476,-1.78337873995577,"Turiacu","Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",NA,2,"GAUL2_7658","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2008,-45.4475889924476,-1.78337873995577,"Turiacu","Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",NA,2,"GAUL2_7658","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2009,-42.3818784818421,-2.90960694894456,"Tutoia","Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",NA,2,"GAUL2_7660","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2010,-49.6429677327727,-15.5776551145585,"Uruana","Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",NA,2,"GAUL2_7443","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2013,-38.9946750474722,-7.97161354930335,"Verdejante","Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",NA,2,"GAUL2_9668","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2011,-35.9780878266143,-7.8834330358316,"Vertentes","Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",NA,2,"GAUL2_9670","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2008,-46.4604444745173,-1.53474154364679,"Viseu","Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",NA,2,"GAUL2_8864","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2011,-48.0014561719036,-6.91086575876445,"Wanderlandia","Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",NA,2,"GAUL2_11837","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2009,-46.0411196557701,-3.28865514534224,"Ze Doca","Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",NA,2,"GAUL2_7667","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","El Salvador",2000,-89.9053015659074,13.8593128635556,"Ahuachapan","Direct examination",NA,1,"GAUL1_1184","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","El Salvador",2001,-89.9053015659074,13.8593128635556,"Ahuachapan","Direct examination",NA,1,"GAUL1_1184","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","El Salvador",2003,-89.9053015659074,13.8593128635556,"Ahuachapan","Direct examination",NA,1,"GAUL1_1184","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","El Salvador",2004,-89.9053015659074,13.8593128635556,"Ahuachapan","Direct examination",NA,1,"GAUL1_1184","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","El Salvador",2005,-89.9053015659074,13.8593128635556,"Ahuachapan","Direct examination",NA,1,"GAUL1_1184","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","El Salvador",2006,-89.9053015659074,13.8593128635556,"Ahuachapan","Direct examination",NA,1,"GAUL1_1184","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","El Salvador",2007,-89.9053015659074,13.8593128635556,"Ahuachapan","Direct examination",NA,1,"GAUL1_1184","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","El Salvador",2008,-89.9053015659074,13.8593128635556,"Ahuachapan","Direct examination",NA,1,"GAUL1_1184","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","El Salvador",2009,-89.9053015659074,13.8593128635556,"Ahuachapan","Direct examination",NA,1,"GAUL1_1184","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","El Salvador",2010,-89.9053015659074,13.8593128635556,"Ahuachapan","Direct examination",NA,1,"GAUL1_1184","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","El Salvador",2011,-89.9053015659074,13.8593128635556,"Ahuachapan","Direct examination",NA,1,"GAUL1_1184","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","El Salvador",2012,-89.9053015659074,13.8593128635556,"Ahuachapan","Direct examination",NA,1,"GAUL1_1184","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","El Salvador",2000,-89.5077868819119,14.1208761445735,"Santa Ana","Direct examination",NA,1,"GAUL1_1195","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","El Salvador",2001,-89.5077868819119,14.1208761445735,"Santa Ana","Direct examination",NA,1,"GAUL1_1195","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","El Salvador",2002,-89.5077868819119,14.1208761445735,"Santa Ana","Direct examination",NA,1,"GAUL1_1195","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","El Salvador",2003,-89.5077868819119,14.1208761445735,"Santa Ana","Direct examination",NA,1,"GAUL1_1195","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","El Salvador",2004,-89.5077868819119,14.1208761445735,"Santa Ana","Direct examination",NA,1,"GAUL1_1195","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","El Salvador",2005,-89.5077868819119,14.1208761445735,"Santa Ana","Direct examination",NA,1,"GAUL1_1195","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","El Salvador",2006,-89.5077868819119,14.1208761445735,"Santa Ana","Direct examination",NA,1,"GAUL1_1195","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","El Salvador",2007,-89.5077868819119,14.1208761445735,"Santa Ana","Direct examination",NA,1,"GAUL1_1195","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","El Salvador",2008,-89.5077868819119,14.1208761445735,"Santa Ana","Direct examination",NA,1,"GAUL1_1195","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","El Salvador",2009,-89.5077868819119,14.1208761445735,"Santa Ana","Direct examination",NA,1,"GAUL1_1195","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","El Salvador",2010,-89.5077868819119,14.1208761445735,"Santa Ana","Direct examination",NA,1,"GAUL1_1195","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","El Salvador",2011,-89.5077868819119,14.1208761445735,"Santa Ana","Direct examination",NA,1,"GAUL1_1195","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","El Salvador",2012,-89.5077868819119,14.1208761445735,"Santa Ana","Direct examination",NA,1,"GAUL1_1195","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","El Salvador",2000,-89.6876363394963,13.6976168353628,"Sonsonate","Direct examination",NA,1,"GAUL1_1196","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","El Salvador",2001,-89.6876363394963,13.6976168353628,"Sonsonate","Direct examination",NA,1,"GAUL1_1196","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","El Salvador",2002,-89.6876363394963,13.6976168353628,"Sonsonate","Direct examination",NA,1,"GAUL1_1196","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","El Salvador",2004,-89.6876363394963,13.6976168353628,"Sonsonate","Direct examination",NA,1,"GAUL1_1196","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","El Salvador",2005,-89.6876363394963,13.6976168353628,"Sonsonate","Direct examination",NA,1,"GAUL1_1196","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","El Salvador",2006,-89.6876363394963,13.6976168353628,"Sonsonate","Direct examination",NA,1,"GAUL1_1196","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","El Salvador",2007,-89.6876363394963,13.6976168353628,"Sonsonate","Direct examination",NA,1,"GAUL1_1196","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","El Salvador",2008,-89.6876363394963,13.6976168353628,"Sonsonate","Direct examination",NA,1,"GAUL1_1196","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","El Salvador",2009,-89.6876363394963,13.6976168353628,"Sonsonate","Direct examination",NA,1,"GAUL1_1196","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","El Salvador",2010,-89.6876363394963,13.6976168353628,"Sonsonate","Direct examination",NA,1,"GAUL1_1196","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","El Salvador",2011,-89.6876363394963,13.6976168353628,"Sonsonate","Direct examination",NA,1,"GAUL1_1196","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","El Salvador",2012,-89.6876363394963,13.6976168353628,"Sonsonate","Direct examination",NA,1,"GAUL1_1196","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","El Salvador",2005,-89.0769255312297,14.1461452664381,"Chalatenango","Direct examination",NA,1,"GAUL1_1186","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","El Salvador",2006,-89.0769255312297,14.1461452664381,"Chalatenango","Direct examination",NA,1,"GAUL1_1186","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","El Salvador",2007,-89.0769255312297,14.1461452664381,"Chalatenango","Direct examination",NA,1,"GAUL1_1186","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","El Salvador",2008,-89.0769255312297,14.1461452664381,"Chalatenango","Direct examination",NA,1,"GAUL1_1186","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","El Salvador",2000,-89.3665206416976,13.7063859492529,"La Libertad","Direct examination",NA,1,"GAUL1_1188","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","El Salvador",2001,-89.3665206416976,13.7063859492529,"La Libertad","Direct examination",NA,1,"GAUL1_1188","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","El Salvador",2002,-89.3665206416976,13.7063859492529,"La Libertad","Direct examination",NA,1,"GAUL1_1188","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","El Salvador",2004,-89.3665206416976,13.7063859492529,"La Libertad","Direct examination",NA,1,"GAUL1_1188","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","El Salvador",2005,-89.3665206416976,13.7063859492529,"La Libertad","Direct examination",NA,1,"GAUL1_1188","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","El Salvador",2006,-89.3665206416976,13.7063859492529,"La Libertad","Direct examination",NA,1,"GAUL1_1188","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","El Salvador",2007,-89.3665206416976,13.7063859492529,"La Libertad","Direct examination",NA,1,"GAUL1_1188","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","El Salvador",2009,-89.3665206416976,13.7063859492529,"La Libertad","Direct examination",NA,1,"GAUL1_1188","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","El Salvador",2011,-89.3665206416976,13.7063859492529,"La Libertad","Direct examination",NA,1,"GAUL1_1188","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","El Salvador",2012,-89.3665206416976,13.7063859492529,"La Libertad","Direct examination",NA,1,"GAUL1_1188","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","El Salvador",2000,-89.1737797090149,13.771508624402,"San Salvador","Direct examination",NA,1,"GAUL1_1193","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","El Salvador",2001,-89.1737797090149,13.771508624402,"San Salvador","Direct examination",NA,1,"GAUL1_1193","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","El Salvador",2002,-89.1737797090149,13.771508624402,"San Salvador","Direct examination",NA,1,"GAUL1_1193","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","El Salvador",2003,-89.1737797090149,13.771508624402,"San Salvador","Direct examination",NA,1,"GAUL1_1193","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","El Salvador",2004,-89.1737797090149,13.771508624402,"San Salvador","Direct examination",NA,1,"GAUL1_1193","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","El Salvador",2005,-89.1737797090149,13.771508624402,"San Salvador","Direct examination",NA,1,"GAUL1_1193","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","El Salvador",2006,-89.1737797090149,13.771508624402,"San Salvador","Direct examination",NA,1,"GAUL1_1193","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","El Salvador",2007,-89.1737797090149,13.771508624402,"San Salvador","Direct examination",NA,1,"GAUL1_1193","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","El Salvador",2008,-89.1737797090149,13.771508624402,"San Salvador","Direct examination",NA,1,"GAUL1_1193","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","El Salvador",2009,-89.1737797090149,13.771508624402,"San Salvador","Direct examination",NA,1,"GAUL1_1193","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","El Salvador",2012,-89.1737797090149,13.771508624402,"San Salvador","Direct examination",NA,1,"GAUL1_1193","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","El Salvador",2001,-89.0232880229672,13.8474263641025,"Cuscatlan","Direct examination",NA,1,"GAUL1_1187","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","El Salvador",2005,-89.0232880229672,13.8474263641025,"Cuscatlan","Direct examination",NA,1,"GAUL1_1187","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","El Salvador",2006,-89.0232880229672,13.8474263641025,"Cuscatlan","Direct examination",NA,1,"GAUL1_1187","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","El Salvador",2007,-89.0232880229672,13.8474263641025,"Cuscatlan","Direct examination",NA,1,"GAUL1_1187","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","El Salvador",2008,-89.0232880229672,13.8474263641025,"Cuscatlan","Direct examination",NA,1,"GAUL1_1187","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","El Salvador",2009,-89.0232880229672,13.8474263641025,"Cuscatlan","Direct examination",NA,1,"GAUL1_1187","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","El Salvador",2010,-89.0232880229672,13.8474263641025,"Cuscatlan","Direct examination",NA,1,"GAUL1_1187","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","El Salvador",2012,-89.0232880229672,13.8474263641025,"Cuscatlan","Direct examination",NA,1,"GAUL1_1187","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","El Salvador",2005,-88.9676846931157,13.479082072656,"La Paz","Direct examination",NA,1,"GAUL1_1189","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","El Salvador",2008,-88.9676846931157,13.479082072656,"La Paz","Direct examination",NA,1,"GAUL1_1189","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","El Salvador",2009,-88.9676846931157,13.479082072656,"La Paz","Direct examination",NA,1,"GAUL1_1189","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","El Salvador",2002,-88.7228982188754,13.6089846955051,"San Vicente","Direct examination",NA,1,"GAUL1_1194","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","El Salvador",2004,-88.7228982188754,13.6089846955051,"San Vicente","Direct examination",NA,1,"GAUL1_1194","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","El Salvador",2008,-88.7228982188754,13.6089846955051,"San Vicente","Direct examination",NA,1,"GAUL1_1194","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","El Salvador",2002,-88.711320756277,13.8821844707686,"Cabanas","Direct examination",NA,1,"GAUL1_1185","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","El Salvador",2005,-88.711320756277,13.8821844707686,"Cabanas","Direct examination",NA,1,"GAUL1_1185","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","El Salvador",2006,-88.711320756277,13.8821844707686,"Cabanas","Direct examination",NA,1,"GAUL1_1185","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","El Salvador",2007,-88.711320756277,13.8821844707686,"Cabanas","Direct examination",NA,1,"GAUL1_1185","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","El Salvador",2008,-88.711320756277,13.8821844707686,"Cabanas","Direct examination",NA,1,"GAUL1_1185","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","El Salvador",2009,-88.711320756277,13.8821844707686,"Cabanas","Direct examination",NA,1,"GAUL1_1185","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","El Salvador",2004,-88.4956994997603,13.3753774069891,"Usulutan","Direct examination",NA,1,"GAUL1_1197","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","El Salvador",2005,-88.4956994997603,13.3753774069891,"Usulutan","Direct examination",NA,1,"GAUL1_1197","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","El Salvador",2006,-88.4956994997603,13.3753774069891,"Usulutan","Direct examination",NA,1,"GAUL1_1197","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","El Salvador",2008,-88.4956994997603,13.3753774069891,"Usulutan","Direct examination",NA,1,"GAUL1_1197","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","El Salvador",2009,-88.4956994997603,13.3753774069891,"Usulutan","Direct examination",NA,1,"GAUL1_1197","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","El Salvador",2010,-88.4956994997603,13.3753774069891,"Usulutan","Direct examination",NA,1,"GAUL1_1197","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","El Salvador",2011,-88.4956994997603,13.3753774069891,"Usulutan","Direct examination",NA,1,"GAUL1_1197","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","El Salvador",2002,-88.2590384551497,13.7305844002854,"San Miguel","Direct examination",NA,1,"GAUL1_1192","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","El Salvador",2005,-88.2590384551497,13.7305844002854,"San Miguel","Direct examination",NA,1,"GAUL1_1192","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","El Salvador",2006,-88.2590384551497,13.7305844002854,"San Miguel","Direct examination",NA,1,"GAUL1_1192","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","El Salvador",2007,-88.2590384551497,13.7305844002854,"San Miguel","Direct examination",NA,1,"GAUL1_1192","GAUL","Browne2017","Outbreak location","Compiled from literature (IHME)"
