"DataType","IfPolygon_AdminLevel","Year","Latitude","Longitude","Country","ADMcode","Disease","ADMSource","NumCases","LocationName","Pathogen","Source"
"point",NA,"2004",40.2638,37.4833,"Turkey",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"2004",40.2915,37.4277,"Turkey",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"2004",40.3102,37.5019,"Turkey",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"2004",40.3199,37.3178,"Turkey",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"2004",40.3227,37.1942,"Turkey",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"2004",40.3288,37.5761,"Turkey",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"2004",40.383,37.1847,"Turkey",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"2004",40.4098,37.4785,"Turkey",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"2004",40.4531,37.3796,"Turkey",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"2004",40.463,37.4364,"Turkey",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"2004",40.4992,37.546,"Turkey",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"2004",40.118,36.2957,"Turkey",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"2004",40.3928,36.0689,"Turkey",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"2004",40.3148,35.8821,"Turkey",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"2004",40.1146,35.6247,"Turkey",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"2004",40.1192,35.7414,"Turkey",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"2004",40.152,36.1112,"Turkey",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"2004",40.1626,36.0594,"Turkey",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"2004",40.1868,35.6548,"Turkey",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"2004",40.217,35.947,"Turkey",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"2004",39.9935,36.2939,"Turkey",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"2004",40.0371,36.2877,"Turkey",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"2004",39.9986,36.0868,"Turkey",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"2004",40.0376,36.1258,"Turkey",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"2004",40.0348,36.0481,"Turkey",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"2004",40.083,35.9964,"Turkey",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"2004",40.5974,36.9453,"Turkey",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"2004",40.6265,42.3357,"Turkey",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"2004",40.6666,42.2851,"Turkey",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"2004",39.879,42.1669,"Turkey",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"2004",40.0769,41.97,"Turkey",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"2004",40.1071,42.3152,"Turkey",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"2004",40.4197,41.8943,"Turkey",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"2004",40.7435,41.8357,"Turkey",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"2004",40.4034,35.6368,"Turkey",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"2004",40.4383,39.508,"Turkey",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"2004",40.128,39.4387,"Turkey",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"2004",40.146,39.2868,"Turkey",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"2004",40.4684,37.9126,"Turkey",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"2004",38.415,27.145,"Turkey",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"2004",40.6311,41.3687,"Turkey",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"2004",40.8694,41.7161,"Turkey",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"2004",41.1797,41.8174,"Turkey",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"2004",41.1568,41.7959,"Turkey",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"2004",39.9219,35.5628,"Turkey",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"2004",39.9574,35.3621,"Turkey",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"2004",39.9801,35.4051,"Turkey",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"2004",39.9911,35.569,"Turkey",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"2004",40.0056,35.3639,"Turkey",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"2004",40.0163,35.42,"Turkey",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"2004",40.0815,35.6334,"Turkey",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"2004",40.0705,35.4153,"Turkey",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"2004",40.1006,35.4367,"Turkey",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"2004",39.6753,35.7205,"Turkey",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"2004",39.6753,35.8815,"Turkey",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"2004",39.7189,35.6603,"Turkey",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"2004",39.8785,35.8386,"Turkey",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"2004",39.9732,35.9659,"Turkey",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"2004",40.8516,33.4288,"Turkey",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"2004",40.8752,33.6664,"Turkey",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"2004",40.8957,33.5453,"Turkey",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"2004",40.9436,33.6159,"Turkey",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"2004",40.9709,33.5426,"Turkey",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"2004",40.9846,33.6386,"Turkey",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"2004",41.3523,36.2322,"Turkey",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"2004",39.2792,33.9137,"Turkey",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"2004",41.0021,39.7182,"Turkey",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"2004",40.61,43.098,"Turkey",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"2004",39.7442,39.4972,"Turkey",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"2004",39.7667,38.5092,"Turkey",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"2004",39.664,39.6712,"Turkey",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"2004",39.6971,37.299,"Turkey",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"2004",39.7513,37.0036,"Turkey",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"2004",39.8736,37.1157,"Turkey",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"2004",39.7531,36.1739,"Turkey",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"2004",39.7773,36.7632,"Turkey",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"2004",39.8214,36.7036,"Turkey",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"2004",39.9454,36.2914,"Turkey",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"2004",39.96,36.6646,"Turkey",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"2004",40.041,36.7131,"Turkey",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"2004",40.1417,36.7275,"Turkey",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"2004",40.1486,36.8141,"Turkey",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"2004",40.1676,36.888,"Turkey",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"2004",40.1234,38.2798,"Turkey",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"2004",40.1561,38.0474,"Turkey",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"2004",40.283,37.9304,"Turkey",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"2004",40.2847,38.0085,"Turkey",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"2004",39.7622,38.2767,"Turkey",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"2004",39.8075,38.3495,"Turkey",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"2004",39.3314,36.2997,"Turkey",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"2004",39.6537,36.1991,"Turkey",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"2004",40.021,38.7272,"Turkey",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"2004",40.032,38.637,"Turkey",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"2004",39.9138,37.7652,"Turkey",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"2004",39.9995,37.77,"Turkey",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"2004",40.215,37.534,"Turkey",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"2004",40.2475,37.5804,"Turkey",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"2004",41.3528,32.8319,"Turkey",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"2004",40.9554,32.6359,"Turkey",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"2004",39.2499,41.3444,"Turkey",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"2005",42.2097,20.3803,"Albania",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"2005",34.64,50.88,"Iran  (Islamic Republic of)",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"2005",30.278,57.063,"Iran  (Islamic Republic of)",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"2005",36.6684,48.4861,"Iran  (Islamic Republic of)",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"2005",35.5726,53.3963,"Iran  (Islamic Republic of)",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"2005",27.2067,60.6901,"Iran  (Islamic Republic of)",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"2005",31.0418,61.4939,"Iran  (Islamic Republic of)",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"2005",36.8412,54.4343,"Iran  (Islamic Republic of)",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"2005",31.5104,50.8309,"Iran  (Islamic Republic of)",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"2005",32.324,50.8646,"Iran  (Islamic Republic of)",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"2005",31.9647,51.2934,"Iran  (Islamic Republic of)",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"2005",36.2133,58.7961,"Iran  (Islamic Republic of)",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"2005",36.6447,59.1154,"Iran  (Islamic Republic of)",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"2005",37.0771,57.5066,"Iran  (Islamic Republic of)",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"2005",34.7422,60.775,"Iran  (Islamic Republic of)",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"2005",37.4781,57.3225,"Iran  (Islamic Republic of)",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"2005",37.3985,57.9254,"Iran  (Islamic Republic of)",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"2005",36.951,56.3722,"Iran  (Islamic Republic of)",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"2005",34.0191,58.1726,"Iran  (Islamic Republic of)",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"2005",37.4443,59.1092,"Iran  (Islamic Republic of)",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"2005",36.9951,59.7529,"Iran  (Islamic Republic of)",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"2005",36.293,59.5981,"Iran  (Islamic Republic of)",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"2005",35.2445,60.6212,"Iran  (Islamic Republic of)",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"2005",37.1061,58.5132,"Iran  (Islamic Republic of)",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"2005",33.7278,59.1875,"Iran  (Islamic Republic of)",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"2005",34.5758,60.1405,"Iran  (Islamic Republic of)",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"2005",31.5428,60.0362,"Iran  (Islamic Republic of)",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"2005",36.5444,61.1595,"Iran  (Islamic Republic of)",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"2005",36.2155,57.6686,"Iran  (Islamic Republic of)",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"2005",32.8842,59.2108,"Iran  (Islamic Republic of)",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"2005",35.7072,59.8508,"Iran  (Islamic Republic of)",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"2005",44.8403,65.5005,"Kazakhstan",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"2005",25.3819,68.3686,"Pakistan",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"2005",27.55,68.21,"Pakistan",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"2005",28.2754,68.4311,"Pakistan",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"2005",34.1556,73.2197,"Pakistan",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"2005",33.7198,73.0577,"Pakistan",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"2005",44.8947,37.317,"Russian Federation",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"2005",47.23,39.71,"Russian Federation",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"2005",46.871,42.0586,"Russian Federation",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"2005",47.1458,42.4643,"Russian Federation",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"2005",45.0444,41.9777,"Russian Federation",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"2005",48.7082,44.5166,"Russian Federation",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"2005",46.34,48.04,"Russian Federation",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"2005",42.4826,20.7459,"Serbia",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"2005",42.4069,20.657,"Serbia",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"2005",42.4129,20.7944,"Serbia",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"2005",42.7445,20.7913,"Serbia",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"2005",42.6211,20.5751,"Serbia",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"2005",42.6739,21.1637,"Serbia",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"2005",42.5037,21.1429,"Serbia",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"2005",42.3587,20.8257,"Serbia",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"2005",38.0944,69.3321,"Tajikistan",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"2005",38.03,69.58,"Tajikistan",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"2005",38.3075,69.6721,"Tajikistan",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
"point",NA,"2005",37.91,69.78,"Tajikistan",NA,"Crimean-Congo haemorrhagic fever","GAUL",NA,NA,"Crimean-Congo haemorrhagic fever virus","Messina2015"
